TOTAL SENTENCE COUNT	327724
TOTAL IGNORANCE COUNT	182892

ARTICLE	TOTAL SENTENCE COUNT	TOTAL IGNORANCE COUNT
PMC3705320.nxml.gz_sentence_info.txt	208	82
PMC3708703.nxml.gz_sentence_info.txt	274	103
PMC3710934.nxml.gz_sentence_info.txt	668	422
PMC3710985.nxml.gz_sentence_info.txt	186	95
PMC3713405.nxml.gz_sentence_info.txt	259	207
PMC3717170.nxml.gz_sentence_info.txt	210	170
PMC3717763.nxml.gz_sentence_info.txt	115	64
PMC3718280.nxml.gz_sentence_info.txt	101	54
PMC3718681.nxml.gz_sentence_info.txt	219	114
PMC3720837.nxml.gz_sentence_info.txt	179	94
PMC3726511.nxml.gz_sentence_info.txt	119	67
PMC3728489.nxml.gz_sentence_info.txt	354	296
PMC3734354.nxml.gz_sentence_info.txt	361	281
PMC3735637.nxml.gz_sentence_info.txt	146	77
PMC3736889.nxml.gz_sentence_info.txt	119	67
PMC3739737.nxml.gz_sentence_info.txt	368	90
PMC3740243.nxml.gz_sentence_info.txt	198	148
PMC3742769.nxml.gz_sentence_info.txt	223	102
PMC3742894.nxml.gz_sentence_info.txt	123	67
PMC3743371.nxml.gz_sentence_info.txt	73	37
PMC3743734.nxml.gz_sentence_info.txt	177	57
PMC3747105.nxml.gz_sentence_info.txt	283	130
PMC3749995.nxml.gz_sentence_info.txt	296	138
PMC3751294.nxml.gz_sentence_info.txt	297	221
PMC3756974.nxml.gz_sentence_info.txt	197	85
PMC3758023.nxml.gz_sentence_info.txt	217	128
PMC3759332.nxml.gz_sentence_info.txt	293	142
PMC3760821.nxml.gz_sentence_info.txt	187	106
PMC3763666.nxml.gz_sentence_info.txt	212	116
PMC3766643.nxml.gz_sentence_info.txt	267	160
PMC3773018.nxml.gz_sentence_info.txt	108	81
PMC3773449.nxml.gz_sentence_info.txt	235	186
PMC3773919.nxml.gz_sentence_info.txt	503	288
PMC3774699.nxml.gz_sentence_info.txt	159	73
PMC3781185.nxml.gz_sentence_info.txt	77	40
PMC3783381.nxml.gz_sentence_info.txt	228	107
PMC3789799.nxml.gz_sentence_info.txt	132	56
PMC3792831.nxml.gz_sentence_info.txt	129	91
PMC3794857.nxml.gz_sentence_info.txt	207	125
PMC3794936.nxml.gz_sentence_info.txt	398	126
PMC3798907.nxml.gz_sentence_info.txt	156	107
PMC3800883.nxml.gz_sentence_info.txt	21	10
PMC3809191.nxml.gz_sentence_info.txt	70	27
PMC3812030.nxml.gz_sentence_info.txt	127	43
PMC3813450.nxml.gz_sentence_info.txt	291	159
PMC3814422.nxml.gz_sentence_info.txt	144	90
PMC3816674.nxml.gz_sentence_info.txt	283	218
PMC3817352.nxml.gz_sentence_info.txt	150	69
PMC3818269.nxml.gz_sentence_info.txt	170	98
PMC3820434.nxml.gz_sentence_info.txt	400	266
PMC3821254.nxml.gz_sentence_info.txt	83	40
PMC3821942.nxml.gz_sentence_info.txt	210	113
PMC3826669.nxml.gz_sentence_info.txt	153	63
PMC3827489.nxml.gz_sentence_info.txt	105	80
PMC3827496.nxml.gz_sentence_info.txt	235	134
PMC3828574.nxml.gz_sentence_info.txt	277	189
PMC3828585.nxml.gz_sentence_info.txt	257	204
PMC3828638.nxml.gz_sentence_info.txt	209	160
PMC3829207.nxml.gz_sentence_info.txt	241	182
PMC3829803.nxml.gz_sentence_info.txt	312	151
PMC3849683.nxml.gz_sentence_info.txt	288	165
PMC3850030.nxml.gz_sentence_info.txt	485	328
PMC3850328.nxml.gz_sentence_info.txt	62	45
PMC3853358.nxml.gz_sentence_info.txt	155	64
PMC3855580.nxml.gz_sentence_info.txt	179	119
PMC3857258.nxml.gz_sentence_info.txt	224	88
PMC3857567.nxml.gz_sentence_info.txt	226	101
PMC3857850.nxml.gz_sentence_info.txt	86	52
PMC3859677.nxml.gz_sentence_info.txt	134	75
PMC3860105.nxml.gz_sentence_info.txt	102	38
PMC3860429.nxml.gz_sentence_info.txt	28	27
PMC3862451.nxml.gz_sentence_info.txt	169	81
PMC3864158.nxml.gz_sentence_info.txt	248	123
PMC3866510.nxml.gz_sentence_info.txt	90	74
PMC3868354.nxml.gz_sentence_info.txt	176	85
PMC3869952.nxml.gz_sentence_info.txt	122	60
PMC3872504.nxml.gz_sentence_info.txt	177	103
PMC3872607.nxml.gz_sentence_info.txt	109	39
PMC3873449.nxml.gz_sentence_info.txt	218	137
PMC3876120.nxml.gz_sentence_info.txt	115	73
PMC3877003.nxml.gz_sentence_info.txt	359	133
PMC3877972.nxml.gz_sentence_info.txt	228	130
PMC3880212.nxml.gz_sentence_info.txt	305	96
PMC3880956.nxml.gz_sentence_info.txt	67	47
PMC3882256.nxml.gz_sentence_info.txt	144	86
PMC3888066.nxml.gz_sentence_info.txt	60	49
PMC3893486.nxml.gz_sentence_info.txt	163	90
PMC3893866.nxml.gz_sentence_info.txt	157	64
PMC3895739.nxml.gz_sentence_info.txt	282	174
PMC3897149.nxml.gz_sentence_info.txt	51	28
PMC3898607.nxml.gz_sentence_info.txt	246	119
PMC3901884.nxml.gz_sentence_info.txt	89	77
PMC3901973.nxml.gz_sentence_info.txt	397	326
PMC3901983.nxml.gz_sentence_info.txt	178	141
PMC3904479.nxml.gz_sentence_info.txt	46	33
PMC3907150.nxml.gz_sentence_info.txt	302	220
PMC3914197.nxml.gz_sentence_info.txt	54	19
PMC3914269.nxml.gz_sentence_info.txt	78	53
PMC3915248.nxml.gz_sentence_info.txt	59	33
PMC3922790.nxml.gz_sentence_info.txt	184	104
PMC3925765.nxml.gz_sentence_info.txt	201	94
PMC3926113.nxml.gz_sentence_info.txt	150	74
PMC3926776.nxml.gz_sentence_info.txt	142	129
PMC3928864.nxml.gz_sentence_info.txt	343	215
PMC3930526.nxml.gz_sentence_info.txt	202	121
PMC3933171.nxml.gz_sentence_info.txt	66	32
PMC3933411.nxml.gz_sentence_info.txt	178	108
PMC3937317.nxml.gz_sentence_info.txt	154	88
PMC3937977.nxml.gz_sentence_info.txt	136	73
PMC3938466.nxml.gz_sentence_info.txt	113	67
PMC3945795.nxml.gz_sentence_info.txt	190	101
PMC3946277.nxml.gz_sentence_info.txt	276	131
PMC3953741.nxml.gz_sentence_info.txt	78	61
PMC3966825.nxml.gz_sentence_info.txt	198	117
PMC3969295.nxml.gz_sentence_info.txt	223	124
PMC3970319.nxml.gz_sentence_info.txt	198	86
PMC3973641.nxml.gz_sentence_info.txt	205	96
PMC3973835.nxml.gz_sentence_info.txt	171	72
PMC3976831.nxml.gz_sentence_info.txt	129	64
PMC3977405.nxml.gz_sentence_info.txt	94	47
PMC3989847.nxml.gz_sentence_info.txt	150	72
PMC3991049.nxml.gz_sentence_info.txt	83	34
PMC3994635.nxml.gz_sentence_info.txt	170	65
PMC3994935.nxml.gz_sentence_info.txt	210	88
PMC3995034.nxml.gz_sentence_info.txt	81	75
PMC3996361.nxml.gz_sentence_info.txt	197	140
PMC3999948.nxml.gz_sentence_info.txt	221	123
PMC4002571.nxml.gz_sentence_info.txt	156	85
PMC4006733.nxml.gz_sentence_info.txt	198	95
PMC4014765.nxml.gz_sentence_info.txt	245	126
PMC4015817.nxml.gz_sentence_info.txt	274	150
PMC4017421.nxml.gz_sentence_info.txt	108	65
PMC4018592.nxml.gz_sentence_info.txt	120	68
PMC4018969.nxml.gz_sentence_info.txt	369	170
PMC4021291.nxml.gz_sentence_info.txt	189	75
PMC4026129.nxml.gz_sentence_info.txt	190	162
PMC4026680.nxml.gz_sentence_info.txt	151	120
PMC4029598.nxml.gz_sentence_info.txt	201	125
PMC4029895.nxml.gz_sentence_info.txt	214	103
PMC4031379.nxml.gz_sentence_info.txt	190	111
PMC4031802.nxml.gz_sentence_info.txt	261	217
PMC4034700.nxml.gz_sentence_info.txt	267	190
PMC4036492.nxml.gz_sentence_info.txt	186	122
PMC4037119.nxml.gz_sentence_info.txt	485	378
PMC4037583.nxml.gz_sentence_info.txt	197	102
PMC4045304.nxml.gz_sentence_info.txt	278	201
PMC4047075.nxml.gz_sentence_info.txt	141	91
PMC4048511.nxml.gz_sentence_info.txt	102	58
PMC4049132.nxml.gz_sentence_info.txt	155	124
PMC4051747.nxml.gz_sentence_info.txt	204	105
PMC4051754.nxml.gz_sentence_info.txt	308	189
PMC4053091.nxml.gz_sentence_info.txt	165	120
PMC4054662.nxml.gz_sentence_info.txt	260	109
PMC4061886.nxml.gz_sentence_info.txt	274	111
PMC4062859.nxml.gz_sentence_info.txt	264	154
PMC4064785.nxml.gz_sentence_info.txt	73	45
PMC4065350.nxml.gz_sentence_info.txt	365	226
PMC4070214.nxml.gz_sentence_info.txt	85	53
PMC4071151.nxml.gz_sentence_info.txt	116	51
PMC4072587.nxml.gz_sentence_info.txt	158	74
PMC4073172.nxml.gz_sentence_info.txt	192	84
PMC4074693.nxml.gz_sentence_info.txt	98	50
PMC4077117.nxml.gz_sentence_info.txt	114	101
PMC4078574.nxml.gz_sentence_info.txt	230	134
PMC4078997.nxml.gz_sentence_info.txt	248	142
PMC4083675.nxml.gz_sentence_info.txt	80	38
PMC4085190.nxml.gz_sentence_info.txt	282	238
PMC4089555.nxml.gz_sentence_info.txt	235	128
PMC4089584.nxml.gz_sentence_info.txt	40	36
PMC4090150.nxml.gz_sentence_info.txt	286	112
PMC4090565.nxml.gz_sentence_info.txt	197	98
PMC4099383.nxml.gz_sentence_info.txt	260	90
PMC4100392.nxml.gz_sentence_info.txt	213	172
PMC4103639.nxml.gz_sentence_info.txt	109	83
PMC4106226.nxml.gz_sentence_info.txt	170	115
PMC4107258.nxml.gz_sentence_info.txt	126	63
PMC4109981.nxml.gz_sentence_info.txt	181	118
PMC4110237.nxml.gz_sentence_info.txt	254	118
PMC4113768.nxml.gz_sentence_info.txt	3422	1492
PMC4113771.nxml.gz_sentence_info.txt	128	66
PMC4120194.nxml.gz_sentence_info.txt	1249	1032
PMC4122175.nxml.gz_sentence_info.txt	264	142
PMC4122855.nxml.gz_sentence_info.txt	23	11
PMC4124499.nxml.gz_sentence_info.txt	195	109
PMC4129499.nxml.gz_sentence_info.txt	259	205
PMC4132016.nxml.gz_sentence_info.txt	275	125
PMC4134219.nxml.gz_sentence_info.txt	115	55
PMC4141279.nxml.gz_sentence_info.txt	261	136
PMC4142706.nxml.gz_sentence_info.txt	166	118
PMC4142888.nxml.gz_sentence_info.txt	159	87
PMC4143239.nxml.gz_sentence_info.txt	397	269
PMC4143751.nxml.gz_sentence_info.txt	152	113
PMC4143824.nxml.gz_sentence_info.txt	235	125
PMC4143835.nxml.gz_sentence_info.txt	199	107
PMC4144280.nxml.gz_sentence_info.txt	225	128
PMC4152245.nxml.gz_sentence_info.txt	305	123
PMC4154213.nxml.gz_sentence_info.txt	642	337
PMC4155147.nxml.gz_sentence_info.txt	85	59
PMC4155824.nxml.gz_sentence_info.txt	307	234
PMC4160672.nxml.gz_sentence_info.txt	146	67
PMC4160835.nxml.gz_sentence_info.txt	153	79
PMC4161853.nxml.gz_sentence_info.txt	263	173
PMC4161944.nxml.gz_sentence_info.txt	256	216
PMC4162567.nxml.gz_sentence_info.txt	171	90
PMC4162926.nxml.gz_sentence_info.txt	172	75
PMC4166817.nxml.gz_sentence_info.txt	124	41
PMC4169453.nxml.gz_sentence_info.txt	251	122
PMC4169551.nxml.gz_sentence_info.txt	246	96
PMC4171568.nxml.gz_sentence_info.txt	157	118
PMC4172064.nxml.gz_sentence_info.txt	270	208
PMC4172095.nxml.gz_sentence_info.txt	288	257
PMC4172780.nxml.gz_sentence_info.txt	244	122
PMC4173670.nxml.gz_sentence_info.txt	303	172
PMC4176103.nxml.gz_sentence_info.txt	246	78
PMC4181917.nxml.gz_sentence_info.txt	217	102
PMC4183922.nxml.gz_sentence_info.txt	201	116
PMC4188019.nxml.gz_sentence_info.txt	87	41
PMC4190350.nxml.gz_sentence_info.txt	120	59
PMC4190429.nxml.gz_sentence_info.txt	178	107
PMC4192458.nxml.gz_sentence_info.txt	227	130
PMC4192843.nxml.gz_sentence_info.txt	110	66
PMC4192934.nxml.gz_sentence_info.txt	343	131
PMC4193194.nxml.gz_sentence_info.txt	216	157
PMC4193257.nxml.gz_sentence_info.txt	341	268
PMC4194368.nxml.gz_sentence_info.txt	117	52
PMC4194375.nxml.gz_sentence_info.txt	226	102
PMC4196482.nxml.gz_sentence_info.txt	266	94
PMC4197958.nxml.gz_sentence_info.txt	135	84
PMC4202003.nxml.gz_sentence_info.txt	214	120
PMC4202338.nxml.gz_sentence_info.txt	218	114
PMC4203464.nxml.gz_sentence_info.txt	190	135
PMC4207047.nxml.gz_sentence_info.txt	168	147
PMC4208652.nxml.gz_sentence_info.txt	298	144
PMC4210519.nxml.gz_sentence_info.txt	211	100
PMC4210909.nxml.gz_sentence_info.txt	229	174
PMC4210914.nxml.gz_sentence_info.txt	212	86
PMC4210927.nxml.gz_sentence_info.txt	181	96
PMC4213680.nxml.gz_sentence_info.txt	157	73
PMC4214174.nxml.gz_sentence_info.txt	109	90
PMC4216020.nxml.gz_sentence_info.txt	130	107
PMC4216170.nxml.gz_sentence_info.txt	238	110
PMC4216381.nxml.gz_sentence_info.txt	154	104
PMC4221707.nxml.gz_sentence_info.txt	209	100
PMC4222017.nxml.gz_sentence_info.txt	122	61
PMC4224012.nxml.gz_sentence_info.txt	165	69
PMC4224261.nxml.gz_sentence_info.txt	134	80
PMC4231189.nxml.gz_sentence_info.txt	120	110
PMC4231349.nxml.gz_sentence_info.txt	233	100
PMC4231606.nxml.gz_sentence_info.txt	168	91
PMC4233040.nxml.gz_sentence_info.txt	227	84
PMC4236901.nxml.gz_sentence_info.txt	143	67
PMC4237787.nxml.gz_sentence_info.txt	131	67
PMC4237823.nxml.gz_sentence_info.txt	120	98
PMC4243771.nxml.gz_sentence_info.txt	186	60
PMC4246417.nxml.gz_sentence_info.txt	367	166
PMC4249952.nxml.gz_sentence_info.txt	132	64
PMC4251419.nxml.gz_sentence_info.txt	165	138
PMC4251881.nxml.gz_sentence_info.txt	139	64
PMC4256222.nxml.gz_sentence_info.txt	147	85
PMC4258313.nxml.gz_sentence_info.txt	97	55
PMC4258799.nxml.gz_sentence_info.txt	367	165
PMC4260190.nxml.gz_sentence_info.txt	161	89
PMC4260194.nxml.gz_sentence_info.txt	336	198
PMC4263713.nxml.gz_sentence_info.txt	265	116
PMC4264037.nxml.gz_sentence_info.txt	245	178
PMC4266867.nxml.gz_sentence_info.txt	164	125
PMC4268639.nxml.gz_sentence_info.txt	90	44
PMC4268900.nxml.gz_sentence_info.txt	153	70
PMC4269172.nxml.gz_sentence_info.txt	183	102
PMC4271720.nxml.gz_sentence_info.txt	327	277
PMC4272341.nxml.gz_sentence_info.txt	128	68
PMC4275431.nxml.gz_sentence_info.txt	78	56
PMC4275593.nxml.gz_sentence_info.txt	303	227
PMC4275595.nxml.gz_sentence_info.txt	256	147
PMC4275682.nxml.gz_sentence_info.txt	185	124
PMC4277121.nxml.gz_sentence_info.txt	349	270
PMC4277409.nxml.gz_sentence_info.txt	305	99
PMC4280000.nxml.gz_sentence_info.txt	169	68
PMC4280220.nxml.gz_sentence_info.txt	216	102
PMC4284764.nxml.gz_sentence_info.txt	152	73
PMC4287506.nxml.gz_sentence_info.txt	207	108
PMC4289064.nxml.gz_sentence_info.txt	221	99
PMC4289552.nxml.gz_sentence_info.txt	152	92
PMC4292443.nxml.gz_sentence_info.txt	309	177
PMC4292660.nxml.gz_sentence_info.txt	215	84
PMC4292819.nxml.gz_sentence_info.txt	283	135
PMC4298806.nxml.gz_sentence_info.txt	148	84
PMC4302093.nxml.gz_sentence_info.txt	213	143
PMC4302388.nxml.gz_sentence_info.txt	193	110
PMC4302429.nxml.gz_sentence_info.txt	213	90
PMC4302607.nxml.gz_sentence_info.txt	254	187
PMC4303849.nxml.gz_sentence_info.txt	318	239
PMC4304064.nxml.gz_sentence_info.txt	13	7
PMC4309881.nxml.gz_sentence_info.txt	215	101
PMC4311629.nxml.gz_sentence_info.txt	197	112
PMC4314242.nxml.gz_sentence_info.txt	246	105
PMC4314531.nxml.gz_sentence_info.txt	173	89
PMC4314535.nxml.gz_sentence_info.txt	193	105
PMC4316389.nxml.gz_sentence_info.txt	295	127
PMC4318168.nxml.gz_sentence_info.txt	403	304
PMC4319143.nxml.gz_sentence_info.txt	175	75
PMC4320792.nxml.gz_sentence_info.txt	83	44
PMC4325128.nxml.gz_sentence_info.txt	154	94
PMC4327187.nxml.gz_sentence_info.txt	196	98
PMC4329404.nxml.gz_sentence_info.txt	187	88
PMC4329745.nxml.gz_sentence_info.txt	101	47
PMC4330542.nxml.gz_sentence_info.txt	129	74
PMC4330948.nxml.gz_sentence_info.txt	202	103
PMC4334594.nxml.gz_sentence_info.txt	63	25
PMC4334623.nxml.gz_sentence_info.txt	182	137
PMC4340999.nxml.gz_sentence_info.txt	132	56
PMC4341080.nxml.gz_sentence_info.txt	179	65
PMC4342189.nxml.gz_sentence_info.txt	205	131
PMC4346113.nxml.gz_sentence_info.txt	176	145
PMC4349447.nxml.gz_sentence_info.txt	435	245
PMC4351952.nxml.gz_sentence_info.txt	271	114
PMC4352208.nxml.gz_sentence_info.txt	185	92
PMC4352710.nxml.gz_sentence_info.txt	28	19
PMC4354412.nxml.gz_sentence_info.txt	278	126
PMC4358872.nxml.gz_sentence_info.txt	152	120
PMC4358904.nxml.gz_sentence_info.txt	133	66
PMC4360220.nxml.gz_sentence_info.txt	190	111
PMC4363193.nxml.gz_sentence_info.txt	344	122
PMC4368185.nxml.gz_sentence_info.txt	162	79
PMC4368660.nxml.gz_sentence_info.txt	138	95
PMC4372177.nxml.gz_sentence_info.txt	303	161
PMC4377862.nxml.gz_sentence_info.txt	190	86
PMC4377870.nxml.gz_sentence_info.txt	258	207
PMC4377879.nxml.gz_sentence_info.txt	295	259
PMC4377888.nxml.gz_sentence_info.txt	319	213
PMC4377896.nxml.gz_sentence_info.txt	159	96
PMC4379001.nxml.gz_sentence_info.txt	171	67
PMC4379362.nxml.gz_sentence_info.txt	209	155
PMC4380381.nxml.gz_sentence_info.txt	140	97
PMC4380518.nxml.gz_sentence_info.txt	71	42
PMC4383120.nxml.gz_sentence_info.txt	114	54
PMC4383226.nxml.gz_sentence_info.txt	229	112
PMC4383437.nxml.gz_sentence_info.txt	177	85
PMC4383546.nxml.gz_sentence_info.txt	214	93
PMC4383575.nxml.gz_sentence_info.txt	258	126
PMC4385595.nxml.gz_sentence_info.txt	228	125
PMC4386645.nxml.gz_sentence_info.txt	235	189
PMC4388824.nxml.gz_sentence_info.txt	254	119
PMC4388909.nxml.gz_sentence_info.txt	194	119
PMC4390148.nxml.gz_sentence_info.txt	225	104
PMC4390789.nxml.gz_sentence_info.txt	149	93
PMC4392531.nxml.gz_sentence_info.txt	147	98
PMC4392553.nxml.gz_sentence_info.txt	602	438
PMC4393585.nxml.gz_sentence_info.txt	184	72
PMC4396835.nxml.gz_sentence_info.txt	173	103
PMC4396888.nxml.gz_sentence_info.txt	161	71
PMC4397922.nxml.gz_sentence_info.txt	151	97
PMC4402995.nxml.gz_sentence_info.txt	101	49
PMC4404046.nxml.gz_sentence_info.txt	236	156
PMC4404161.nxml.gz_sentence_info.txt	80	55
PMC4404267.nxml.gz_sentence_info.txt	140	76
PMC4404558.nxml.gz_sentence_info.txt	156	71
PMC4405493.nxml.gz_sentence_info.txt	180	95
PMC4405511.nxml.gz_sentence_info.txt	130	74
PMC4407308.nxml.gz_sentence_info.txt	212	142
PMC4407379.nxml.gz_sentence_info.txt	250	83
PMC4408096.nxml.gz_sentence_info.txt	160	78
PMC4409764.nxml.gz_sentence_info.txt	298	184
PMC4410178.nxml.gz_sentence_info.txt	163	77
PMC4410595.nxml.gz_sentence_info.txt	223	87
PMC4411147.nxml.gz_sentence_info.txt	199	93
PMC4413804.nxml.gz_sentence_info.txt	45	23
PMC4414468.nxml.gz_sentence_info.txt	148	97
PMC4416008.nxml.gz_sentence_info.txt	149	66
PMC4417529.nxml.gz_sentence_info.txt	299	194
PMC4417995.nxml.gz_sentence_info.txt	190	115
PMC4418750.nxml.gz_sentence_info.txt	305	117
PMC4419394.nxml.gz_sentence_info.txt	156	82
PMC4421033.nxml.gz_sentence_info.txt	141	81
PMC4425150.nxml.gz_sentence_info.txt	169	106
PMC4425955.nxml.gz_sentence_info.txt	221	100
PMC4426547.nxml.gz_sentence_info.txt	164	67
PMC4427001.nxml.gz_sentence_info.txt	155	96
PMC4428817.nxml.gz_sentence_info.txt	18	9
PMC4429565.nxml.gz_sentence_info.txt	137	101
PMC4429968.nxml.gz_sentence_info.txt	150	97
PMC4430416.nxml.gz_sentence_info.txt	250	103
PMC4438573.nxml.gz_sentence_info.txt	204	70
PMC4438628.nxml.gz_sentence_info.txt	244	223
PMC4438660.nxml.gz_sentence_info.txt	145	73
PMC4441812.nxml.gz_sentence_info.txt	199	121
PMC4441930.nxml.gz_sentence_info.txt	114	85
PMC4446740.nxml.gz_sentence_info.txt	183	101
PMC4446764.nxml.gz_sentence_info.txt	281	183
PMC4448820.nxml.gz_sentence_info.txt	1698	1245
PMC4452099.nxml.gz_sentence_info.txt	117	63
PMC4452737.nxml.gz_sentence_info.txt	111	70
PMC4453242.nxml.gz_sentence_info.txt	326	119
PMC4453486.nxml.gz_sentence_info.txt	133	66
PMC4459664.nxml.gz_sentence_info.txt	216	125
PMC4462496.nxml.gz_sentence_info.txt	115	71
PMC4463023.nxml.gz_sentence_info.txt	276	131
PMC4463828.nxml.gz_sentence_info.txt	177	100
PMC4464022.nxml.gz_sentence_info.txt	162	90
PMC4464033.nxml.gz_sentence_info.txt	158	97
PMC4464209.nxml.gz_sentence_info.txt	174	100
PMC4466139.nxml.gz_sentence_info.txt	128	69
PMC4466845.nxml.gz_sentence_info.txt	40	31
PMC4466850.nxml.gz_sentence_info.txt	249	164
PMC4473145.nxml.gz_sentence_info.txt	242	92
PMC4476607.nxml.gz_sentence_info.txt	227	157
PMC4476863.nxml.gz_sentence_info.txt	227	120
PMC4477503.nxml.gz_sentence_info.txt	293	151
PMC4482631.nxml.gz_sentence_info.txt	181	110
PMC4483650.nxml.gz_sentence_info.txt	274	96
PMC4488056.nxml.gz_sentence_info.txt	94	67
PMC4488777.nxml.gz_sentence_info.txt	193	139
PMC4490503.nxml.gz_sentence_info.txt	385	299
PMC4492644.nxml.gz_sentence_info.txt	98	88
PMC4494359.nxml.gz_sentence_info.txt	295	219
PMC4499266.nxml.gz_sentence_info.txt	194	119
PMC4499946.nxml.gz_sentence_info.txt	301	124
PMC4500436.nxml.gz_sentence_info.txt	25	11
PMC4500842.nxml.gz_sentence_info.txt	169	69
PMC4504131.nxml.gz_sentence_info.txt	229	135
PMC4507980.nxml.gz_sentence_info.txt	238	138
PMC4509429.nxml.gz_sentence_info.txt	258	185
PMC4511432.nxml.gz_sentence_info.txt	116	58
PMC4512131.nxml.gz_sentence_info.txt	194	147
PMC4514967.nxml.gz_sentence_info.txt	213	182
PMC4516109.nxml.gz_sentence_info.txt	76	64
PMC4516377.nxml.gz_sentence_info.txt	91	67
PMC4516488.nxml.gz_sentence_info.txt	210	92
PMC4517992.nxml.gz_sentence_info.txt	137	69
PMC4518609.nxml.gz_sentence_info.txt	256	177
PMC4526903.nxml.gz_sentence_info.txt	263	125
PMC4528901.nxml.gz_sentence_info.txt	127	56
PMC4530571.nxml.gz_sentence_info.txt	70	61
PMC4532364.nxml.gz_sentence_info.txt	144	61
PMC4534102.nxml.gz_sentence_info.txt	213	147
PMC4536216.nxml.gz_sentence_info.txt	252	129
PMC4538752.nxml.gz_sentence_info.txt	109	41
PMC4539485.nxml.gz_sentence_info.txt	203	160
PMC4539876.nxml.gz_sentence_info.txt	431	328
PMC4539881.nxml.gz_sentence_info.txt	328	253
PMC4544354.nxml.gz_sentence_info.txt	95	63
PMC4544362.nxml.gz_sentence_info.txt	97	49
PMC4545890.nxml.gz_sentence_info.txt	100	66
PMC4547703.nxml.gz_sentence_info.txt	128	66
PMC4548904.nxml.gz_sentence_info.txt	155	111
PMC4549107.nxml.gz_sentence_info.txt	228	149
PMC4553961.nxml.gz_sentence_info.txt	103	57
PMC4555116.nxml.gz_sentence_info.txt	157	76
PMC4558714.nxml.gz_sentence_info.txt	168	101
PMC4558831.nxml.gz_sentence_info.txt	140	98
PMC4564405.nxml.gz_sentence_info.txt	149	69
PMC4569192.nxml.gz_sentence_info.txt	135	63
PMC4569533.nxml.gz_sentence_info.txt	202	80
PMC4571073.nxml.gz_sentence_info.txt	113	52
PMC4574972.nxml.gz_sentence_info.txt	202	90
PMC4581239.nxml.gz_sentence_info.txt	228	181
PMC4586448.nxml.gz_sentence_info.txt	63	48
PMC4586449.nxml.gz_sentence_info.txt	423	226
PMC4586450.nxml.gz_sentence_info.txt	599	378
PMC4586451.nxml.gz_sentence_info.txt	342	211
PMC4586532.nxml.gz_sentence_info.txt	134	49
PMC4588865.nxml.gz_sentence_info.txt	233	138
PMC4588866.nxml.gz_sentence_info.txt	200	89
PMC4589822.nxml.gz_sentence_info.txt	101	63
PMC4591141.nxml.gz_sentence_info.txt	249	134
PMC4591978.nxml.gz_sentence_info.txt	203	99
PMC4592566.nxml.gz_sentence_info.txt	374	197
PMC4595656.nxml.gz_sentence_info.txt	144	130
PMC4598849.nxml.gz_sentence_info.txt	118	68
PMC4600246.nxml.gz_sentence_info.txt	80	72
PMC4603863.nxml.gz_sentence_info.txt	72	35
PMC4605923.nxml.gz_sentence_info.txt	23	21
PMC4609156.nxml.gz_sentence_info.txt	229	152
PMC4613350.nxml.gz_sentence_info.txt	188	80
PMC4617437.nxml.gz_sentence_info.txt	110	57
PMC4618150.nxml.gz_sentence_info.txt	188	146
PMC4619070.nxml.gz_sentence_info.txt	143	75
PMC4620849.nxml.gz_sentence_info.txt	62	54
PMC4624803.nxml.gz_sentence_info.txt	118	51
PMC4625530.nxml.gz_sentence_info.txt	198	90
PMC4627942.nxml.gz_sentence_info.txt	239	200
PMC4630792.nxml.gz_sentence_info.txt	182	89
PMC4632418.nxml.gz_sentence_info.txt	137	79
PMC4632423.nxml.gz_sentence_info.txt	150	83
PMC4636015.nxml.gz_sentence_info.txt	201	101
PMC4641416.nxml.gz_sentence_info.txt	144	85
PMC4642531.nxml.gz_sentence_info.txt	209	118
PMC4644058.nxml.gz_sentence_info.txt	43	19
PMC4645901.nxml.gz_sentence_info.txt	94	52
PMC4653409.nxml.gz_sentence_info.txt	28	8
PMC4653418.nxml.gz_sentence_info.txt	19	5
PMC4656835.nxml.gz_sentence_info.txt	62	55
PMC4661480.nxml.gz_sentence_info.txt	68	32
PMC4661500.nxml.gz_sentence_info.txt	683	404
PMC4661586.nxml.gz_sentence_info.txt	377	269
PMC4663580.nxml.gz_sentence_info.txt	304	132
PMC4663588.nxml.gz_sentence_info.txt	549	388
PMC4663595.nxml.gz_sentence_info.txt	199	141
PMC4666222.nxml.gz_sentence_info.txt	149	60
PMC4667490.nxml.gz_sentence_info.txt	156	86
PMC4668747.nxml.gz_sentence_info.txt	215	88
PMC4670104.nxml.gz_sentence_info.txt	222	122
PMC4672086.nxml.gz_sentence_info.txt	278	147
PMC4673623.nxml.gz_sentence_info.txt	133	54
PMC4675066.nxml.gz_sentence_info.txt	127	49
PMC4676908.nxml.gz_sentence_info.txt	671	351
PMC4680925.nxml.gz_sentence_info.txt	294	145
PMC4682386.nxml.gz_sentence_info.txt	210	110
PMC4682815.nxml.gz_sentence_info.txt	214	130
PMC4682819.nxml.gz_sentence_info.txt	157	104
PMC4683322.nxml.gz_sentence_info.txt	40	6
PMC4683742.nxml.gz_sentence_info.txt	273	214
PMC4684854.nxml.gz_sentence_info.txt	143	124
PMC4685088.nxml.gz_sentence_info.txt	185	117
PMC4688224.nxml.gz_sentence_info.txt	100	49
