	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S13-PMC3702245	PMC3702245	6/2013	S13-PMC3702245	['HOWEVER, sustained Vitamin D deficiency results in rickets in children and osteomalacia in Adults.28the COMMONLY evaluated BIOMARKERS of Vitamin D nutrition include Serum 25(Oh)D concentrations, the inverse RELATIONSHIP between 25(Oh)D and Parathyroid hormone, Intestinal calcium absorption, and assessment of Skeletal integrity.29WHILE there is an inverse RELATIONSHIP between Serum Parathyroid hormone and 25(Oh)D in nonpregnant states, this RELATIONSHIP HAS BEEN SHOWN in RECENT STUDIES to be weak during Pregnancy,6,18,30,31INDICATING that Serum Parathyroid hormone MAY BE a LESS RELIABLE BIOMARKER of maternal Vitamin D status during Pregnancy than Serum 25(Oh)d.32the maternal 25(Oh)D level does not vary significantly during Pregnancy unless there is a change in Vitamin D intake or Endogenous Synthesis.2,33,34HOWEVER, Serum 1,25(Oh)2D levels increase by 100%–200% starting in the first trimester in both the mother and the fetus.35–37the increase in maternal 1,25(Oh)2D, which originates mostly from the Kidneys, accounts for increased Intestinal calcium absorption during Pregnancy.38,39the increase in fetal 1,25(Oh)2D level SEEMS to BE RELATED to synthesis in Placental and Fetal Tissues.39,40\nan IMPORTANT aspect of Vitamin D nutrition in Pregnancy is that the Vitamin D status of the infant at Birth and in early infancy DEPENDS ON the vitamin d status of the mother during Pregnancy.41vitamin D stores in the infant start with transplacental Transfer of 25(Oh)D in early Pregnancy from mother to fetus.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('PROBABLE_UNDERSTANDING', 104), ('SUPERFICIAL_RELATIONSHIP', 123), ('SUPERFICIAL_RELATIONSHIP', 207), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 329), ('SUPERFICIAL_RELATIONSHIP', 357), ('SUPERFICIAL_RELATIONSHIP', 444), ('INCOMPLETE_EVIDENCE', 457), ('INCOMPLETE_EVIDENCE', 475), ('INCOMPLETE_EVIDENCE', 526), ('INCOMPLETE_EVIDENCE', 570), ('INCOMPLETE_EVIDENCE', 579), ('IMPORTANT_CONSIDERATION', 584), ('SUPERFICIAL_RELATIONSHIP', 593), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 816), ('ANOMALY_CURIOUS_FINDING', 1136), ('ANOMALY_CURIOUS_FINDING', 1145), ('SUPERFICIAL_RELATIONSHIP', 1148), ('IMPORTANT_CONSIDERATION', 1209), ('SUPERFICIAL_RELATIONSHIP', 1335)]	20	[('CHEBI_27300', 'vitamin D', 19, 'vitamin D'), ('UBERON_0007023', 'adult organism', 91, 'adults'), ('CHEBI_27300', 'vitamin D', 137, 'vitamin D'), ('UBERON_0001977', 'blood serum', 165, 'serum'), ('CHEBI_30778', 'gallic acid', 171, '25(OH)'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 177, 'D'), ('CHEBI_71657', 'versiconol acetate', 228, '25(OH)D'), ('UBERON_0001132', 'parathyroid gland', 240, 'parathyroid'), ('UBERON_0000160', 'intestine', 261, 'intestinal'), ('UBERON_0004288', 'skeleton', 310, 'skeletal'), ('UBERON_0001977', 'blood serum', 378, 'serum'), ('UBERON_0001132', 'parathyroid gland', 384, 'parathyroid'), ('CHEBI_71657', 'versiconol acetate', 408, '25(OH)D'), ('PR_000012046', 'oxysterol-binding protein-related protein 11', 411, 'OH ... D'), ('GO_0007565', 'female pregnancy', 508, 'pregnancy'), ('UBERON_0001977', 'blood serum', 544, 'serum'), ('UBERON_0001132', 'parathyroid gland', 550, 'parathyroid'), ('CHEBI_27300', 'vitamin D', 615, 'vitamin D'), ('GO_0007565', 'female pregnancy', 639, 'pregnancy'), ('UBERON_0001977', 'blood serum', 654, 'serum'), ('CHEBI_30778', 'gallic acid', 660, '25(OH)'), ('CHEBI_71657', 'versiconol acetate', 683, '25(OH)D'), ('GO_0007565', 'female pregnancy', 732, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 770, 'vitamin D'), ('GO_0042400', 'ectoine catabolic process', 790, 'endogenous synthesis'), ('UBERON_0001977', 'blood serum', 827, 'serum'), ('CHEBI_37958', 'dye', 833, '1,'), ('CHEBI_66212', '5,7,3*,4*-tetrahydroxy-2*-(3,3-dimethylallyl)isoflavone', 835, '25(OH)2D'), ('CHEBI_37958', 'dye', 968, '1,'), ('CHEBI_66212', '5,7,3*,4*-tetrahydroxy-2*-(3,3-dimethylallyl)isoflavone', 970, '25(OH)2D'), ('UBERON_0002113', 'kidney', 1013, 'kidneys'), ('UBERON_0000160', 'intestine', 1045, 'intestinal'), ('GO_0007565', 'female pregnancy', 1082, 'pregnancy'), ('CHEBI_37958', 'dye', 1119, '1,'), ('CHEBI_66212', '5,7,3*,4*-tetrahydroxy-2*-(3,3-dimethylallyl)isoflavone', 1121, '25(OH)2D'), ('UBERON_0001987', 'placenta', 1172, 'placental'), ('UBERON_0005291', 'embryonic tissue', 1186, 'fetal tissues'), ('CHEBI_27300', 'vitamin D', 1229, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1252, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1274, 'vitamin D'), ('GO_0007567', 'parturition', 1308, 'birth'), ('GO_0007565', 'female pregnancy', 1388, 'pregnancy'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 1408, 'D'), ('GO_0006412', 'translation', 1457, 'transfer'), ('CHEBI_71657', 'versiconol acetate', 1469, '25(OH)D'), ('GO_0007565', 'female pregnancy', 1486, 'pregnancy')]	0	['however, sustained  results rickets children osteomalacia .28the  nutrition serum 25(oh)d concentrations, 25(oh)d parathyroid hormone, intestinal calcium absorption, skeletal integrity.29while serum parathyroid hormone 25(oh)d nonpregnant states, pregnancy,6,18,30,31indicating serum parathyroid hormone maternal  status pregnancy serum 25(oh)d.32the maternal 25(oh)d pregnancy  intake endogenous synthesis.2,33,34however, serum 1,25(oh)2d levels increase 100%–200% trimester mother fetus.35–37the increase maternal 1,25(oh)2d, originates kidneys, intestinal calcium absorption pregnancy.38,39the increase fetal 1,25(oh)2d synthesis placental fetal tissues.39,40\nan aspect  nutrition pregnancy  status infant birth infancy vitamin status mother pregnancy.41vitamin stores infant transplacental transfer 25(oh)d pregnancy mother fetus.']
S16-PMC3702245	PMC3702245	6/2013	S16-PMC3702245	['high prevalence of low Vitamin D intake in Pregnancy\nthe Vitamin D status in Adults, including Pregnant women, is based currently on measurement of Serum 25(Oh)D concentrations, BUT WHAT constitutes the “normal” OR “optimal” level is CONTROVERSIAL.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 178), ('EXPLICIT_QUESTION', 182), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 212), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 234)]	4	[('CHEBI_27300', 'vitamin D', 23, 'vitamin D'), ('GO_0007565', 'female pregnancy', 43, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 57, 'vitamin D'), ('UBERON_0007023', 'adult organism', 77, 'adults'), ('GO_0007565', 'female pregnancy', 95, 'pregnant'), ('UBERON_0001977', 'blood serum', 148, 'serum'), ('CHEBI_63056', 'zinc cation', 154, '25(OH'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 160, 'D')]	0	['high  intake pregnancy\nthe  status pregnant women, serum 25(oh)d concentrations, “normal” “optimal” controversial.']
S17-PMC3702245	PMC3702245	6/2013	S17-PMC3702245	['the institute of medicine in the us in its RECENT report RECOMMENDS that a Serum 25(Oh)D concentration of 50 nmol/l (20 ng/ml) is adequate for calcium absorption and bone health in Adults, including Pregnant women, in the us and canada.7HOWEVER, new clinical guidelines from the endocrine society RECOMMEND maintaining a Serum 25(Oh)D concentration >75 nmol/l (30 ng/ml) in order to maximize calcium absorption and bone health, and for POTENTIAL Extraskeletal benefits noted in observational studies.8many RECENT STUDIES13,15–17,48–57that evaluated Vitamin D nutrition during Pregnancy in different geographic locations REPORTED wide VARIATION in Vitamin D status depending on latitude, season, sunlight exposure behavior, and Vitamin D intake (table 1).']	[('INCOMPLETE_EVIDENCE', 43), ('FUTURE_WORK', 57), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 236), ('FUTURE_WORK', 297), ('INCOMPLETE_EVIDENCE', 436), ('INCOMPLETE_EVIDENCE', 506), ('INCOMPLETE_EVIDENCE', 620), ('DIFFICULT_TASK', 634)]	8	[('UBERON_0001977', 'blood serum', 75, 'serum'), ('CHEBI_71657', 'versiconol acetate', 81, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 81, '25(OH)D'), ('UBERON_0007023', 'adult organism', 181, 'adults'), ('GO_0007565', 'female pregnancy', 199, 'pregnant'), ('UBERON_0001977', 'blood serum', 321, 'serum'), ('CHEBI_71657', 'versiconol acetate', 327, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 327, '25(OH)D'), ('UBERON_0001431', 'distal carpal bone 2', 446, 'extraskeletal'), ('CHEBI_27300', 'vitamin D', 549, 'vitamin D'), ('GO_0007565', 'female pregnancy', 576, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 647, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 727, 'vitamin D')]	0	['institute medicine us serum 25(oh)d concentration 50 nmol/l (20 ng/ml) calcium absorption bone pregnant women, us canada.7however, endocrine society maintaining serum 25(oh)d concentration >75 nmol/l (30 ng/ml) maximize calcium absorption bone health, extraskeletal studies.8many studies13,15–17,48–57that  nutrition pregnancy geographic locations  status latitude, season, sunlight exposure behavior,  intake (table 1).']
S21-PMC3702245	PMC3702245	6/2013	S21-PMC3702245	['a Serum 25(Oh)D concentration <25 nmol/l (10 ng/ml), which is ASSOCIATED with INCREASED RISK of osteomalacia in Adults,7is common during Pregnancy, AS INDICATED by RECENT REPORTS from many parts of the world.1for example, Serum 25(Oh)D < 25 nmol/l during Pregnancy HAS BEEN REPORTED in 17%–18% of the caucasian population in the uk,48,4961% of a mixed population in new zealand,5432%–42% in the indian population,15,4559%–84% of a nonwestern population in the netherlands,1441% of the kuwaiti population,1680% of the iranian population,17and 75% of the arab population in the united arab emirates.1HOWEVER, there are LIMITED STUDIES on the ASSOCIATION between such low levels of Vitamin D status and Skeletal integrity in Pregnant women.']	[('SUPERFICIAL_RELATIONSHIP', 62), ('IMPORTANT_CONSIDERATION', 78), ('PROBABLE_UNDERSTANDING', 148), ('INCOMPLETE_EVIDENCE', 151), ('INCOMPLETE_EVIDENCE', 164), ('INCOMPLETE_EVIDENCE', 171), ('INCOMPLETE_EVIDENCE', 265), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 597), ('INCOMPLETE_EVIDENCE', 617), ('SUPERFICIAL_RELATIONSHIP', 640)]	10	[('UBERON_0001977', 'blood serum', 2, 'serum'), ('CHEBI_71657', 'versiconol acetate', 8, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 8, '25(OH)D'), ('UBERON_0007023', 'adult organism', 112, 'adults'), ('GO_0007565', 'female pregnancy', 137, 'pregnancy'), ('UBERON_0001977', 'blood serum', 222, 'serum'), ('CHEBI_71657', 'versiconol acetate', 228, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 228, '25(OH)D'), ('GO_0007565', 'female pregnancy', 255, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 679, 'vitamin D'), ('UBERON_0004288', 'skeleton', 700, 'skeletal'), ('GO_0007565', 'female pregnancy', 722, 'pregnant')]	0	['serum 25(oh)d concentration <25 nmol/l (10 ng/ml), osteomalacia ,7is pregnancy, parts world.1for example, serum 25(oh)d 25 nmol/l pregnancy 17%–18% caucasian population uk,48,4961% population zealand,5432%–42% indian population,15,4559%–84% nonwestern population netherlands,1441% kuwaiti population,1680% iranian population,17and 75% arab population united arab emirates.1however, levels  status skeletal integrity pregnant women.']
S72-PMC3702245	PMC3702245	6/2013	S72-PMC3702245	['the institute of MEDICINE7CONSIDERS a Serum 25(Oh)D concentration >50 nmol/l AS acceptable, WHILE the Endocrine society and Vitamin D EXPERTS RECOMMEND >75 nmol/l.8,99a RECENT STUDY among traditional populations in tanzania with type vi (dark) skin color living in a sun-abundant environment RECOMMENDED a mean Serum 25(Oh)D concentration of 115 nmol/l in nonpregnant Adults and 139 nmol/l in Pregnant women.57the question then is: WHAT Serum concentration of 25(Oh)D is “normal” in Adults, including during Pregnancy?']	[('INCOMPLETE_EVIDENCE', 17), ('PROBABLE_UNDERSTANDING', 77), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 92), ('PROBABLE_UNDERSTANDING', 134), ('FUTURE_WORK', 142), ('INCOMPLETE_EVIDENCE', 169), ('FUTURE_WORK', 292), ('EXPLICIT_QUESTION', 432), ('EXPLICIT_QUESTION', 517)]	9	[('UBERON_0001977', 'blood serum', 38, 'serum'), ('CHEBI_71657', 'versiconol acetate', 44, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 44, '25(OH)D'), ('UBERON_0005063', 'left ventricular compact myocardium', 102, 'Endocrine'), ('CHEBI_27300', 'vitamin D', 124, 'vitamin D'), ('UBERON_0001977', 'blood serum', 311, 'serum'), ('CHEBI_71657', 'versiconol acetate', 317, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 317, '25(OH)D'), ('UBERON_0007023', 'adult organism', 368, 'adults'), ('GO_0007565', 'female pregnancy', 393, 'pregnant'), ('UBERON_0001977', 'blood serum', 437, 'serum'), ('CHEBI_71657', 'versiconol acetate', 460, '25(OH)D'), ('UBERON_0007023', 'adult organism', 483, 'adults'), ('GO_0007565', 'female pregnancy', 508, 'pregnancy')]	0	['institute serum 25(oh)d concentration >50 nmol/l acceptable, endocrine society  >75 nmol/l.8,99a among populations tanzania type vi (dark) skin color living sun-abundant environment serum 25(oh)d concentration 115 nmol/l nonpregnant  139 nmol/l pregnant women.57the is: serum concentration 25(oh)d “normal” pregnancy?']
S74-PMC3702245	PMC3702245	6/2013	S74-PMC3702245	['in studies of Adults and nonpregnant women, a Vitamin D intake of up to 10,000 iu/day is ASSOCIATED with achievement of a Serum 25(Oh)D concentration ≥80 nmol/l without Vitamin D toxicity.103,104from a review of PREVIOUS STUDIES, an additional daily intake of 100 iu of Vitamin D increases the Serum 25(Oh)D concentration by 1–2 nmol/l.7,105THEREFORE, knowing the population baseline Serum 25(Oh)D concentration, IT IS POSSIBLE to ESTIMATE the Vitamin D intake REQUIRED to replete body stores and achieve an expected target Serum 25(Oh)d concentration.']	[('SUPERFICIAL_RELATIONSHIP', 89), ('INCOMPLETE_EVIDENCE', 212), ('PROBABLE_UNDERSTANDING', 338), ('INCOMPLETE_EVIDENCE', 413), ('INCOMPLETE_EVIDENCE', 431), ('IMPORTANT_CONSIDERATION', 461)]	6	[('UBERON_0007023', 'adult organism', 14, 'adults'), ('CHEBI_27300', 'vitamin D', 46, 'vitamin D'), ('UBERON_0001977', 'blood serum', 122, 'serum'), ('CHEBI_72805', '2-alkyl-sn-glycero-3-phosphocholine', 131, 'OH)D'), ('CHEBI_27300', 'vitamin D', 169, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 270, 'vitamin D'), ('UBERON_0001977', 'blood serum', 294, 'serum'), ('CHEBI_71657', 'versiconol acetate', 300, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 300, '25(OH)D'), ('UBERON_0001977', 'blood serum', 384, 'serum'), ('CHEBI_33010', 'chromide(1-)', 392, '(OH)D'), ('CHEBI_27300', 'vitamin D', 444, 'vitamin D'), ('UBERON_0001977', 'blood serum', 524, 'serum'), ('CHEBI_30778', 'gallic acid', 530, '25(OH)')]	0	[' nonpregnant women,  intake 10,000 iu/day achievement serum 25(oh)d concentration ≥80 nmol/l  toxicity.103,104from studies, daily intake 100 iu  serum 25(oh)d concentration 1–2 nmol/l.7,105therefore, population baseline serum 25(oh)d concentration,  intake replete stores achieve serum 25(oh)d concentration.']
S24-PMC3704911	PMC3704911	7/2013	S24-PMC3704911	['additionally, Prenatal DEFICIENCIES in Vitamins D and E HAVE BEEN ASSOCIATED with increased incidences of Respiratory difficulties, including wheezing and asthma, in the offspring [7], and maternal Vitamin D deficiencies HAVE BEEN RELATED to observed hyper-Locomotion in the Adult Rat [8].']	[('IMPORTANT_CONSIDERATION', 23), ('INCOMPLETE_EVIDENCE', 56), ('SUPERFICIAL_RELATIONSHIP', 66), ('INCOMPLETE_EVIDENCE', 221), ('SUPERFICIAL_RELATIONSHIP', 231)]	5	[('GO_0007565', 'female pregnancy', 14, 'prenatal'), ('CHEBI_27300', 'vitamin D', 39, 'vitamins D'), ('PR_000006444', 'diacylglycerol kinase delta', 48, 'D'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 54, 'E'), ('UBERON_0001004', 'respiratory system', 106, 'respiratory'), ('CHEBI_27300', 'vitamin D', 198, 'vitamin D'), ('GO_0040011', 'locomotion', 257, 'locomotion'), ('UBERON_0007023', 'adult organism', 275, 'adult'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 281, 'rat')]	0	['additionally, prenatal  e incidences respiratory difficulties, wheezing asthma, offspring [7], maternal  hyper-locomotion  rat [8].']
S40-PMC3713405	PMC3713405	7/2013	S40-PMC3713405	['• schizophrenia\nNeurodevelopmental disorder ASSOCIATED with altered Dopamine function both prior to and during disease onset\n• developmental Vitamin D (Dvd) deficiency\nASSOCIATED with INCREASED susceptibility to schizophrenia\n• Dvd Rat MODEL\nDvd-deficiency in the Rat LEADS to a pattern of altered developmental and Adult Dopaminergic function\n• Vitamin D and Dopamine\nearly Vitamin D signaling is intrinsically LINKED with the developing Dopamine system\n• Animal MODELS of schizophrenia\nmultiple Animal MODELS of schizophrenia SHOW alterations in Dopamine Development prior to post-adolescent alterations in behavior\n• Dopamine and schizophrenia\nALTHOUGH FOCUS REMAINS TIED to Dopamine as a common endpoint in schizophrenia, understanding common Dopaminergic origins MAY BE\n\nthe epidemiology of vitamin d and schizophrenia\nnumerous pieces of epidemiological EVIDENCE IMPLICATE low levels of maternal Vitamin D AS a POTENTIAL risk factor for schizophrenia.']	[('SUPERFICIAL_RELATIONSHIP', 44), ('SUPERFICIAL_RELATIONSHIP', 168), ('IMPORTANT_CONSIDERATION', 184), ('INCOMPLETE_EVIDENCE', 236), ('SUPERFICIAL_RELATIONSHIP', 268), ('SUPERFICIAL_RELATIONSHIP', 412), ('INCOMPLETE_EVIDENCE', 464), ('INCOMPLETE_EVIDENCE', 504), ('INCOMPLETE_EVIDENCE', 528), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 647), ('ANOMALY_CURIOUS_FINDING', 647), ('IMPORTANT_CONSIDERATION', 656), ('INCOMPLETE_EVIDENCE', 662), ('SUPERFICIAL_RELATIONSHIP', 670), ('INCOMPLETE_EVIDENCE', 768), ('INCOMPLETE_EVIDENCE', 859), ('SUPERFICIAL_RELATIONSHIP', 868), ('PROBABLE_UNDERSTANDING', 911), ('INCOMPLETE_EVIDENCE', 916)]	19	[('GO_0007285', 'primary spermatocyte growth', 16, 'Neurodevelopmental'), ('CHEBI_18243', 'dopamine', 68, 'dopamine'), ('CHEBI_27300', 'vitamin D', 141, 'vitamin D'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 152, 'DVD'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 228, 'DVD'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 232, 'rat'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 242, 'DVD'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 264, 'rat'), ('UBERON_0007023', 'adult organism', 316, 'adult'), ('CHEBI_18243', 'dopamine', 322, 'dopaminergic'), ('CHEBI_28384', 'vitamin K', 346, 'Vitamin D'), ('CHEBI_18243', 'dopamine', 360, 'dopamine'), ('CHEBI_27300', 'vitamin D', 375, 'vitamin D'), ('CHEBI_18243', 'dopamine', 439, 'dopamine'), ('NCBITaxon_33208', 'Metazoa', 457, 'Animal'), ('NCBITaxon_33208', 'Metazoa', 497, 'animal'), ('CHEBI_18243', 'dopamine', 548, 'dopamine'), ('GO_0048597', 'post-embryonic camera-type eye morphogenesis', 548, 'dopamine development'), ('CHEBI_18243', 'dopamine', 620, 'Dopamine'), ('CHEBI_18243', 'dopamine', 678, 'dopamine'), ('CHEBI_18243', 'dopamine', 747, 'dopaminergic'), ('CHEBI_27300', 'vitamin D', 901, 'vitamin D')]	0	['• schizophrenia\nneurodevelopmental disorder altered dopamine disease onset\n• developmental  (dvd) deficiency\nassociated schizophrenia\n• dvd rat model\ndvd-deficiency rat altered developmental  dopaminergic function\n• vitamin dopamine\nearly  signaling intrinsically dopamine system\n• animal schizophrenia\nmultiple animal schizophrenia alterations dopamine post-adolescent alterations behavior\n• dopamine schizophrenia\nalthough dopamine endpoint schizophrenia, dopaminergic origins be\n\nthe epidemiology vitamin schizophrenia\nnumerous pieces epidemiological levels maternal  schizophrenia.']
S51-PMC3713405	PMC3713405	7/2013	S51-PMC3713405	['to establish the biological PLAUSIBILITY of WHETHER Dvd deficiency COULD BE RELATED to schizophrenia, our group ESTABLISHED a Dvd-deficient Rat MODEL which HAS SHOWN that low Prenatal Vitamin D adversely AFFECTS Brain Development and Adult behavior, ESPECIALLY da development and da-RELATED behaviors.']	[('INCOMPLETE_EVIDENCE', 28), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 44), ('INCOMPLETE_EVIDENCE', 67), ('SUPERFICIAL_RELATIONSHIP', 76), ('INCOMPLETE_EVIDENCE', 112), ('INCOMPLETE_EVIDENCE', 144), ('INCOMPLETE_EVIDENCE', 156), ('SUPERFICIAL_RELATIONSHIP', 204), ('IMPORTANT_CONSIDERATION', 250), ('SUPERFICIAL_RELATIONSHIP', 283)]	10	[('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 52, 'DVD'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 126, 'DVD'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 140, 'rat'), ('GO_0007565', 'female pregnancy', 175, 'prenatal'), ('CHEBI_27300', 'vitamin D', 184, 'vitamin D'), ('GO_0007420', 'brain development', 212, 'brain development'), ('UBERON_0000955', 'brain', 212, 'brain'), ('UBERON_0007023', 'adult organism', 234, 'adult')]	0	['biological dvd schizophrenia, dvd-deficient rat prenatal  adversely brain  behavior, da da-related behaviors.']
S133-PMC3713405	PMC3713405	7/2013	S133-PMC3713405	['the mechanism for HOW the developmental absence of Vitamin D MAY INFLUENCE Da Signaling in the Adult REMAINS UNKNOWN.']	[('EXPLICIT_QUESTION', 18), ('INCOMPLETE_EVIDENCE', 61), ('SUPERFICIAL_RELATIONSHIP', 65), ('FULL_UNKNOWN', 101)]	4	[('CHEBI_27300', 'vitamin D', 51, 'vitamin D'), ('GO_0038162', 'erythropoietin-mediated signaling pathway', 75, 'DA signaling'), ('UBERON_0007023', 'adult organism', 95, 'adult')]	0	['developmental absence  da signaling  unknown.']
S1-PMC3739737	PMC3739737	8/2013	S1-PMC3739737	['the AIM of THIS STUDY was TO INVESTIGATE the EFFECTS of Adult Vitamin D (avd) deficiency on behavioural tasks of relevance to neuropsychiatric disorders in male sprague-dawley Rats.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 4), ('QUESTION_ANSWERED_BY_THIS_WORK', 11), ('QUESTION_ANSWERED_BY_THIS_WORK', 26), ('SUPERFICIAL_RELATIONSHIP', 45)]	4	[('UBERON_0007023', 'adult organism', 56, 'adult'), ('CHEBI_27300', 'vitamin D', 62, 'vitamin D'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 176, 'rats')]	0	['  (avd) behavioural tasks neuropsychiatric disorders male sprague-dawley rats.']
S14-PMC3739737	PMC3739737	8/2013	S14-PMC3739737	['introduction\nVitamin D deficiency is PREVALENT in the Adult population[1]and there is a GROWING body of EVIDENCE SHOWING that Vitamin D has an IMPACT on Brain function[2],[3].']	[('IMPORTANT_CONSIDERATION', 37), ('INCOMPLETE_EVIDENCE', 88), ('INCOMPLETE_EVIDENCE', 113), ('SUPERFICIAL_RELATIONSHIP', 143)]	4	[('CHEBI_28384', 'vitamin K', 13, 'Vitamin D'), ('UBERON_0007023', 'adult organism', 54, 'adult'), ('CHEBI_27300', 'vitamin D', 126, 'vitamin D'), ('UBERON_0000955', 'brain', 153, 'brain')]	0	['introduction\nvitamin  population[1]and  brain function[2],[3].']
S20-PMC3739737	PMC3739737	8/2013	S20-PMC3739737	['WHILE there is now a considerable body of research examining the IMPACT of developmental Vitamin D (dvd) deficiency on Brain outcomes, there is relatively LITTLE KNOWN about the IMPACT of Adult Vitamin D (avd) deficiency on Rodent behaviour.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('SUPERFICIAL_RELATIONSHIP', 65), ('FULL_UNKNOWN', 155), ('SUPERFICIAL_RELATIONSHIP', 178)]	4	[('CHEBI_27300', 'vitamin D', 89, 'vitamin D'), ('UBERON_0000955', 'brain', 119, 'brain'), ('UBERON_0007023', 'adult organism', 188, 'adult'), ('CHEBI_27300', 'vitamin D', 194, 'vitamin D'), ('NCBITaxon_33208', 'Metazoa', 224, 'rodent')]	0	['developmental  (dvd) brain outcomes,   (avd) rodent behaviour.']
S111-PMC3739737	PMC3739737	8/2013	S111-PMC3739737	['discussion\noverall, our results clearly DEMONSTRATE that Adult Vitamin D (avd) deficiency in male sprague-dawley Rats was not associated with a gross neurochemical or behavioural phenotype.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 40)]	1	[('UBERON_0007023', 'adult organism', 57, 'adult'), ('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 113, 'rats')]	0	['discussion\noverall, results   (avd) male sprague-dawley rats neurochemical behavioural phenotype.']
S161-PMC3739737	PMC3739737	8/2013	S161-PMC3739737	['WHILE low Vitamin D in the Adult Rodent is characterised by several behavioural and neurochemical changes in the balb/c Mouse[18], the phenotype of avd in the sprague-dawley Rat is essentially normal.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0)]	1	[('CHEBI_27300', 'vitamin D', 10, 'vitamin D'), ('UBERON_0007023', 'adult organism', 27, 'adult'), ('NCBITaxon_33208', 'Metazoa', 33, 'rodent'), ('NCBITaxon_10088', 'Mus <genus>', 120, 'mouse'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 174, 'rat')]	0	['  rodent behavioural neurochemical changes balb/c mouse[18], phenotype avd sprague-dawley rat normal.']
S16-PMC3760821	PMC3760821	9/2013	S16-PMC3760821	['introduction\nit is WELL ESTABLISHED that Vitamin D plays a primary ROLE in bone health, with SEVERE Vitamin D deficiency KNOWN to cause rickets in children and osteomalacia in Adults[1].']	[('INCOMPLETE_EVIDENCE', 19), ('SUPERFICIAL_RELATIONSHIP', 67), ('IMPORTANT_CONSIDERATION', 93), ('INCOMPLETE_EVIDENCE', 121)]	4	[('CHEBI_27300', 'vitamin D', 41, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 100, 'vitamin D'), ('UBERON_0007023', 'adult organism', 176, 'adults')]	0	['introduction\nit  plays bone health,  rickets children osteomalacia [1].']
