	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
589	GO_0007063	regulation of sister chromatid cohesion	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
568	GO_0008610	lipid biosynthetic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
236	GO_0000381	regulation of alternative mRNA splicing, via spliceosome	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2610	PR_000013819	retinol-binding protein 2	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1060	GO_0022412	cellular process involved in reproduction in multicellular organism	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1059	PR_000004122	adenomatous polyposis coli protein	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
867	GO_0002234	detection of endoplasmic reticulum overloading	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2605	SO_0000673	transcript	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2603	CHEBI_78720	tetramethylrhodamine ethyl ester perchlorate	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
879	GO_0006816	calcium ion transport	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1039	UBERON_0001968	semen	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1061	UBERON_0001069	head of pancreas	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1176	GO_0035146	tube fusion	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1302	UBERON_0010270	filum terminale externum	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
527	CL_0000059	ameloblast	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1672	GO_0055085	transmembrane transport	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
185	CHEBI_61206	2-hexenoic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2162	GO_0001654	eye development	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
347	CHEBI_33963	metallocene	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
188	PR_000003035	cellular tumor antigen p53	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1703	PR_000006081	NADH-cytochrome b5 reductase 2	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2151	UBERON_0002375	cricoid cartilage	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1670	1	A1BG (human)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1707	CHEBI_27226	uric acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1712	CHEBI_4553	dihydroanhydropodorhizol	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2144	UBERON_0008883	osteoid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1719	PR_000017350	serine/threonine-protein kinase VRK2	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1728	GO_0036331	avascular cornea development in camera-type eye	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1730	PR_000007760	gamma-aminobutyric acid receptor-associated protein-like 3	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1739	GO_0030217	T cell differentiation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1745	PR_000001067	transient receptor potential cation channel TRPV1 isoform 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2146	GO_0008036	diuretic hormone receptor activity	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
362	CHEBI_35443	anthelminthic drug	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2182	CHEBI_50694	minocycline	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1667	CHEBI_84441	13(S)-HOTrE	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1178	PR_000009920	low-density lipoprotein receptor-related protein 1B	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2232	CHEBI_17793	calycosin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
393	CHEBI_30860	methylmalonic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1594	GO_0032835	glomerulus development	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
388	PR_000017016	E3 ubiquitin-protein ligase UBR5	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2208	GO_0048371	lateral mesodermal cell differentiation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1601	UBERON_0001273	ilium	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1604	UBERON_0006314	bodily fluid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1605	CHEBI_5131	flurochloridone	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1610	GO_0007446	imaginal disc growth	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1611	GO_0044419	biological process involved in interspecies interaction between organisms	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2205	CHEBI_73706	bromosuccinate	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1617	CHEBI_77570	tropisetron hydrochloride	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1629	UBERON_0001242	intestinal mucosa	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
369	GO_0019417	sulfur oxidation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1655	CL_0000187	muscle cell	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2193	UBERON_0002481	bone tissue	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1748	CHEBI_16664	albendazole	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1763	UBERON_0001759	vagus nerve	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1777	GO_0006272	leading strand elongation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1787	GO_0007369	gastrulation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1877	UBERON_0000913	interstitial fluid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1878	CHEBI_39015	apolipoprotein	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2067	PR_000001883	lysosome-associated membrane protein	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1884	CL_0000893	thymocyte	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1891	PR_000004696	apoptosis facilitator Bcl-2-like protein 14	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1893	GO_0070477	endospore core	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1897	GO_0007288	sperm axoneme assembly	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1901	PR_000000045	S-phase kinase-associated protein 1A	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1909	CHEBI_75908	5'-CTGC-3' dsDNA oligonucleotide	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2053	PR_000010222	muscleblind-like protein 2	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1954	GO_0048538	thymus development	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2038	CHEBI_15511	trans-feruloyl-CoA	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2039	UBERON_0000120	blood brain barrier	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
263	UBERON_0018707	bladder organ	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1921	GO_0007285	primary spermatocyte growth	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
260	CHEBI_48155	tetrahydrofurancarboxylic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1928	UBERON_0003655	molar tooth	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
213	CHEBI_44700	L-ornithyl group	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
400	GO_0002456	T cell mediated immunity	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2080	CHEBI_17754	glycerol	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2084	UBERON_0000916	abdomen	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1797	CHEBI_38749	dihydroxyflavanone	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
312	GO_0006880	intracellular sequestering of iron ion	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
310	GO_0002901	mature B cell apoptotic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1799	CHEBI_72754	bisphenol AF	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
198	UBERON_0004454	tarsal region	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2113	CHEBI_73285	3-iodo-4-aminobenzyl-5'-N-methylcarboxamidoadenosine	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1806	CHEBI_50749	calcipotriol	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1811	CHEBI_3098	bile acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2097	CHEBI_35624	azaspiro compound	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1820	GO_0006583	melanin biosynthetic process from tyrosine	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2096	GO_0055074	calcium ion homeostasis	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1826	PR_000009209	juxtaposed with another zinc finger protein 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
297	GO_0046443	FAD metabolic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1829	UBERON_0001752	enamel	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2095	GO_0005576	extracellular region	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2090	PR_000005166	CMRF35-like molecule 7	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2085	CHEBI_35218	anthocyanin cation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2081	UBERON_2001055	pronephric duct opening	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
158	UBERON_0001105	clavicle bone	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1563	GO_0046693	sperm storage	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2250	CHEBI_17716	lactose	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2422	GO_0000239	pachytene	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1275	UBERON_0002423	hepatobiliary system	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1972	CHEBI_64387	thiosultap(1-)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1286	CHEBI_34898	OM-174	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1290	CHEBI_53421	poly(oxymethylene) macromolecule	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1291	PR_000014373	retinoic acid receptor RXR-beta	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1294	UBERON_0005985	coronary vessel	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
107	GO_0030168	platelet activation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1296	CHEBI_86970	N-[(15Z)-tetracosenoyl]-tetradecasphing-4-enine-1-phosphoethanolamine	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
478	CL_0000349	extraembryonic cell	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
253	GO_0046959	habituation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2416	PR_000009000	interleukin-22 receptor subunit alpha-2	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1317	GO_0030164	protein denaturation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2413	PR_000017260	tubulinyl-Tyr carboxypeptidase 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1328	PR_000001447	cadherin-1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
467	CHEBI_59884	XDP(3-)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
111	PR_000008060	glycine N-acyltransferase-like protein 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2014	CHEBI_35392	glucarate(1-)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2441	UBERON_0001262	wall of intestine	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2444	GO_0034104	negative regulation of tissue remodeling	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1179	CHEBI_28748	doxorubicin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1186	GO_1900046	regulation of hemostasis	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1205	CHEBI_63218	pramipexole(2+)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1215	GO_0043204	perikaryon	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1220	GO_0044808	oncostatin M production	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1985	PR_000001959	tumor necrosis factor receptor superfamily member 1B	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1221	CHEBI_15616	(3S,5S)-3,5-diaminohexanoic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
492	CHEBI_17033	biliverdin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1227	GO_0002020	protease binding	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
96	CHEBI_37043	pyrimidine 2'-deoxyribonucleoside 5'-triphosphate	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1234	UBERON_0004237	blood vessel smooth muscle	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
98	GO_0002455	humoral immune response mediated by circulating immunoglobulin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1981	GO_0009603	detection of symbiotic fungus	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1975	PR_000000036	BMP receptor type-1B	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
498	PR_000002060	lysosome-associated membrane glycoprotein 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1253	GO_0048469	cell maturation	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
509	CHEBI_16990	bilirubin IXalpha	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1335	CHEBI_38356	trans-hex-4-enoic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2408	GO_1901142	insulin metabolic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1354	GO_0051320	S phase	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2306	CL_0000213	lining cell	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2304	GO_0019752	carboxylic acid metabolic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2296	UBERON_0001255	urinary bladder	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1474	UBERON_0000173	amniotic fluid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2285	UBERON_0003124	chorion	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2281	CHEBI_82715	PH 797804	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2272	CHEBI_35701	ester	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1452	GO_0042733	embryonic digit morphogenesis	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1496	GO_0001555	oocyte growth	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2259	CHEBI_17347	testosterone	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1508	UBERON_0000056	ureter	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
410	PR_000001900	neuropilin-1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1510	CHEBI_60809	adjuvant	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
406	UBERON_0019248	early embryo	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1538	CHEBI_52290	mitogen	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
403	GO_0061724	lipophagy	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1498	GO_0009948	anterior/posterior axis specification	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2309	CHEBI_33340	zinc group element atom	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2307	CHEBI_7872	oxytocin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2013	CL_0000160	goblet cell	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2365	CL_0000128	oligodendrocyte	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
126	GO_0032809	neuronal cell body membrane	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2311	CHEBI_67261	(Z)-2,3-dehydroadipyl-CoA(5-)	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1392	CHEBI_86629	G b H	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
129	GO_0000724	double-strand break repair via homologous recombination	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2357	GO_0006695	cholesterol biosynthetic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1413	CHEBI_25140	maltodextrin	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2331	GO_0050887	determination of sensory modality	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2325	PR_000005259	cyclin-dependent kinase 5 activator 1	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2317	GO_0006754	ATP biosynthetic process	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
2315	GO_0031318	detection of folic acid	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
460	UBERON_0001040	yolk sac	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1414	GO_0043276	anoikis	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1385	CL_0000842	mononuclear cell	0.6422306189596867	10841	2	8688	2	1.0	False	1.0	False
1525	CL_0000084	T cell	0.6487860057345092	10841	48	8688	38	1.0	False	1.0	False
2567	CHEBI_17759	cholesta-5,7-dien-3beta-ol	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1779	GO_0003313	heart rudiment development	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1174	GO_0060021	roof of mouth development	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1448	UBERON_0013538	Brodmann (1909) area 7	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
2645	GO_0006909	phagocytosis	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1153	CHEBI_65417	(+)-aplysinillin	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1249	PR_000001245	rhodopsin	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
2396	UBERON_0000966	retina	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1675	GO_0043277	apoptotic cell clearance	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
1919	UBERON_0001456	face	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
781	UBERON_0002516	epiphyseal plate	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
0	PR_000002319	catenin beta-1 isoform 1	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
418	PR_000043452	core histone	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
268	CHEBI_45557	sec-butyl group	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
416	PR_000008443	huntingtin-associated protein 1	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
697	UBERON_0005409	alimentary part of gastrointestinal system	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
392	PR_000009255	potassium voltage-gated channel subfamily E member 1	0.6588065281156366	10841	6	8688	5	1.0	False	1.0	False
2336	PR_000012046	oxysterol-binding protein-related protein 11	0.6625005544906654	10841	24	8688	19	1.0	False	1.0	False
892	CHEBI_30879	alcohol	0.6733541647089852	10841	33	8688	26	1.0	False	1.0	False
782	GO_0040007	growth	0.6790942221838322	10841	19	8688	15	1.0	False	1.0	False
86	CHEBI_22975	cadinane sesquiterpenoid	0.682059480060748	10841	10	8688	8	1.0	False	1.0	False
2653	PR_000001209	C-X-C chemokine receptor type 5	0.682059480060748	10841	10	8688	8	1.0	False	1.0	False
1001	GO_0071514	genetic imprinting	0.682059480060748	10841	10	8688	8	1.0	False	1.0	False
2423	CHEBI_35366	fatty acid	0.6924959913465464	10841	70	8688	55	1.0	False	1.0	False
2127	CHEBI_25441	mycothiols	0.7009165201189324	10841	23	8688	18	1.0	False	1.0	False
379	CL_0000775	neutrophil	0.7009165201189324	10841	23	8688	18	1.0	False	1.0	False
1768	GO_0050890	cognition	0.7029445537392285	10841	79	8688	62	1.0	False	1.0	False
187	CHEBI_22652	ascorbic acid	0.7030698307199259	10841	14	8688	11	1.0	False	1.0	False
2351	GO_0008283	cell proliferation	0.712257187296018	10841	41	8688	32	1.0	False	1.0	False
2492	CHEBI_30778	gallic acid	0.7127034982795923	10841	88	8688	69	1.0	False	1.0	False
1025	PR_000004900	complement C3	0.7202038224107411	10841	64	8688	50	1.0	False	1.0	False
2190	UBERON_0000970	eye	0.7217311404821445	10841	18	8688	14	1.0	False	1.0	False
302	GO_0007608	sensory perception of smell	0.7234490975577444	10841	36	8688	28	1.0	False	1.0	False
602	CHEBI_15354	choline	0.7384254102781947	10841	22	8688	17	1.0	False	1.0	False
1037	CHEBI_26537	retinoid	0.7384254102781947	10841	22	8688	17	1.0	False	1.0	False
2371	UBERON_0002285	telencephalic ventricle	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
122	CHEBI_7587	nitroalkane	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2	CHEBI_15948	lycopene	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1970	CHEBI_63912	19-hydroxyprostaglandin H2	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
254	CHEBI_51924	ethyl 2-cyanoacetoacetate	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
759	CHEBI_27364	zinc molecular entity	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
15	UBERON_0001154	vermiform appendix	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1236	CHEBI_17579	beta-carotene	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1303	UBERON_0004821	pulmonary alveolus epithelium	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2245	CL_0000173	pancreatic D cell	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2609	CHEBI_26523	reactive oxygen species	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1696	CHEBI_31186	alfacalcidol	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
593	CHEBI_16865	gamma-aminobutyric acid	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2579	PR_000009481	keratin, type II cytoskeletal 5	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2292	CHEBI_72544	flavonoids	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1540	GO_0007599	hemostasis	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
616	CHEBI_67825	17beta,21beta-epoxyhopan-3-one	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2540	UBERON_0000025	tube	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1053	CHEBI_18320	1,4-dithiothreitol	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
2257	UBERON_0002398	manus	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
1171	UBERON_0000473	testis	0.740168323499224	10841	5	8688	4	1.0	False	1.0	False
282	CL_0000312	keratinocyte	0.7419458082956477	10841	9	8688	7	1.0	False	1.0	False
385	PR_000029655	28S rRNA (cytosine-C(5))-methyltransferase	0.7419458082956477	10841	9	8688	7	1.0	False	1.0	False
1353	CHEBI_70487	(-)-sanguinolignan C	0.7419458082956477	10841	9	8688	7	1.0	False	1.0	False
1375	GO_0060132	prolactin secreting cell development	0.7419458082956477	10841	9	8688	7	1.0	False	1.0	False
1789	PR_000009880	Lon protease, mitochondrial	0.7903199649090308	10841	47	8688	36	1.0	False	1.0	False
620	CHEBI_16113	cholesterol	0.7913740349682178	10841	56	8688	43	1.0	False	1.0	False
1007	PR_000004770	Polycomb complex protein BMI-1	0.7983811950505282	10841	12	8688	9	1.0	False	1.0	False
2108	GO_0071611	granulocyte colony-stimulating factor production	0.7983811950505282	10841	12	8688	9	1.0	False	1.0	False
982	CHEBI_28790	serotonin	0.7983811950505282	10841	12	8688	9	1.0	False	1.0	False
1305	CL_0000451	dendritic cell	0.7983811950505282	10841	12	8688	9	1.0	False	1.0	False
2680	CHEBI_16480	nitric oxide	0.7983811950505282	10841	12	8688	9	1.0	False	1.0	False
427	GO_0019458	methionine catabolic process via 2-oxobutanoate	0.8000586464674835	10841	8	8688	6	1.0	False	1.0	False
970	UBERON_0002370	thymus	0.8000586464674835	10841	8	8688	6	1.0	False	1.0	False
1589	UBERON_0003215	alveolus	0.8000586464674835	10841	8	8688	6	1.0	False	1.0	False
243	CHEBI_23888	drug	0.8011031230427775	10841	51	8688	39	1.0	False	1.0	False
1554	PR_000008653	hepatocyte nuclear factor 1-beta	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1555	GO_0008584	male gonad development	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
2195	CHEBI_29440	methanuidyl	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1551	GO_0051217	molybdenum incorporation via L-aspartyl molybdenum bis(molybdopterin guanine dinucleotide)	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1556	PR_000008467	hemoglobin subunit zeta	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1557	UBERON_2000084	yolk	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1558	CHEBI_51048	(R,R)-diepoxybutane	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
401	UBERON_0007798	vascular system	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
178	GO_0048569	post-embryonic animal organ development	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1560	CHEBI_25354	mineralocorticoid	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1553	PR_000013739	retinoic acid receptor responder protein 1	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1377	GO_0048262	determination of dorsal/ventral asymmetry	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1549	PR_000008474	hematopoietic lineage cell-specific protein	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1562	PR_000010977	nucleosome assembly protein 1-like 3	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
399	GO_0000786	nucleosome	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
2194	GO_0002553	histamine secretion by mast cell	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
2192	CHEBI_83334	12-HPE(8,10,14)TrE(1-)	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1566	GO_0051303	establishment of chromosome localization	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
2706	CHEBI_85160	3-hydroxylubimin	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
1568	UBERON_0003460	arm bone	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
2187	CHEBI_33216	bisphenol A	0.8014020846863693	10841	1	8688	1	1.0	False	1.0	False
