	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
44403	difficult_task	PMC2898025	[(26389, 26396)]	complex	['A patient’s innate and adaptive immune response and a host of hormonal and metabolic factors, likely play important and closely interrelated roles in understanding the complex biologic and etiologic mechanisms in the season of birth effect for adult gliomas.']	(26221, 26479)
44404	difficult_task	PMC2898025	[(27670, 27682)]	not possible	['On the present evidence, it is not possible to definitively answer the question of how season of birth influences glioma risk, or to favor any specific hypothesis.']	(27639, 27802)
44405	difficult_task	PMC2898025	[(17756, 17766)]	confounded	['Given the rarity of some infections and brain tumors, the interpretability of seasonal patterns, or the lack thereof, may be confounded by time- and/or space-dependent factors [126].']	(17631, 17813)
44406	difficult_task	PMC2898025	[(26957, 26963)]	rarity	['The ability to find associations between specific seasonal risk factors occurring around the time of birth and adult glioma incidence is limited by the rarity of this cancer in the population and the vast time period from exposure to disease.']	(26805, 27047)
44412	difficult_task	PMC2904854	[(0, 7)]	Complex	['Complex Calculations: How Drug Use During Pregnancy Becomes a Barrier to Prenatal Care\n\nAbstract\nPregnant women who use drugs are more likely to receive little or no prenatal care.']	(0, 180)
44413	difficult_task	PMC2904854	[(62, 69)]	Barrier	['Complex Calculations: How Drug Use During Pregnancy Becomes a Barrier to Prenatal Care\n\nAbstract\nPregnant women who use drugs are more likely to receive little or no prenatal care.']	(0, 180)
44414	difficult_task	PMC2904854	[(925, 934)]	difficult	['Both the drug use and the multiple simultaneous risk factors make resolving extrinsic barriers more difficult.']	(825, 935)
44415	difficult_task	PMC2904854	[(2835, 2843)]	barriers	['Thus, it may exclude some key barriers.']	(2805, 2844)
44416	difficult_task	PMC2904854	[(12517, 12524)]	barrier	['Drug Use as Barrier\nDrug use itself was also a barrier.']	(12470, 12525)
44417	difficult_task	PMC2904854	[(13689, 13698)]	difficult	['Multiple simultaneous barriers seemed to make resolving extrinsic barriers more difficult.']	(13609, 13699)
44418	difficult_task	PMC2904854	[(14350, 14359)]	difficult	['Other women talked about how drug use left them with few resources, which then made it difficult to resolve the barriers.']	(14263, 14384)
44419	difficult_task	PMC2904854	[(14902, 14911)]	difficult	['Drug use made resolving bureaucratic barriers more difficult because of both competing priorities and system gaps.']	(14851, 14965)
44420	difficult_task	PMC2904854	[(15145, 15154)]	difficult	['Drug use itself, the stress of reducing or managing drug use, and the stress of leaving abusive partners with whom women used drugs were factors that women described as making it difficult to prioritize resolving bureaucratic barriers.']	(14966, 15201)
44421	difficult_task	PMC2904854	[(16570, 16579)]	difficult	['One woman explained how this paranoia made it difficult to complete forms in public places.']	(16524, 16615)
44422	difficult_task	PMC2904854	[(19153, 19162)]	difficult	['Some took steps to hide drug use and pregnancy from family and non-using partners, making it difficult to obtain support.']	(19060, 19181)
44423	difficult_task	PMC2904854	[(19834, 19843)]	difficult	['People don’t give you drugs when you’re pregnant.Exclusion from these networks made it more difficult to obtain informational support to resolve extrinsic barriers.']	(19742, 19906)
44424	difficult_task	PMC2904854	[(23568, 23577)]	difficult	['Women reported that both the drug use and the increased guilt from the drug use then made it more difficult to attend prenatal care.']	(23470, 23602)
44425	difficult_task	PMC2904854	[(25511, 25518)]	barrier	['However, for most women, drug use became a barrier to prenatal care by interacting with additional individual, interpersonal, systems, and policy-level factors.']	(25468, 25628)
44426	difficult_task	PMC2904854	[(25807, 25816)]	difficult	['Experiencing multiple barriers simultaneously makes resolving each barrier more difficult.']	(25727, 25817)
44427	difficult_task	PMC2904854	[(28758, 28770)]	not possible	['Finally, the direction of causality between drug use and extrinsic barriers is not possible to determine.']	(28679, 28784)
44428	difficult_task	PMC2904854	[(29618, 29627)]	difficult	['However, this research also extends previous research by (1) identifying new barriers that have not been previously documented—fear of the effects of drug use and isolation from social networks; (2) finding additional support that fear of CPS is a barrier; (3) identifying how drug use becomes a barrier; and (4) regardless of the direction of causality, describing ways in which multiple simultaneous barriers make it more difficult to resolve barriers.']	(29194, 29648)
44429	difficult_task	PMC2904854	[(30128, 30138)]	complexity	['It requires acknowledging the complexity of women’s decision-making about prenatal care, the diversity among women who use drugs during pregnancy, and a focus on changing systems and not solely getting women to change.']	(30098, 30316)
44727	difficult_task	PMC2907398	[(310, 316)]	rarity	['This case is presented on account of its rarity and to the best of our knowledge, is the first reported case of cystadenofibroma of the fallopian tube discovered during an appendicectomy.']	(269, 456)
44728	difficult_task	PMC2907398	[(7988, 7997)]	difficult	['The diagnosis of cystadenofibroma is a difficult one, as they macroscopically and ultrasonographically appear malignant.']	(7949, 8069)
44729	difficult_task	PMC2907398	[(9375, 9381)]	rarity	['This case is presented on account of its rarity and we believe this is the first reported case of cystadenofibroma of the fallopian tube to present acutely and discovered during an appendicectomy.']	(9334, 9530)
44820	difficult_task	PMC2909243	[(20044, 20054)]	difficulty	['All participants were mobile within half an hour of the procedure without any difficulty and 60 (65%) of the participants resumed their normal daily activity the next day (but avoided vigorous activity).']	(19966, 20169)
45219	difficult_task	PMC2913107	[(3543, 3552)]	difficult	['Such studies are difficult as they raise sensitive social issues.']	(3526, 3591)
45220	difficult_task	PMC2913107	[(5269, 5280)]	differences	['The 2005 autism prevalence rate among school-aged children, after controlling for differences in population size, demographic characteristics, per capita income and state, was higher in cloudy areas.']	(5187, 5386)
45226	difficult_task	PMC2916909	[(33396, 33406)]	impossible	['We decided on a design with a control cohort 1 year in advance of the intervention primarily because a public and community based randomized intervention including the entire primary health care in the municipality would have been impossible to implement without contaminating a co-existing control cohort.']	(33165, 33471)
45472	difficult_task	PMC2922376	[(3217, 3227)]	variations	['For example, studies in a rodent model have shown that variations in early life experience (maternal care over the first week of life) is associated with decreased HPA stress responsivity in early infancy, and involves changes in the methylation status of the hippocampal glucocorticoid receptor (GR) gene ( Nr3c1 ) and Nr3c1 expression[6].']	(3162, 3502)
45473	difficult_task	PMC2922376	[(4646, 4656)]	variations	['A 44 base pair insertion/deletion variant (referred to as 5- HTTLPR ), in the promoter of the gene that encodes 5-HTT ( SLC6A4 ), is believed to contribute to variations in 5-HTT expression, and as such, variations in 5-HTT-dependent 5-HT reuptake efficiency[13]–[15].']	(4487, 4755)
45474	difficult_task	PMC2922376	[(4691, 4701)]	variations	['A 44 base pair insertion/deletion variant (referred to as 5- HTTLPR ), in the promoter of the gene that encodes 5-HTT ( SLC6A4 ), is believed to contribute to variations in 5-HTT expression, and as such, variations in 5-HTT-dependent 5-HT reuptake efficiency[13]–[15].']	(4487, 4755)
45475	difficult_task	PMC2922376	[(18883, 18896)]	heterogeneous	['We do recognize that our analysis was conducted in a heterogeneous mixture of cell types (whole blood), which may confound our findings.']	(18830, 18966)
45476	difficult_task	PMC2922376	[(19084, 19093)]	unable to	['SLC6A4 is expressed predominantly by platelets, lymphocytes, and monocytes in blood but in the current study we were unable to assess blood cell-specific differences in SLC6A4 methylation status.']	(18967, 19162)
45698	difficult_task	PMC2936567	[(26482, 26493)]	however not	['Experiment 2: Programming of atherosclerosis in LDLr−/− male mice by mismatch of pre- and post-natal nutrition\n\nBody weight and plasma parameters\nLDLr−/− pups from protein-restricted dams presented at birth a slight weight reduction that was however not significant (C: 1.37±0.04 vs. LP: 1.22±0.06 g; N\u200a=\u200a8 litters/group).']	(26240, 26562)
45699	difficult_task	PMC2936567	[(33821, 33831)]	difficulty	['One of the factors that limit the study of cardiovascular function is the difficulty to measure blood pressure in conscious non-stressed animals.']	(33747, 33892)
45700	difficult_task	PMC2936567	[(33967, 33979)]	not possible	['Indeed, the measurement of the basal levels and the circadian patterns is not possible using the tail cuff technique.']	(33893, 34010)
46051	difficult_task	PMC2939583	[(13603, 13610)]	complex	['They provide basic health guidance, home visits, and referral for more complex examinations, surgeries or medical specialties.']	(13532, 13658)
46255	difficult_task	PMC2939651	[(27990, 27998)]	not able	['Thus, on the one hand, considering the central effects of leptin inhibiting food intake, the hyperleptinemia seen in CR male animals would suggest that leptin is not able to fully exert its inhibitory effects on appetite which would be indicative of a loss of leptin sensitivity.']	(27828, 28107)
46638	difficult_task	PMC2940790	[(25526, 25535)]	could not	['Given the prospective nature of the data collection, differential error could not have occurred since the birth outcomes were unknown at the time the pregnant subjects reported the water consumption and information on confounding factors.']	(25454, 25692)
46639	difficult_task	PMC2940790	[(25722, 25731)]	difficult	['Nonetheless, water intake is difficult to measure and may be subject to non-differential error.']	(25693, 25788)
47039	difficult_task	PMC2950122	[(2407, 2411)]	vary	['Due to a lack of standard training guidelines specific to field workers in low-resource settings, training may vary between sites and principal investigators.']	(2296, 2454)
47040	difficult_task	PMC2950122	[(3447, 3456)]	difficult	['As our studies can range in size from hundreds to tens of thousands of participants, we find that tailoring research ethics training to the many cadres of workers potentially engaged in human subject contact is both time-consuming and difficult to standardize.']	(3212, 3472)
47041	difficult_task	PMC2950122	[(4765, 4776)]	too complex	['Although training tools exist, some—such as the Collaborative Institutional Training Initiative (CITI) or National Institutes of Health (NIH) online ethics training materials—are too complex for broad application in field settings.']	(4586, 4817)
47042	difficult_task	PMC2950122	[(5076, 5083)]	attempt	['Translations of online training programs into non-English languages are limited, and the attempt to translate them into local languages is challenging and unduly burdensome, potentially resulting in less effective training.']	(4987, 5210)
47043	difficult_task	PMC2950122	[(5126, 5137)]	challenging	['Translations of online training programs into non-English languages are limited, and the attempt to translate them into local languages is challenging and unduly burdensome, potentially resulting in less effective training.']	(4987, 5210)
47044	difficult_task	PMC2950122	[(11856, 11863)]	complex	"[""Field workers need to be trained to manage these complex social situations so as to protect subjects' privacy and the confidentiality of personal information.""]"	(11807, 11965)
47133	difficult_task	PMC2957951	[(8923, 8927)]	vary	['In a 2008 study of salt samples donated by colleagues around the country, chemist Sandy Dasgupta at the University of Texas at Arlington found that 53% of samples from newly opened containers had lower iodine levels than required by FDA labeling regulations.19The study also indicated that salt rapidly lost iodine when the humidity was high, and that samples taken from different depths of the same container could vary in iodine content by 3.3 times, with the most iodine measured toward the bottom of the canister.']	(8507, 9024)
47134	difficult_task	PMC2957951	[(14316, 14326)]	difficulty	['“The problems have been that too few people know of the ATA recommendations, and consumers may have difficulty in finding iodine-containing prenatal multivitamins,” she says.']	(14216, 14390)
47469	difficult_task	PMC2963768	[(12748, 12757)]	inability	['Of 58 potential controls identified in village censuses and approached for participation, 14 were not enrolled due to parental refusal, six due to inability to bring the child to the hospital for study procedures, and three due to history of ALRI.']	(12601, 12848)
47470	difficult_task	PMC2963768	[(22900, 22910)]	confounded	['However, these age-dependent differences may have been confounded by seasonal timing of gestation—a younger age implied that the third trimester coincided with the expected seasonal nadir of vitamin D synthesis, when maternal vitamin D stores might be relatively depleted and, thus, when transfer of vitamin D metabolites to the foetus may have been minimized.']	(22845, 23205)
47817	difficult_task	PMC2966409	[(2763, 2770)]	complex	"[""In many complex diseases including cancer, atherosclerosis, Alzheimer's disease, and psychiatric disorders it is common to observe global DNA hypomethylation, as well as, gene specific hypermethylation[9],[10].""]"	(2755, 2965)
47818	difficult_task	PMC2966409	[(16520, 16532)]	not specific	['However, it should be noted that the association at LINE-1 reflects an average methylation across over 500,000 loci across the genome and is not specific to correlations between any given loci.']	(16379, 16572)
47819	difficult_task	PMC2966409	[(17393, 17400)]	complex	['The finding of a negative correlation between LINE-1 and Alu conflicts with the hypothesis of a direct role of general methyltransferase activities in determining the observed mother-child correlations, and suggest more complex, position-specific mechanisms.']	(17173, 17431)
47820	difficult_task	PMC2966409	[(27407, 27419)]	unsuccessful	['For those assays that were unsuccessful, the paired maternal-umbilical cord sample was excluded from analysis.']	(27380, 27490)
48024	difficult_task	PMC2984417	[(7357, 7368)]	complicated	['During the study period, there were an estimated total of 55,802 deliveries of which 452 were complicated by placental abruption.']	(7263, 7392)
48526	difficult_task	PMC2990891	[(3552, 3566)]	multifactorial	['Results to date remain inconclusive,8,9as the cause is most likely multifactorial.']	(3485, 3567)
48527	difficult_task	PMC2990891	[(23379, 23385)]	failed	['Due to the high risk associated with TPN – thrombosis, metabolic disturbances, and infectious complications – it should be used as a last resort, when all other modalities have failed.50With carbohydrate rich TPN, thiamine supplementation as a prophylactic measure against Wernicke’s encephalopathy is extremely important.50\n\nConclusion\nThe physical and psychological morbidity associated with NVP is a major deterrent of wellbeing for many women, with marked negative impact on their pregnancy experience.52,53Fortunately, evidence-based information in the literature does exist, making the management of NVP medically possible.']	(23202, 23831)
48891	difficult_task	PMC2991548	[(12824, 12833)]	difficult	['Estimation of the precise number of eligible pregnant women in the study area is difficult since there is no satisfactory registry of pregnancies.']	(12743, 12889)
48892	difficult_task	PMC2991548	[(19382, 19385), (19393, 19401)]	not ... possible	['Due to several clinical complications in mother and child, it was not always possible to collect cord blood.']	(19316, 19424)
48893	difficult_task	PMC2991548	[(23400, 23404)]	vary	['Response rates for these visits vary between 70 and 97% [186].']	(23368, 23430)
48894	difficult_task	PMC2991548	[(31735, 31747)]	difficulties	['Care-cases: children and parents who showed low response rates for different measurements, showed difficulties in completing questionnaires or require additional explanation or support are considered as care-cases.']	(31637, 31851)
49215	difficult_task	PMC2993657	[(4513, 4520)]	complex	['What, then, is the role of CBI in this complex problem of multiple dimensions?']	(4474, 4552)
49216	difficult_task	PMC2993657	[(27396, 27405)]	difficult	['It was difficult to control extraneous factors that may have a direct or indirect impact of the indicators of interest.']	(27389, 27508)
49217	difficult_task	PMC2993657	[(29907, 29914)]	complex	['It was only after the launch of the global safe motherhood initiative [13] that the complex nature of the multiple causes of maternal mortality was recognized.']	(29823, 29982)
49218	difficult_task	PMC2993657	[(30780, 30787)]	complex	['Many projects end with only vague conclusions such as maternal mortality is a complex public health problem requiring broad-based improvements in health and social systems [14].']	(30702, 30879)
49219	difficult_task	PMC2993657	[(31415, 31422)]	complex	['They argue that safe motherhood interventions are complex public health approaches and quite different from single clinical interventions.']	(31365, 31503)
49220	difficult_task	PMC2993657	[(39491, 39503)]	not possible	['Although the CBI package included training of traditional birth attendants (Dais), it is not possible to segregate the impact of the training from that of the IEEC strategy.']	(39402, 39575)
49546	difficult_task	PMC2994226	[(12903, 12912)]	unable to	['We were unable to assess total dietary folate or iron intake because of the limited food frequency questionnaire employed in the interview.']	(12895, 13034)
49811	difficult_task	PMC2996405	[(1144, 1151)]	attempt	['In an attempt to try to explain this possible link between latitude and schizophrenia, we investigated their associations with vitamin D. We found in a set of vitamin D related genes a significant enrichment of both LRGs and of genes involved in schizophrenia.']	(1138, 1398)
49812	difficult_task	PMC2996405	[(8299, 8306)]	attempt	['In an attempt to try to explain this possible link between latitude and schizophrenia, we investigated their association with vitamin D, which had been previously associated, separately, to both of them.']	(8293, 8496)
49813	difficult_task	PMC2996405	[(21934, 21941)]	complex	['In this previous study, we explored for signs of natural selection in genes associated to complex diseases, and the strongest level of population differentiation was observed in genes associated to psychiatric diseases [28].']	(21844, 22068)
49814	difficult_task	PMC2996405	[(28406, 28413)]	complex	['Mammalian SWI/SNF complex actually consists of a small series of compositionally distinct assemblies distinguished by the presence of alternative subunits.']	(28388, 28543)
49815	difficult_task	PMC2996405	[(33038, 33045)]	complex	['It is worth stressing that this work represents just an initial exploration of this complex problem and can suffer from some limitations.']	(32954, 33091)
49816	difficult_task	PMC2996405	[(34179, 34193)]	does not allow	['In fact, focusing on genes rather than on SNPs, does not allow to conclusively assess whether variants related to latitude coincide with those involved in the studied phenotypes.']	(34131, 34309)
50901	difficult_task	PMC2999828	[(17598, 17606)]	variable	['The course is variable [43].']	(17584, 17612)
50902	difficult_task	PMC2999828	[(23332, 23339)]	complex	['Genetic components and complex environmental factors contribute to the etiology of asthma and atopic diseases.']	(23309, 23419)
50903	difficult_task	PMC2999828	[(39510, 39522)]	unsuccessful	['If these measures are unsuccessful, then prescription of antiacid drugs should be considered, for example, in the form of a step-up program beginning with antacids, and in case of failure with histamine-2 receptor antagonists, whereas proton pump inhibitors should only be used in women with intractable symptoms or complicated reflux disease [111,112].']	(39488, 39841)
50904	difficult_task	PMC2999828	[(41002, 41011)]	could not	['Diet of the Infants\nAs mentioned previously, for breast-feeding, there is insufficient evidence to determine whether it is more protective against allergies and asthma than bottle feeding because in a recent study, prolonged and exclusive breast-feeding could not decrease the rate of allergies or asthma in children [88].']	(40748, 41070)
50933	difficult_task	PMC3001154	[(5119, 5128)]	difficult	['In contrast, the practice of ‘eating down’ (that is, restricting the dietary intake to prevent a difficult delivery due to an overly large baby) during pregnancy was common among non-positive-deviant mothers.']	(5022, 5230)
50934	difficult_task	PMC3001154	[(30704, 30710)]	failed	['Also puzzling is the observation that reported practices dramatically improved among the IMPRESS women, but correlation analysis failed to associate these changes with improvements in birth-weights.']	(30575, 30773)
50935	difficult_task	PMC3001154	[(34880, 34889)]	challenge	['Cost-effectiveness of project activities\nFinally, the project design team chose not to take on the challenge of over-weight and obesity even in this rural area of Egypt.']	(34781, 34950)
51327	difficult_task	PMC3004407	[(3994, 4002)]	preclude	"[""It was hypothesized that despite South Carolina's lower latitude and abundance of sunlight, given modern-day lifestyles that often preclude sunlight exposure, the majority of the women presenting for obstetrical care at this community health center network would have vitamin D insufficiency and a significant number would have outright vitamin D deficiency.""]"	(3863, 4221)
51328	difficult_task	PMC3004407	[(19957, 19970)]	lack specific	['While we lack specific sun exposure data, we hypothesize that this apparent absence of association may be due to minimal sun exposure among our participants at all gestational ages, as reflected by their low 25(OH)D status.']	(19948, 20171)
51561	difficult_task	PMC3016256	[(2276, 2283)]	complex	['Advances in epigenetic technology now allow investigators to better understand the complex biological properties of probiotics and their metabolites.']	(2193, 2342)
51562	difficult_task	PMC3016256	[(5129, 5139)]	complexity	['However, subsequent studies using the same or different probiotics have not confirmed these results, suggesting that there may be intrinsic differences between the probiotic strains used and study populations, reflecting the complexity of these studies [10].']	(4904, 5162)
51563	difficult_task	PMC3016256	[(12730, 12737)]	complex	['We believe that the biological activity of probiotics are mediated through complex epigenetic changes that regulate the activation status of key transcription factors involved in host immunity.']	(12655, 12848)
51735	difficult_task	PMC3021711	[(20993, 21003)]	challenges	['( VOLAG, Former Refugee, 47 )\n\nDiscussion\nOur study suggests that refugees in their early post-resettlement years continue to face nutritional challenges.']	(20850, 21004)
51736	difficult_task	PMC3021711	[(25459, 25468)]	cannot be	['The results of our study cannot be generalized to other populations of resettled refugees nor can it denote nutritional challenges among specific ethnic groups.']	(25434, 25594)
51737	difficult_task	PMC3021711	[(25554, 25564)]	challenges	['The results of our study cannot be generalized to other populations of resettled refugees nor can it denote nutritional challenges among specific ethnic groups.']	(25434, 25594)
51983	difficult_task	PMC3022194	[(4618, 4627)]	could not	['Due to the small number of studies found and the high heterogeneity of the study populations and outcomes, a meta-analysis could not be performed.']	(4495, 4641)
51984	difficult_task	PMC3022194	[(8666, 8672)]	failed	['[21] failed to find any association between prepregnancy GL and risk of developing GDM.']	(8661, 8748)
52290	difficult_task	PMC3028350	[(2212, 2219)]	complex	['Although most elements of metabolic syndrome (MetS) have a complex pathophysiology, characterized by both a strong influence of inherited factors (2) and environmental variables (3), it is clear that behaviors such as decreased physical activity and consuming high-fat (HF) and hypercaloric Western diets also play a major role in their pathophysiology (4).']	(2153, 2510)
52291	difficult_task	PMC3028350	[(3502, 3516)]	multifactorial	['Although the etiology of IUGR is considered multifactorial, in most instances, fetal growth is constrained by a limitation of oxygen and nutrient delivery (11).']	(3458, 3618)
52292	difficult_task	PMC3028350	[(28613, 28620)]	complex	['Based on previous studies, it was suggested that adipocyte differentiation is a complex process that can be modulated by multiple stimuli including transcription factors and hormonal signals (38).']	(28533, 28729)
52293	difficult_task	PMC3028350	[(32924, 32933)]	challenge	['However, in the current study, we clearly identified an interaction between these two factors by showing that IUGR increases the severity of the hyperinsulinemia and insulin resistance that resulted from the challenge of a HF diet.']	(32716, 32947)
52612	difficult_task	PMC3028947	[(1186, 1193)]	complex	['This includes facilitation of increased consumption of dietary fiber, complex carbohydrates, nuts, fruits and vegetables.']	(1116, 1237)
52613	difficult_task	PMC3028947	[(1878, 1887)]	variation	['Introduction\nThe ideal cardio-protective diet remained elusive for decades because of the wide variation in the availability of food and cultural practices12.']	(1783, 1941)
52614	difficult_task	PMC3028947	[(4604, 4611)]	complex	['The efforts were to reduce the consumption of refined sugar, salt, saturated fats, trans-fats and to increase the consumption of dietary fiber, complex carbohydrates, fruits and vegetables15–27.']	(4460, 4654)
52615	difficult_task	PMC3028947	[(9229, 9238)]	variation	['This necessitates special efforts to minimize the post-prandiol metabolic challenge of diet in relation to body size, and individual variation in response.']	(9096, 9251)
52616	difficult_task	PMC3028947	[(10454, 10463)]	difficult	['But such data on the beta cells are difficult to generate, pancreas being the first organ to autolyse immediately after death.']	(10418, 10544)
52617	difficult_task	PMC3028947	[(10912, 10922)]	variations	['Individual variations in metabolic response to the dietary constituents: Indian children are predisposed to develop hyperinsulinaemia, the basic endocrine abnormality of metabolic syndrome, because of sarcopenic adiposity noted from intrauterine life6162.']	(10901, 11156)
52618	difficult_task	PMC3028947	[(14033, 14043)]	variations	['In addition, there are variations in the insulin response between various races.']	(14010, 14090)
52619	difficult_task	PMC3028947	[(18297, 18306)]	unable to	['Therefore, only vegans and those involved in heavy manual labour need added oil up to one to two table spoons if they are unable to consume the recommended daily need of 30 g of nuts.']	(18175, 18358)
52620	difficult_task	PMC3028947	[(20649, 20656)]	attempt	['The majority of vegetable oils are advertised as cholesterol free in developing countries, in an attempt to woo the consumers.']	(20552, 20678)
52621	difficult_task	PMC3028947	[(22466, 22473)]	complex	['But the low fat high carbohydrate diet is recently implicated as the reason for escalation of diabetes and heart disease since the complex carbohydrates were substituted by refined cereals and sugar26103.']	(22335, 22539)
52622	difficult_task	PMC3028947	[(23302, 23309)]	complex	['There is no simple one word solution for this complex problem where basics like meal frequency and eating behaviour need to evaluated106–108.']	(23256, 23397)
52623	difficult_task	PMC3028947	[(23418, 23427)]	variation	['India with its wide variation in cultural and dietary practices opens lots of avenues for research.']	(23398, 23497)
52624	difficult_task	PMC3028947	[(23778, 23785)]	complex	['Such studies will be able to answer these complex issues more precisely109110.']	(23736, 23814)
52625	difficult_task	PMC3028947	[(24645, 24652)]	complex	['Simultaneously we have to encourage the consumption of heart healthy components like complex carbohydrate, fruits, nuts, vegetables and fish.']	(24560, 24701)
52845	difficult_task	PMC3029215	[(304, 314)]	challenges	['Differential endothelial cell gene expression by African Americans versus Caucasian Americans: a possible contribution to health disparity in vascular disease and cancer\n\nAbstract\n\nBackground\nHealth disparities and the high prevalence of cardiovascular disease continue to be perplexing worldwide health challenges.']	(0, 315)
52846	difficult_task	PMC3029215	[(3017, 3027)]	challenges	['Background\nDespite the enormous advances over the last century in the understanding of, and the ability to therapeutically manipulate, medical biology, both health disparities and the high prevalence of cardiovascular (including cerebrovascular) disease continue to be perplexing, worldwide medical challenges.']	(2718, 3028)
52847	difficult_task	PMC3029215	[(9378, 9385)]	complex	['Thus, obesity is substantially influenced by genetics and is now understood to be a polygenic, complex disease with very significant gene-environment interaction [27].']	(9283, 9450)
52848	difficult_task	PMC3029215	[(11980, 11987)]	complex	['As a general concept relating genomics and health, this is an accepted and compelling model for complex diseases.']	(11884, 11997)
52849	difficult_task	PMC3029215	[(32887, 32896)]	unable to	['As predicted from the small fold-changes detected by microarray, qRT-PCR was unable to confirm a significant difference for the generally similar fold-changes for SOS1 , AMFR , HSGP25L2G , Cxorf12 , or EIF4B .']	(32810, 33019)
52850	difficult_task	PMC3029215	[(42456, 42465)]	difficult	['Although binding to the endothelial cadherin (VE-cadherin) is within its repertoire, its function has not been specifically examined in endothelial cells; so it is difficult to predict what effect its diminished expression might have in these cells.']	(42292, 42541)
52851	difficult_task	PMC3029215	[(49198, 49205)]	complex	['Shear responsiveness is complex, incompletely understood, and involves multiple steps: mechanosensitivity, trans-membrane mechanotransduction, chemical mechanotransduction, downstream signalling and feedback loops, and ultimately transcription and translation [70].']	(49174, 49439)
52852	difficult_task	PMC3029215	[(64277, 64286)]	variation	['Consequently, our results provide support for the concept that inherited inter-individual variation in endothelial gene expression, reflecting continent-of-origin, might impact on endothelial cell and vascular biology and, thereby, upon disparity in vascular and cancer disease burdens for AA compared to CA.']	(64187, 64495)
53574	difficult_task	PMC3031146	[(313, 320)]	complex	['Epigenetic mechanisms are attractive targets in the study of complex diseases because they may be altered by environmental factors and dietary interventions.']	(252, 409)
53575	difficult_task	PMC3031146	[(2412, 2419)]	complex	['The complex nature of non-syndromic altered cardiogenesis presents a significant challenge to investigators interested in deciphering the etiology of CHDs.']	(2408, 2563)
53576	difficult_task	PMC3031146	[(2489, 2498)]	challenge	['The complex nature of non-syndromic altered cardiogenesis presents a significant challenge to investigators interested in deciphering the etiology of CHDs.']	(2408, 2563)
53577	difficult_task	PMC3031146	[(3722, 3729)]	complex	['To understand the mechanisms whereby gene-environment interactions lead to complex disease, epigenetic mechanisms must be considered[21].']	(3647, 3784)
53578	difficult_task	PMC3031146	[(25731, 25738)]	complex	['The importance of epigenetic factors in the development of complex disease is now unquestioned.']	(25672, 25767)
53579	difficult_task	PMC3031146	[(25824, 25831)]	complex	['Embryonic heart development requires a series of highly complex, coordinated and rapid morphogenesis processes.']	(25768, 25879)
53580	difficult_task	PMC3031146	[(26128, 26135)]	complex	['The complex series of events involved in heart development indicates that multiple genes and pathways are responsible for CHDs[52].']	(26124, 26255)
53925	difficult_task	PMC3032617	[(5364, 5373)]	attempted	['Several randomized placebo controlled studies have attempted to repeat Pauling’s experience with inconsistent and variable results which to date can not provide a definite conclusion around the real extent of overall health benefit brought in by vitamin C high daily intake [16-18].']	(5313, 5595)
53926	difficult_task	PMC3032617	[(9414, 9421)]	complex	['All patients were prescribed daily: ferrous sulphate 200mg, folic acid 5mg and vitamin B-complex 60mg once daily tablets.']	(9325, 9446)
53927	difficult_task	PMC3032617	[(11689, 11696)]	complex	['We hypothesized to record at least 30% of women not hospitalized during pregnancy in the control group in consideration of the fact they were supplemented regularly throughout their pregnancy with ferrous, folic acid and B-complex for anemia prevention, also followed-up every month, on the other side at least a 50% of women not hospitalized in the group of women supplemented with vitamin C in a 1:1 randomized ratio.']	(11466, 11885)
53928	difficult_task	PMC3032617	[(18220, 18227)]	complex	['First of all, the rate of women that did not require hospitalization during pregnancy was found significantly higher compared to the group of women undergoing only routine prevention of anemia with iron, folic acid and B-complex supplements.']	(17999, 18240)
53929	difficult_task	PMC3032617	[(22991, 23000)]	difficult	['Coming to methods, we intended by recruiting only women in the first trimester to strengthen the validity of our findings, thus shuffled patient supplementation would have made extremely difficult the interpretation of data.']	(22804, 23028)
53930	difficult_task	PMC3032617	[(23766, 23776)]	difficulty	['That not withstanding, patients were explained to suspend tablets if after less than a week a sudden diarrheal attack was experienced or any difficulty in passing urine not previously present.']	(23625, 23817)
53931	difficult_task	PMC3032617	[(26946, 26958)]	not possible	['Likewise plasma concentration of ascorbic acid was not possible to measure in order to confirm any real difference between women supplemented and not.']	(26895, 27045)
54157	difficult_task	PMC3034879	[(17637, 17644)]	varying	['The duration of exclusive breastfeeding correlated negatively with BMC, ΔBMC, CSA and ΔCSA ( r varying from −0.377 to −0.428, p \u2009=\u20090.002).']	(17542, 17680)
54620	difficult_task	PMC3039633	[(14395, 14407)]	not feasible	['[30]302 children (Australia)1,3(At 4 yrs)Stanford-Binet Intelligence Scale Strengths and Difficulties QuestionnaireIron vs. placebo20 weeks gestation to birth∅ 1,317/21\n1 = cognitive development\n2 = motor development\n3 = behavioral development\n4 = visual development\n5 = auditory development\n∅ = no effect of nutrient(s) on development\n+ = positive effect of nutrient(s) on development\n- = negative effect of nutrient(s) on development\nMVM = multivitamin-mineral\nHCHP = high calorie, high protein\nLCLP = low calorie, low protein\nMVM-A = multivitamin-mineral without vitamin A\nMVM+A = multivitamin-mineral with vitamin A\nLD = lower dosage\nGiven the heterogeneity of methods and outcome measures in the studies reviewed, it was not feasible to compare effect sizes or to perform a meta-analysis.']	(13669, 14462)
