	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D_GENE_LIST	TOTAL_SUCCESSES_IN_VITAMIN_D_GENE_LIST	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
9537	PR_000016291	homeobox protein TGIF2LY	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
7594	CHEBI_77732	cadmium nitrate	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
2293	UBERON_0001956	cartilage of bronchus	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
7311	PR_000010883	myozenin-2	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
11393	GO_0000001	mitochondrion inheritance	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
5387	CHEBI_83163	molasses	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
9706	UBERON_0002087	atrioventricular canal	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
13850	PR_000007124	ephrin type-A receptor 4	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
47	PR_000001659	prostaglandin E2 receptor EP3 subtype	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
8252	GO_0031058	positive regulation of histone modification	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
13200	UBERON_0000920	egg chorion	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
8248	CHEBI_35476	antipsychotic agent	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
7982	PR_000014462	squamous cell carcinoma antigen recognized by T-cells 3	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
12991	PR_000006111	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
43	GO_0015945	methanol metabolic process	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
11485	GO_0031051	scnRNA processing	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
12629	GO_0072006	nephron development	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
9261	CHEBI_64777	2-amino-Delta(2)-thiazoline-4-carboxylic acid	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
3086	UBERON_0001790	outer plexiform layer of retina	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
9477	GO_0070479	nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
14997	CL_0001035	bone cell	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
3854	CL_0000548	animal cell	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
14659	GO_0000458	endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
15909	PR_000005518	cyclin-dependent kinases regulatory subunit 1	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
16617	GO_0019468	nopaline catabolic process	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
2722	PR_000016432	type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
12120	CL_0002516	interrenal chromaffin cell	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
11086	CHEBI_26565	ribosyl group	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
3242	CHEBI_18313	alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
6324	CHEBI_82325	Disperse Blue 1	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
7512	GO_0042737	drug catabolic process	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
5690	PR_P07910	heterogeneous nuclear ribonucleoproteins C1/C2 (human)	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
13815	PR_000001990	C-C motif chemokine 18	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
15777	UBERON_2000623	basipterygium bone	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
13609	CL_0000412	polyploid cell	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
16725	PR_000004909	complement component C8 beta chain	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
11271	CHEBI_61022	naproxol	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
12391	CHEBI_5792	Hydroquinidine	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
594	GO_0019045	latent virus replication	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
2055	GO_0006886	intracellular protein transport	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
286	PR_000017566	zinc finger and BTB domain-containing protein 17	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
7382	CL_0000355	multi-potent skeletal muscle stem cell	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
3739	GO_0019695	choline metabolic process	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
314	SO_0000852	exon_region	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
2126	UBERON_0010409	ocular surface region	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
599	CHEBI_82330	Glu-P-1	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
16118	PR_000001909	platelet glycoprotein V	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
1383	UBERON_0025593	serotonergic system	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
2831	UBERON_0001250	red pulp of spleen	0.05446903401966526	327724	6	51868	3	1.0	False	0.22010395962082566	False
14613	CHEBI_18245	carboxylato group	0.054975186695116154	327724	72	51868	17	1.0	False	0.2220982387365754	False
477	CHEBI_81941	prosulfocarb	0.05544507609647395	327724	32	51868	9	1.0	False	0.22389371027154784	False
10968	GO_0030509	BMP signaling pathway	0.05544507609647395	327724	32	51868	9	1.0	False	0.22389371027154784	False
7459	PR_000008916	interferon alpha-21	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
1696	PR_000004907	complement component C7	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
8360	CHEBI_3220	Bupropion hydrochloride	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
12153	GO_0051452	intracellular pH reduction	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
8348	UBERON_0002038	substantia nigra	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
67	PR_000012999	DNA-directed RNA polymerases I, II, and III subunit RPABC5	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
3113	GO_0006405	RNA export from nucleus	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
1559	PR_000013199	prolargin	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
2019	CHEBI_17120	hexanoate	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
9230	PR_000010788	interferon-induced GTP-binding protein Mx1	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
3593	CHEBI_22580	anthraquinone	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
16870	UBERON_0006562	pharynx	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
7423	SO_0001182	iron_responsive_element	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
8267	SO_0000346	loxP_site	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
7484	CHEBI_18135	catechol	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
2920	UBERON_0001041	foregut	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
16208	GO_0007212	dopamine receptor signaling pathway	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
10892	UBERON_0007616	layer of synovial tissue	0.0570918308561319	327724	14	51868	5	1.0	False	0.2295945432051076	False
3794	CL_0000100	motor neuron	0.05785205492626255	327724	57	51868	14	1.0	False	0.23254542581331505	False
3731	PR_000006266	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	0.05785205492626255	327724	57	51868	14	1.0	False	0.23254542581331505	False
11865	CHEBI_6409	Lentiginosine	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
1962	GO_0060396	growth hormone receptor signaling pathway	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
199	GO_0051776	detection of redox state	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
10533	CHEBI_73165	elf18	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
12820	PR_000005968	cystatin-M	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
994	CL_0005019	pancreatic epsilon cell	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
13559	CHEBI_27641	cycloheximide	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
14265	CHEBI_70971	7-methylinosine	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
14666	UBERON_0002486	glottis	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
2553	CHEBI_73676	3-deoxychenodeoxycholic acid	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
7061	PR_000009991	lymphocyte antigen 6 complex locus protein G5c	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
14557	CHEBI_72855	(4Z,7Z,10Z,13Z,19Z)-16,17-epoxydocosapentaenoic acid	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
2820	CHEBI_33952	sorbose derivative	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
11284	GO_0007525	somatic muscle development	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
10775	UBERON_0002030	nipple	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
7015	GO_0006699	bile acid biosynthetic process	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
9467	UBERON_0008951	left lung lobe	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
1632	CHEBI_33333	alkylidene group	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
10769	PR_000004680	breast carcinoma-amplified sequence 3	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
15608	CHEBI_42471	forskolin	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
7511	PR_000010440	centromere protein U	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
10857	UBERON_0002247	uterine horn	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
8003	GO_0042467	orthokinesis	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
16449	GO_0006881	extracellular sequestering of iron ion	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
11193	UBERON_0002067	dermis	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
7167	PR_000010329	tyrosine-protein kinase Mer	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
12650	CHEBI_23521	cytidine 5'-phosphate	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
16283	CHEBI_7565	nifedipine	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
14622	GO_0007265	Ras protein signal transduction	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
6295	CHEBI_18422	sulfur dioxide	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
12155	GO_0046444	FMN metabolic process	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
171	CHEBI_63613	nevirapine	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
5972	CL_0000216	Sertoli cell	0.05928167193675013	327724	10	51868	4	1.0	False	0.23650804960972954	False
12858	UBERON_0001708	jaw skeleton	0.05936927313729324	327724	23	51868	7	1.0	False	0.23664280085957362	False
7216	GO_0000238	zygotene	0.05936927313729324	327724	23	51868	7	1.0	False	0.23664280085957362	False
3161	CHEBI_17575	S-(5-deoxy-D-ribos-5-yl)-L-homocysteine	0.05936927313729324	327724	23	51868	7	1.0	False	0.23664280085957362	False
5380	CL_0000510	paneth cell	0.05936927313729324	327724	23	51868	7	1.0	False	0.23664280085957362	False
10908	CHEBI_22652	ascorbic acid	0.06148896101416247	327724	73	51868	17	1.0	False	0.24503622669273994	False
14092	UBERON_0002254	thyroglossal duct	0.06226766176831813	327724	105	51868	23	1.0	False	0.24750037900772723	False
16203	GO_0000003	reproduction	0.06294405382458625	327724	1599	51868	276	1.0	False	0.24750037900772723	False
249	GO_0030153	bacteriocin immunity	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
5174	UBERON_0000087	inner cell mass	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
2438	UBERON_0001707	nasal cavity	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
13739	CHEBI_42068	idarubicin	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
16375	PR_000002200	cytoplasmic tyrosine-protein kinase BMX	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
2555	CHEBI_24068	fluoroamino acid	0.0635210086407971	327724	28	51868	8	1.0	False	0.24750037900772723	False
5167	UBERON_0001401	longissimus thoracis muscle	0.06593110598114281	327724	33	51868	9	1.0	False	0.24750037900772723	False
3116	PR_000001139	interleukin-17B	0.06593110598114281	327724	33	51868	9	1.0	False	0.24750037900772723	False
11945	PR_000008809	heat shock 70 kDa protein 4L	0.06593110598114281	327724	33	51868	9	1.0	False	0.24750037900772723	False
7959	UBERON_2001275	sublingual bone	0.06593110598114281	327724	33	51868	9	1.0	False	0.24750037900772723	False
5687	GO_0036503	ERAD pathway	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
6929	UBERON_0000038	follicular fluid	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
10166	GO_0051620	norepinephrine uptake	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
13484	UBERON_0004180	mammary gland fat	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
260	UBERON_0002027	stratum corneum of epidermis	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
2547	GO_0043052	thermotaxis	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
11627	GO_0043204	perikaryon	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
5593	CHEBI_22583	antifeedant	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
6233	UBERON_0010005	placental labyrinth villous	0.06697925959915635	327724	19	51868	6	1.0	False	0.24750037900772723	False
5143	SO_0000772	genomic_island	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5717	PR_000008190	adhesion G-protein coupled receptor G2	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9789	CHEBI_86900	methyl-4-acetoxybenzoate	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7508	CHEBI_28909	iprodione	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8119	PR_000012203	proteasomal ATPase-associated factor 1	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8488	CHEBI_59795	thiohemiacetal	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10824	CL_0000503	theca cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5843	CL_0002633	respiratory basal cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7148	PR_000014409	protein S100-A2	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10027	CHEBI_27481	rhodexin A	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7188	CHEBI_80100	C15810	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6477	GO_0009641	shade avoidance	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8240	CHEBI_34603	CPP	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5346	GO_0018979	trichloroethylene metabolic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4749	CHEBI_86624	G b1-G	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5385	PR_000001662	proteinase-activated receptor 2	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10289	GO_0031983	vesicle lumen	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5776	GO_0016050	vesicle organization	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5236	PR_000010693	NADH-ubiquinone oxidoreductase chain 5	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7417	CHEBI_8502	6-propyl-2-thiouracil	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7972	GO_0008209	androgen metabolic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5832	CHEBI_6954	Mitotane	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6788	GO_0043599	nuclear DNA replication factor C complex	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7489	GO_0043265	ectoplasm	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6593	CHEBI_33619	boron oxoanion	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7668	SO_0000622	C_box	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7661	PR_000010210	mitochondrial antiviral-signaling protein	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8419	GO_0007341	penetration of zona pellucida	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6613	CHEBI_5931	insulin (human)	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10207	PR_000024990	type II interferon	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
11085	PR_000003563	ATP-binding cassette sub-family C member 8	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7754	SO_0000755	plasmid_vector	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8230	PR_000007318	acyl-CoA 6-desaturase	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6256	UBERON_0000930	stomodeum	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6942	PR_000004915	carbonic anhydrase 12	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6057	CHEBI_38595	3H-pyrazole	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10712	GO_0009517	PSII associated light-harvesting complex II	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6301	UBERON_0001895	metencephalon	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9752	PR_000016181	transcription factor 23	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10069	CHEBI_32238	Tocopherol calcium succinate	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5355	PR_000001455	frizzled-9	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9580	CHEBI_24862	iodoamino acid	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4815	CHEBI_31982	Perisoxal citrate	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5538	UBERON_0005725	olfactory system	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8333	GO_0006641	triglyceride metabolic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10785	CHEBI_64372	emericellamide	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5979	GO_0007249	I-kappaB kinase/NF-kappaB signaling	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10150	SO_0005858	syntenic_region	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10383	PR_000010414	MIF4G domain-containing protein	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5714	UBERON_0005252	lesser sac cavity	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8026	GO_0007446	imaginal disc growth	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9740	CHEBI_64664	(2-nitrophenyl)azo group	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10814	CHEBI_25002	lactosamines	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8316	CL_0002638	bronchioalveolar stem cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8596	CL_0000039	germ line cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5986	PR_000002064	macrosialin	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6393	PR_000015800	syntaxin-8	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6457	GO_0007476	imaginal disc-derived wing morphogenesis	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4836	CHEBI_2942	azadirachtin A	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6861	GO_0045321	leukocyte activation	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5645	CHEBI_60241	beta-D-Gal-(1->3)-alpha-D-GalNAc-OBn	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5511	PR_000011158	neurogenin-3	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10363	UBERON_0001887	internal capsule of telencephalon	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10959	UBERON_0006114	lateral occipital cortex	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9593	PR_000009205	lysine-specific demethylase 5B	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8054	PR_000001682	vasopressin V1b receptor	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5748	PR_000007007	eukaryotic translation initiation factor 6	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5960	UBERON_0034981	superior bulb of internal jugular vein	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10618	PR_000014429	phosphatidylinositol-3-phosphatase SAC1	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8441	UBERON_2001341	intervening zone	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9782	GO_0019629	propionate catabolic process, 2-methylcitrate cycle	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7768	PR_000005179	CD99 molecule-like protein 2	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5913	GO_0045110	intermediate filament bundle assembly	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5023	PR_000001715	trace amine-associated receptor 6	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10155	GO_0000101	sulfur amino acid transport	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7086	GO_0070311	nucleosomal methylation activator complex	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5424	GO_0042466	chemokinesis	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9068	GO_0030397	membrane disassembly	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5201	CHEBI_77182	food colouring	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4586	CHEBI_30527	flavin	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4953	PR_000009359	krueppel-like factor 15	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10186	GO_0072577	endothelial cell apoptotic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9584	PR_000007877	guanylate-binding protein 4	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6638	CHEBI_2720	Angiotensinogen	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4810	GO_0019349	ribitol metabolic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10568	CL_0000222	mesodermal cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5286	CHEBI_84177	14-HPDHE	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8037	PR_000005969	cystatin-F	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6044	GO_0097427	microtubule bundle	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9978	CHEBI_16706	2-iodophenol	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
4877	PR_000004739	class E basic helix-loop-helix protein 23	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6353	CHEBI_76298	22-oxodocosanoate	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6279	PR_000029677	pleckstrin homology domain-containing family H member 3	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10664	GO_0009689	induction of phytoalexin biosynthetic process	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7536	GO_0034356	NAD biosynthesis via nicotinamide riboside salvage pathway	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
5469	CL_0000959	T2 B cell	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6753	CHEBI_30216	alpha-particle	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
6894	SO_0001042	phage_sequence	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8494	PR_000014160	ropporin-1-like protein	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7224	PR_000001562	vasopressin/oxytocin receptor	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
8016	CL_0000808	DN4 thymocyte	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7734	PR_000010876	myoferlin	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9410	CHEBI_43451	hydrogen iodide	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10354	CHEBI_52353	chlorine perchlorate	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
7259	CHEBI_24403	glycosyl group	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
10888	CHEBI_68219	aspergillusene B	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
9293	GO_0051294	establishment of spindle orientation	0.06721607017746532	327724	3	51868	2	1.0	False	0.24750037900772723	False
