	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
5290	PR_000036866	neurexin-3-beta	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
11979	CHEBI_7447	nafcillin	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
13281	CHEBI_28660	(-)-alpha-pinene	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5311	CHEBI_82341	Methylazoxymethanol acetate	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9164	GO_0090232	positive regulation of spindle checkpoint	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9162	CHEBI_82492	N-Methylolacrylamide	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
1980	PR_000006744	dual specificity protein phosphatase 18	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9158	UBERON_0003512	lung blood vessel	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5377	CHEBI_67264	geranic acid	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
13294	CHEBI_24322	glutamoyl group	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
8045	CL_0002249	primitive cardiac myocyte	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
1901	CHEBI_65350	lorcaserin hydrochloride	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9897	GO_0071939	vitamin A import	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
7310	CHEBI_52182	meso-bromoporphyrin	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
13505	CHEBI_82295	Bitumens	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
4476	GO_0019216	regulation of lipid metabolic process	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9103	CHEBI_85670	N-oleoyl-sn-glycero-3-phosphoethanolamine	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
12087	GO_0035683	memory T cell extravasation	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
7303	UBERON_0004230	urinary bladder neck smooth muscle	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
13515	UBERON_0002649	dorsolateral fasciculus of medulla	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
7560	PR_000016580	tropomyosin beta chain	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5130	CHEBI_17789	dihydrochelirubine	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5086	CHEBI_86378	(25R)-3beta-hydroxycholest-5-en-26-oic acid	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5095	GO_0007040	lysosome organization	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9375	GO_0003064	regulation of heart rate by hormone	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5103	PR_000005344	centrosomal protein of 170 kDa	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9869	UBERON_0001485	knee joint	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5104	UBERON_0001566	cricothyroid muscle	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5111	GO_0019277	UDP-N-acetylgalactosamine biosynthetic process	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5127	CHEBI_32029	potassium acetate	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9305	CHEBI_65129	2-hydroxy-AMP	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9779	GO_0071475	cellular hyperosmotic salinity response	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5153	UBERON_0000110	neurula stage	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
2033	GO_0034309	primary alcohol biosynthetic process	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
8008	UBERON_0004469	musculature of back	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5138	CHEBI_668	1-Phenyl-5-heptene-1,3-diyne	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9346	CHEBI_35417	alpha-amino-acid residue radical	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
9332	CHEBI_16462	glycylpeptide	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
11868	GO_0043174	nucleoside salvage	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
5136	GO_0030989	dynein-driven meiotic oscillatory nuclear movement	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
13154	CHEBI_63219	alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer	0.04750344466018124	182892	1	8688	1	1.0	False	0.841719033731638	False
12953	UBERON_0006074	lumbar region of vertebral column	0.047818940180705205	182892	42	8688	5	1.0	False	0.8462089336393366	False
6184	UBERON_0000023	wing	0.050353034406854666	182892	132	8688	11	1.0	False	0.8898968181942953	False
3075	CHEBI_72639	13-HODE	0.0512572194564887	182892	18	8688	3	1.0	False	0.9024877519646085	False
2139	PR_000006877	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	0.0512572194564887	182892	18	8688	3	1.0	False	0.9024877519646085	False
2491	GO_0007567	parturition	0.051851157991977634	182892	24088	8688	1195	1.0	False	0.9024877519646085	False
7798	GO_0055064	chloride ion homeostasis	0.05211059723339796	182892	30	8688	4	1.0	False	0.9024877519646085	False
6572	CHEBI_51383	hydridocarbon(3.)	0.05211059723339796	182892	30	8688	4	1.0	False	0.9024877519646085	False
11605	UBERON_0001255	urinary bladder	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
5542	UBERON_0006351	principal vein of forelimb	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
920	PR_000001708	sphingosine 1-phosphate receptor 3	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
6436	GO_0008036	diuretic hormone receptor activity	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
12859	PR_000000036	BMP receptor type-1B	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
6645	UBERON_0001262	wall of intestine	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
4080	UBERON_0010270	filum terminale externum	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
9367	GO_0031295	T cell costimulation	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
5888	GO_0043204	perikaryon	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
8950	GO_0006816	calcium ion transport	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
5424	CHEBI_38557	cytochrome c2	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
10605	GO_1901142	insulin metabolic process	0.05219142437605398	182892	8	8688	2	1.0	False	0.9024877519646085	False
5096	GO_0050905	neuromuscular process	0.05389439209702052	182892	102	8688	9	1.0	False	0.9307541022991148	False
1121	PR_000000034	BMP	0.05655008221348395	182892	44	8688	5	1.0	False	0.975381544608775	False
7065	GO_0051301	cell division	0.05664971346150588	182892	58	8688	6	1.0	False	0.9758647226630583	False
1881	GO_0009056	catabolic process	0.057665389241319503	182892	31	8688	4	1.0	False	0.9908557298893059	False
3721	UBERON_0001782	pigmented layer of retina	0.057665389241319503	182892	31	8688	4	1.0	False	0.9908557298893059	False
692	CL_0000084	T cell	0.058689484211618514	182892	612	8688	38	1.0	False	1.0	False
5921	PR_000001679	trace amine-associated receptor 5	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
3183	CL_0002061	T-helper 9 cell	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
2173	GO_0035801	adrenal cortex development	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
7854	CL_0000782	myeloid dendritic cell	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
3169	UBERON_0004452	carpal region	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
6565	CL_0000226	single nucleate cell	0.05878450307909289	182892	19	8688	3	1.0	False	1.0	False
7745	GO_0050817	coagulation	0.05991394535678944	182892	136	8688	11	1.0	False	1.0	False
3632	CHEBI_28017	starch	0.06123618138643737	182892	45	8688	5	1.0	False	1.0	False
12982	CL_0000066	epithelial cell	0.06123618138643737	182892	45	8688	5	1.0	False	1.0	False
5998	UBERON_0002113	kidney	0.06134264375888335	182892	1353	8688	77	1.0	False	1.0	False
6458	UBERON_0001155	colon	0.06326447609672632	182892	187	8688	14	1.0	False	1.0	False
11320	CHEBI_34850	milrinone lactate	0.06352327882952817	182892	32	8688	4	1.0	False	1.0	False
1494	CHEBI_50694	minocycline	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
11788	GO_0072147	glomerular parietal epithelial cell fate commitment	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
6677	UBERON_0005299	prepuce of clitoris	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
4628	GO_0030164	protein denaturation	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
6507	GO_0002455	humoral immune response mediated by circulating immunoglobulin	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
6912	UBERON_0001789	outer nuclear layer of retina	0.06503148964645163	182892	9	8688	2	1.0	False	1.0	False
7555	CHEBI_29108	calcium(2+)	0.06557461830498908	182892	106	8688	9	1.0	False	1.0	False
9972	CHEBI_65417	(+)-aplysinillin	0.06613521798202653	182892	46	8688	5	1.0	False	1.0	False
11214	UBERON_0002103	hindlimb	0.06679780679579954	182892	20	8688	3	1.0	False	1.0	False
2202	CHEBI_24009	eumelanin	0.06679780679579954	182892	20	8688	3	1.0	False	1.0	False
4687	CL_0000010	cultured cell	0.06968018816696751	182892	33	8688	4	1.0	False	1.0	False
2228	CHEBI_72544	flavonoids	0.06968018816696751	182892	33	8688	4	1.0	False	1.0	False
10334	CHEBI_7587	nitroalkane	0.06968018816696751	182892	33	8688	4	1.0	False	1.0	False
7368	GO_0019095	pole plasm mitochondrial rRNA localization	0.0752786223595654	182892	21	8688	3	1.0	False	1.0	False
9032	CL_0000912	helper T cell	0.0752786223595654	182892	21	8688	3	1.0	False	1.0	False
9983	GO_0006415	translational termination	0.0752786223595654	182892	21	8688	3	1.0	False	1.0	False
1580	GO_0042592	homeostatic process	0.07624638442881344	182892	315	8688	21	1.0	False	1.0	False
3148	GO_0007566	embryo implantation	0.0770106480570569	182892	571	8688	35	1.0	False	1.0	False
9148	PR_000004738	class E basic helix-loop-helix protein 22	0.07705037571994962	182892	210	8688	15	1.0	False	1.0	False
6542	GO_0007601	visual perception	0.07852229897952773	182892	628	8688	38	1.0	False	1.0	False
2973	GO_0019417	sulfur oxidation	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
10398	GO_0002901	mature B cell apoptotic process	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
193	1	A1BG (human)	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
1682	PR_000007760	gamma-aminobutyric acid receptor-associated protein-like 3	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
5407	PR_000008918	interferon alpha-5	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
11081	GO_0030217	T cell differentiation	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
1972	CHEBI_36961	chalcocarbonic acid	0.07879049653889711	182892	10	8688	2	1.0	False	1.0	False
3493	GO_0008219	cell death	0.08149713265991682	182892	79	8688	7	1.0	False	1.0	False
2334	GO_0007507	heart development	0.08149713265991682	182892	79	8688	7	1.0	False	1.0	False
4738	GO_0060324	face development	0.08287040576727696	182892	35	8688	4	1.0	False	1.0	False
9652	UBERON_0004821	pulmonary alveolus epithelium	0.08287040576727696	182892	35	8688	4	1.0	False	1.0	False
2147	UBERON_0001135	smooth muscle tissue	0.08302614570955273	182892	64	8688	6	1.0	False	1.0	False
7313	PR_000002011	MHC class I histocompatibility antigen C alpha chain	0.08302614570955273	182892	64	8688	6	1.0	False	1.0	False
646	GO_0005634	nucleus	0.08607622353148199	182892	356	8688	23	1.0	False	1.0	False
5788	GO_0071743	IgE immunoglobulin complex, circulating	0.08755536384876035	182892	672	8688	40	1.0	False	1.0	False
6221	UBERON_0003215	alveolus	0.08798553053535041	182892	65	8688	6	1.0	False	1.0	False
3860	GO_0006915	apoptotic process	0.08979876834641709	182892	431	8688	27	1.0	False	1.0	False
6994	CHEBI_16610	spermidine	0.08989140317423511	182892	36	8688	4	1.0	False	1.0	False
93	GO_0009653	anatomical structure morphogenesis	0.09031645297590142	182892	81	8688	7	1.0	False	1.0	False
10357	UBERON_0000981	femur	0.09057726960012519	182892	97	8688	8	1.0	False	1.0	False
12691	GO_0005622	intracellular anatomical structure	0.09179360793875933	182892	251	8688	17	1.0	False	1.0	False
2365	GO_0001714	endodermal cell fate specification	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2370	GO_0001866	NK T cell proliferation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5916	GO_0031147	1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one metabolic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
7618	CL_0000745	retina horizontal cell	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4626	GO_0061375	mammillotectal axonal tract development	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5650	CL_0000024	oogonial cell	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1671	CL_0000595	enucleate erythrocyte	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
7540	PR_000017409	protein WFDC13	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5874	CL_0002241	pulmonary interstitial fibroblast	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
7353	PR_000008875	islet amyloid polypeptide	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8736	CHEBI_83610	valifenalate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
930	GO_1990171	SCF complex disassembly in response to cadmium stress	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5735	CHEBI_64330	wybutoxosine	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12696	CL_0002535	epithelial cell of cervix	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4599	CHEBI_72842	9-oxo-ODE	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1685	GO_0019386	methanogenesis, from carbon dioxide	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1755	CHEBI_82350	5-Nitroacenaphthene	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9812	GO_0060986	endocrine hormone secretion	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2543	GO_0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5703	CHEBI_75874	para-terphenyl	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8890	GO_0006116	NADH oxidation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1796	CHEBI_85160	3-hydroxylubimin	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4523	UBERON_0002097	skin of body	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
552	CHEBI_16933	ergosterol	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13521	UBERON_0003822	forelimb stylopod	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11670	GO_0060425	lung morphogenesis	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5396	CHEBI_25286	methylbutanoyl-CoA	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12017	CHEBI_35646	galanthan	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
999	SO_0001040	integrated_plasmid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5359	CHEBI_86939	s perillic acid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11987	GO_0009697	salicylic acid biosynthetic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1944	GO_0038008	TRAF-mediated signal transduction	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9420	CHEBI_84175	2-methylhexadecanoate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1965	GO_0002290	gamma-delta T cell activation involved in immune response	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5275	CHEBI_23447	cyclic nucleotide	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5068	GO_0001833	inner cell mass cell proliferation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6751	UBERON_0000365	urothelium	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5151	CHEBI_79988	Sobetirome	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5190	CHEBI_32906	gibberellin A24	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2078	CHEBI_23401	coumaric acid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12767	GO_0070509	calcium ion import	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13261	CHEBI_75902	hispidulin	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5183	CHEBI_75970	2'-phospho-cyclic ADP-ribose(3-)	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6800	PR_000004910	complement component C8 gamma chain	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1898	UBERON_0002615	ventral tegmental decussation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9501	PR_000006880	extracellular matrix protein 2	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6689	UBERON_0001915	endothelium of capillary	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
521	CHEBI_76285	(R)-vedaprofen	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12810	UBERON_0004004	cerebellum lobule	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6855	GO_0038032	termination of G protein-coupled receptor signaling pathway	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2310	PR_000005058	extracellular calcium-sensing receptor	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9640	PR_000013060	peroxisome proliferator-activated receptor gamma coactivator 1-beta	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4290	GO_0019539	hydroxymate-containing siderophore biosynthetic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13504	GO_0000901	translation repressor activity, non-nucleic acid binding	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9090	CHEBI_16695	uridine 5'-monophosphate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
7235	UBERON_0004766	cranial bone	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9610	CL_0002198	oncocyte	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
496	UBERON_0007149	inferior thyroid artery	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12051	UBERON_0006918	parakeratinized epithelium of tongue	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2246	GO_0002028	regulation of sodium ion transport	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
980	CHEBI_50024	o-aminophenylarsonous acid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
981	CHEBI_30272	arsonium	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
982	PR_000006033	cathepsin S	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11756	GO_0042541	hemoglobin biosynthetic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9531	UBERON_2002051	scale circulus	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12059	GO_0019073	viral DNA genome packaging	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4795	CHEBI_46916	vinyl acetate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6047	CHEBI_8494	Propiverine hydrochloride	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13123	GO_0033576	protein glycosylation in cytosol	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11075	CHEBI_72759	N-(pentadecanoyl)sphinganine-1-phosphocholine	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1314	CHEBI_74351	aclacinomycin T	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3663	PR_000007367	fibrosin-1-like protein	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3041	GO_0002411	T cell tolerance induction to tumor cell	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6464	UBERON_0002004	trunk of sciatic nerve	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3753	CHEBI_73165	elf18	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11116	UBERON_0003487	skin sebaceous gland	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6454	CHEBI_78907	1,2-dioleoyl-sn-glycero-3-phospho-(1'-sn-glycerol-3'-phosphate)(3-)	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11065	GO_0042358	thiamine diphosphate catabolic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3773	CHEBI_28783	zinc protoporphyrin	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1166	CL_0000098	sensory epithelial cell	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
5942	CHEBI_86157	cadmium sulfate hydrate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13054	CHEBI_13392	NAD(P)H	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12896	GO_0006983	ER overload response	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
675	CHEBI_67723	Anhydrofurospongin-1	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3903	UBERON_0002949	tectospinal tract	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6449	CHEBI_76261	1-nitropropane	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8130	GO_0070706	RNA nucleotide deletion	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2981	UBERON_0002416	integumental system	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
7782	UBERON_0007771	epidermis gland	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3610	SO_0001035	piRNA	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8199	GO_0006307	DNA dealkylation involved in DNA repair	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12605	CHEBI_51467	PicoGreen	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
789	UBERON_0004983	mucosa of vagina	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3275	GO_0002270	plasmacytoid dendritic cell activation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12952	CHEBI_83135	(S)-penflufen	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8158	PR_000006494	disrupted in schizophrenia 1 protein	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12586	CHEBI_50484	hepta-2,4,6-trienoic acid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12976	CHEBI_26543	rhamnogalacturonan	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8165	CHEBI_35047	xanthomicrol	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
10796	CHEBI_34674	dextran sulfate	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3402	GO_0034209	sterol acetylation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3405	CHEBI_53758	PAP	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12623	GO_0001780	neutrophil homeostasis	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12986	CHEBI_75903	arsenic(1-) sulfides	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12545	CL_0002131	regular ventricular cardiac myocyte	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
11016	UBERON_0002365	exocrine gland	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3551	CHEBI_9107	senecionine	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3560	CHEBI_78601	11,21-dioxoprogesterone	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3080	GO_0048597	post-embryonic camera-type eye morphogenesis	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1292	PR_000010999	N-acetyltransferase 14	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8352	GO_0038128	ERBB2 signaling pathway	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6291	GO_0010264	myo-inositol hexakisphosphate biosynthetic process	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
3839	CHEBI_30255	sulfidocarbonate(.1-)	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
13105	GO_0006298	mismatch repair	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6180	UBERON_0002595	orbital sulcus	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8107	CL_0002368	respiratory epithelial cell	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6122	CHEBI_6872	methylene blue	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12308	CHEBI_26375	pterins	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6279	GO_0019286	glycine betaine biosynthetic process from glycine	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
12307	UBERON_0010172	bulb of aorta	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6116	GO_1900101	regulation of endoplasmic reticulum unfolded protein response	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2658	GO_0007127	meiosis I	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6646	GO_0051217	molybdenum incorporation via L-aspartyl molybdenum bis(molybdopterin guanine dinucleotide)	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
10110	CHEBI_64980	gammaGluCys(IAN)Gly	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
2650	CHEBI_30799	dioxosuccinic acid	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4243	UBERON_0003605	eye skin gland	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
6050	CHEBI_63609	mefloquine	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
9316	UBERON_0003861	neural arch	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
8655	CL_0000060	odontoblast	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
1637	PR_000013830	calcipressin-2	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
594	GO_0098789	pre-mRNA cleavage required for polyadenylation	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
4096	PR_000004909	complement component C8 beta chain	0.09275055948780826	182892	2	8688	1	1.0	False	1.0	False
