	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S18-PMC4859539	PMC4859539	5/2016	S18-PMC4859539	['it was hypothesized that (1) total current circulating 25(oh)d would be positively correlated with cathelicidin in children; (2) children with higher plasma cathelicidin concentrations would have had fewer infections than children with lower cathelicidin concentrations; and (3) cathelicidin concentration would increase with advancing age.']	[('INCOMPLETE_EVIDENCE', 7), ('FUTURE_PREDICTION', 63), ('SUPERFICIAL_RELATIONSHIP', 83), ('FUTURE_PREDICTION', 185), ('FUTURE_PREDICTION', 306)]	5	[('CHEBI_71657', 'versiconol acetate', 55, '25(OH)D'), ('UBERON_0001969', 'blood plasma', 150, 'plasma'), ('CHEBI_3364', 'Canthiumine', 157, 'cathelicidin'), ('CHEBI_3364', 'Canthiumine', 242, 'cathelicidin'), ('CHEBI_3364', 'Canthiumine', 279, 'cathelicidin')]	0	['hypothesized (1) total current circulating 25(oh)d would positively correlated cathelicidin children; (2) children higher plasma  concentrations would fewer infections children lower  concentrations; (3)  concentration would increase advancing age.']
S39-PMC4859539	PMC4859539	5/2016	S39-PMC4859539	['samples with concentrations above the standard curve upper limit were diluted further due to their higher cathelicidin concentration.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 106, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 106, 'cathelicidin')]	0	['samples concentrations standard curve upper limit diluted due higher  concentration.']
S41-PMC4859539	PMC4859539	5/2016	S41-PMC4859539	['the detection limit of the human cathelicidin elisa was 0.14 ng/ml.']	N/A	N/A	[('NCBITaxon_9606', 'Homo sapiens', 27, 'human'), ('CHEBI_3364', 'Canthiumine', 33, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 33, 'cathelicidin')]	0	['detection limit human  elisa 0.14 ng/ml.']
S42-PMC4859539	PMC4859539	5/2016	S42-PMC4859539	['statistical analysis\nanalysis was completed using the cathelicidin concentration values obtained from each child’s yearly follow-up visit.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 54, 'cathelicidin')]	0	['statistical analysis\nanalysis completed using  concentration values obtained child’s yearly follow-up visit.']
S43-PMC4859539	PMC4859539	5/2016	S43-PMC4859539	['spearman correlations (ρ) were used to assess the association between each child’s cathelicidin concentration and the 25(oh)d concentrations obtained at various time points: (1) at the corresponding follow-up visit; (2) at delivery; (3) maternal concentration of 25(oh)d throughout pregnancy (using the area under the curve from visit 3 to visit 7); and (4) maternal concentration of 25(oh)d within one month of delivery.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 83, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 118, '25(OH)D'), ('GO_0007567', 'parturition', 223, 'delivery'), ('CHEBI_71657', 'versiconol acetate', 263, '25(OH)D'), ('GO_0007565', 'female pregnancy', 282, 'pregnancy'), ('CHEBI_71657', 'versiconol acetate', 384, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 384, '25(OH ... D'), ('GO_0007567', 'parturition', 412, 'delivery')]	0	['spearman correlations (ρ) used assess association child’s  concentration 25(oh)d concentrations obtained various time points: (1) corresponding follow-up visit; (2) delivery; (3) maternal concentration 25(oh)d throughout pregnancy (using area curve visit 3 visit 7); (4) maternal concentration 25(oh)d within one month delivery.']
S44-PMC4859539	PMC4859539	5/2016	S44-PMC4859539	['each child’s cathelicidin concentration also was compared to the frequency of infections each child had diagnosed within the last year, and to the age of the child.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 13, 'cathelicidin')]	0	['child’s  concentration also compared frequency infections child diagnosed within last year, age child.']
S45-PMC4859539	PMC4859539	5/2016	S45-PMC4859539	['a post-hoc analysis was conducted to determine if bmi and percent fat had an effect on cathelicidin concentration.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 34), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 47), ('SUPERFICIAL_RELATIONSHIP', 77)]	3	[('CHEBI_3364', 'Canthiumine', 87, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 87, 'cathelicidin')]	0	['post-hoc analysis conducted determine bmi percent fat effect  concentration.']
S46-PMC4859539	PMC4859539	5/2016	S46-PMC4859539	['in the 40 children in whom repeat yearly cathelicidin concentrations were available, a wilcoxon signed rank test of paired samples was performed.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 41, 'cathelicidin')]	0	['40 children repeat yearly  concentrations available, wilcoxon signed rank test paired samples performed.']
S53-PMC4859539	PMC4859539	5/2016	S53-PMC4859539	['table 1 shows the demographics and clinical characteristics of the 133 children participants in this study with measurement of circulating cathelicidin.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 139, 'cathelicidin')]	0	['table 1 shows demographics clinical characteristics 133 children participants study measurement circulating .']
S58-PMC4859539	PMC4859539	5/2016	S58-PMC4859539	['three subjects had cathelicidin concentrations that were more than two times greater than the next lowest concentration.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 19, 'cathelicidin')]	0	['three subjects  concentrations two times greater next lowest concentration.']
S59-PMC4859539	PMC4859539	5/2016	S59-PMC4859539	['these subjects had cathelicidin values of 737.5, 2000.4, and 3368.6 ng/ml, while the next highest value was 195.6 ng/ml.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 19, 'cathelicidin')]	0	['subjects  values 737.5, 2000.4, 3368.6 ng/ml, next highest value 195.6 ng/ml.']
S60-PMC4859539	PMC4859539	5/2016	S60-PMC4859539	['the subjects with the three highest cathelicidin concentration values had characteristics including 25(oh)d, bmi, percent fat, race/ethnicity, and age, which were comparable to the corresponding variable represented in the entire cohort.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 36, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 100, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 100, '25(OH)D')]	0	['subjects three highest  concentration values characteristics including 25(oh)d, bmi, percent fat, race/ethnicity, age, comparable corresponding variable represented entire cohort.']
S71-PMC4859539	PMC4859539	5/2016	S71-PMC4859539	['cathelicidin (ng/ml)characteristicmedian (iqr)1p-valuerace/ethnicity0.999\xa0\xa0\xa0\xa0black26.8 (23.3, 41.6)\xa0\xa0\xa0\xa0\xa0white27.7 (18.0, 51.9)\xa0\xa0\xa0\xa0\xa0hispanic30.2 (20.2, 39.0)\xa0vitamin d status at follow-up visit0.78\xa0\xa0\xa0\xa0deficient (<20 ng/ml)27.4 (19.8, 35.9)\xa0\xa0\xa0\xa0\xa0sufficient (≥20 ng/ml)29.6 (20.2, 43.2)\xa0\n1iqr represents 25th and 75th percentile\nno significant overall correlation existed between the children’s cathelicidin concentration and the children’s 25(oh)d concentration at the time of follow-up visit, nor did one exist when the cohort was stratified by race/ethnicity.']	N/A	N/A	[('CHEBI_3461', 'Casuarictin', 0, 'Cathelicidin'), ('PR_000004907', 'complement component C7', 0, 'Cathelicidin'), ('CHEBI_28384', 'vitamin K', 157, 'Vitamin D'), ('CHEBI_3364', 'Canthiumine', 391, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 437, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 437, '25(OH ... D')]	0	['cathelicidin (ng/ml)characteristicmedian (iqr)1p-valuerace/ethnicity0.999\xa0\xa0\xa0\xa0black26.8 (23.3, 41.6)\xa0\xa0\xa0\xa0\xa0white27.7 (18.0, 51.9)\xa0\xa0\xa0\xa0\xa0hispanic30.2 (20.2, 39.0)\xa0vitamin status follow-up visit0.78\xa0\xa0\xa0\xa0deficient (<20 ng/ml)27.4 (19.8, 35.9)\xa0\xa0\xa0\xa0\xa0sufficient (≥20 ng/ml)29.6 (20.2, 43.2)\xa0\n1iqr represents 25th 75th percentile\nno significant overall correlation existed children’s  concentration children’s 25(oh)d concentration time follow-up visit, one exist cohort stratified race/ethnicity.']
S73-PMC4859539	PMC4859539	5/2016	S73-PMC4859539	['neither bmi, nor percent fat were found to correlate with cathelicidin concentration.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 58, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 58, 'cathelicidin')]	0	['neither bmi, percent fat found correlate  concentration.']
S74-PMC4859539	PMC4859539	5/2016	S74-PMC4859539	['within the entire cohort, age of the child and cathelicidin concentration demonstrated a positive correlation (ρ = 0.236, p = 0.005).']	[('INCOMPLETE_EVIDENCE', 74), ('SUPERFICIAL_RELATIONSHIP', 98)]	2	[('CHEBI_3364', 'Canthiumine', 47, 'cathelicidin')]	0	['within entire cohort, age child  concentration demonstrated positive correlation (ρ = 0.236, p = 0.005).']
S75-PMC4859539	PMC4859539	5/2016	S75-PMC4859539	['as the age of the child increased, the concentration of cathelicidin also increased ( fig 1 ).']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 56, 'cathelicidin')]	0	['age child increased, concentration  also increased ( fig 1 ).']
S78-PMC4859539	PMC4859539	5/2016	S78-PMC4859539	['there was a significant positive correlation between age and cathelicidin concentration (ρ = 0.236, p = 0.005); ρ value represents spearman correlation.']	[('SUPERFICIAL_RELATIONSHIP', 33)]	1	[('CHEBI_3364', 'Canthiumine', 61, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 61, 'cathelicidin')]	0	['significant positive correlation age  concentration (ρ = 0.236, p = 0.005); ρ value represents spearman correlation.']
S79-PMC4859539	PMC4859539	5/2016	S79-PMC4859539	['the upper and lower edges of the box represent the 75thpercentile and the 25thpercentile of cathelicidin concentration, respectively, measured by elisa and reported in ng/ml.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 92, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 92, 'cathelicidin')]	0	['upper lower edges box represent 75thpercentile 25thpercentile  concentration, respectively, measured elisa reported ng/ml.']
S83-PMC4859539	PMC4859539	5/2016	S83-PMC4859539	['when comparing cathelicidin concentrations of children who were deficient with those who were sufficient, (25(oh)d concentrations ≥20 ng/ml), there were no statistically significant differences.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 15, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 15, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 107, '25(OH)D')]	0	['comparing  concentrations children deficient sufficient, (25(oh)d concentrations ≥20 ng/ml), statistically significant differences.']
S84-PMC4859539	PMC4859539	5/2016	S84-PMC4859539	['in the group of children with a total circulating 25(oh)d concentration ≥20 ng /ml, cathelicidin concentration was significantly positively associated with age (ρ = 0.373, p = 0.0002).']	[('SUPERFICIAL_RELATIONSHIP', 140)]	1	[('CHEBI_71657', 'versiconol acetate', 50, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 50, '25(OH)D'), ('CHEBI_3364', 'Canthiumine', 84, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 84, 'cathelicidin')]	0	['group children total circulating 25(oh)d concentration ≥20 ng /ml,  concentration significantly positively associated age (ρ = 0.373, p = 0.0002).']
S85-PMC4859539	PMC4859539	5/2016	S85-PMC4859539	['within this same group, cathelicidin concentration was negatively associated with the number of documented infections a child experienced in the last year (ρ = -0.205, p = 0.047).']	[('SUPERFICIAL_RELATIONSHIP', 66)]	1	[('CHEBI_3364', 'Canthiumine', 24, 'cathelicidin')]	0	['within group,  concentration negatively associated number documented infections child experienced last year (ρ = -0.205, p = 0.047).']
S89-PMC4859539	PMC4859539	5/2016	S89-PMC4859539	['in a subset of 40 children with two consecutive visits roughly twelve months apart, the median increase in cathelicidin concentration from the first visit to the second visit was 24.0 ng/ml (ranging from -1.9 ng/ml to +223.4ng/ml, p≤0.0001); ρ value represents spearman correlation.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 107, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 107, 'cathelicidin')]	0	['subset 40 children two consecutive visits roughly twelve months apart, median increase  concentration first visit second visit 24.0 ng/ml (ranging -1.9 ng/ml +223.4ng/ml, p≤0.0001); ρ value represents spearman correlation.']
S90-PMC4859539	PMC4859539	5/2016	S90-PMC4859539	['the upper and lower edges of the box represent the 75thpercentile and the 25thpercentile of cathelicidin concentration, respectively, reported in ng/ml.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 92, 'cathelicidin')]	0	['upper lower edges box represent 75thpercentile 25thpercentile  concentration, respectively, reported ng/ml.']
S91-PMC4859539	PMC4859539	5/2016	S91-PMC4859539	['table 3 summarizes the results of the 4 multivariable linear regression models assessing factors associated with the natural logarithm of the cathelicidin concentration.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 142, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 142, 'cathelicidin')]	0	['table 3 summarizes results 4 multivariable linear regression models assessing factors associated natural logarithm  concentration.']
S93-PMC4859539	PMC4859539	5/2016	S93-PMC4859539	['in each of the models, however, the child’s age at their first follow-up visit was significantly and independently positively correlated with cathelicidin.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 23), ('SUPERFICIAL_RELATIONSHIP', 101), ('SUPERFICIAL_RELATIONSHIP', 126)]	3	[('CHEBI_3364', 'Canthiumine', 142, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 142, 'cathelicidin')]	0	['models, however, child’s age first follow-up visit significantly independently positively correlated .']
S96-PMC4859539	PMC4859539	5/2016	S96-PMC4859539	['in models 1 and 4), higher cathelicidin concentrations were significantly associated with male gender (beta = 0.318, p = 0.047), indicating that after adjusting for the other variables in the model, males’ cathelicidin levels were 1.4 times higher than females’.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 3), ('SUPERFICIAL_RELATIONSHIP', 74), ('INCOMPLETE_EVIDENCE', 129), ('INCOMPLETE_EVIDENCE', 192)]	4	[('CHEBI_3364', 'Canthiumine', 27, 'cathelicidin'), ('CHEBI_3364', 'Canthiumine', 206, 'cathelicidin')]	0	['models 1 4), higher  concentrations significantly associated male gender (beta = 0.318, p = 0.047), indicating adjusting variables model, males’  levels 1.4 times higher females’.']
S100-PMC4859539	PMC4859539	5/2016	S100-PMC4859539	['varying observations, however, have been made when determining whether a correlation between 25(oh)d and cathelicidin concentrations exists.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 22), ('INCOMPLETE_EVIDENCE', 31), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 63)]	4	[('CHEBI_71657', 'versiconol acetate', 93, '25(OH)D'), ('CHEBI_3364', 'Canthiumine', 105, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 105, 'cathelicidin')]	0	['varying observations, however, made determining whether correlation 25(oh)d  concentrations exists.']
S106-PMC4859539	PMC4859539	5/2016	S106-PMC4859539	['in this study, bmi and percent fat were analyzed with cathelicidin concentrations.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 54, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 54, 'cathelicidin')]	0	['study, bmi percent fat analyzed  concentrations.']
S108-PMC4859539	PMC4859539	5/2016	S108-PMC4859539	['this result is consistent with the findings of jeng et al., who also showed no correlation with bmi and cathelicidin in adults with sepsis [9].']	[('INCOMPLETE_EVIDENCE', 15), ('INCOMPLETE_EVIDENCE', 35), ('INCOMPLETE_EVIDENCE', 69)]	3	[('CHEBI_3364', 'Canthiumine', 104, 'cathelicidin'), ('UBERON_0007023', 'adult organism', 120, 'adults')]	0	['result consistent findings jeng et al., also showed correlation bmi  adults sepsis [9].']
S109-PMC4859539	PMC4859539	5/2016	S109-PMC4859539	['although not significant, a negative trend was seen between the number of infections a child experienced and cathelicidin concentration.']	[('ANOMALY_CURIOUS_FINDING', 0), ('INCOMPLETE_EVIDENCE', 37)]	2	[('CHEBI_3364', 'Canthiumine', 109, 'cathelicidin')]	0	['although significant, negative trend seen number infections child experienced  concentration.']
S113-PMC4859539	PMC4859539	5/2016	S113-PMC4859539	['as individuals aged, the concentration of cathelicidin increased.']	N/A	N/A	[('NCBITaxon_1', 'root', 3, 'individuals'), ('CHEBI_3364', 'Canthiumine', 42, 'cathelicidin')]	0	['individuals aged, concentration  increased.']
S118-PMC4859539	PMC4859539	5/2016	S118-PMC4859539	['notably, in the aforementioned study examining localized cathelicidin concentrations in saliva, the female gender was found to positively correlate with cathelicidin [30].']	[('ANOMALY_CURIOUS_FINDING', 0), ('INCOMPLETE_EVIDENCE', 118), ('SUPERFICIAL_RELATIONSHIP', 138)]	3	[('CHEBI_3364', 'Canthiumine', 57, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 57, 'cathelicidin'), ('UBERON_0004339', 'vault of skull', 88, 'saliva')]	0	['notably, aforementioned study examining localized  concentrations saliva, female gender found positively correlate cathelicidin [30].']
S125-PMC4859539	PMC4859539	5/2016	S125-PMC4859539	['in conclusion, this study is the first to examine cathelicidin concentrations in healthy children over time.']	[('INCOMPLETE_EVIDENCE', 3), ('QUESTION_ANSWERED_BY_THIS_WORK', 15), ('INCOMPLETE_EVIDENCE', 33)]	3	[('CHEBI_3364', 'Canthiumine', 50, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 50, 'cathelicidin')]	0	['conclusion, study first examine  concentrations healthy children time.']
S126-PMC4859539	PMC4859539	5/2016	S126-PMC4859539	['it assists in identifying the normal ranges of circulating cathelicidin concentrations found in healthy children.']	[('INCOMPLETE_EVIDENCE', 3), ('QUESTION_ANSWERED_BY_THIS_WORK', 14)]	2	[('CHEBI_3364', 'Canthiumine', 59, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 59, 'cathelicidin')]	0	['assists identifying normal ranges circulating  concentrations found healthy children.']
