	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
13557	CHEBI_29103	potassium(1+)	5.935786426074583e-06	182892	28	33885	16	0.08088102584169227	False	0.00010369362287396444	True
1987	GO_0071611	granulocyte colony-stimulating factor production	5.935786426074583e-06	182892	28	33885	16	0.08088102584169227	False	0.00010369362287396444	True
3305	SO_0001024	haplotype	6.132354190217502e-06	182892	109	33885	40	0.08355945819590369	False	0.00010699034340064492	True
4440	PR_000001949	tumor necrosis factor ligand superfamily member 4	6.2802057013190865e-06	182892	66	33885	28	0.08557408288617387	False	0.00010942728124782784	True
6366	PR_000014009	regulating synaptic membrane exocytosis protein 1	6.288093440264876e-06	182892	20	33885	13	0.0856815612170492	False	0.00010942728124782784	True
9907	PR_000007050	emerin	6.484649464208829e-06	182892	31	33885	17	0.0883598335993095	False	0.00011241709109326908	True
11157	CHEBI_29874	bromine dioxide	6.484649464208829e-06	182892	31	33885	17	0.0883598335993095	False	0.00011241709109326908	True
10443	GO_0044297	cell body	6.484649464208829e-06	182892	31	33885	17	0.0883598335993095	False	0.00011241709109326908	True
4608	CHEBI_27584	aldosterone	6.529392325304735e-06	182892	56	33885	25	0.08896949982460232	False	0.00011304891972630536	True
3061	GO_0001814	negative regulation of antibody-dependent cellular cytotoxicity	6.755205317616501e-06	182892	37	33885	19	0.09204642765784245	False	0.00011666213898332375	True
6957	GO_0060203	clathrin-sculpted glutamate transport vesicle membrane	6.755205317616501e-06	182892	37	33885	19	0.09204642765784245	False	0.00011666213898332375	True
6198	PR_000015700	alpha-2,8-sialyltransferase 8F	7.2669318977156715e-06	182892	63	33885	27	0.09901921403827374	False	0.00012506862943465724	True
9914	GO_0008611	ether lipid biosynthetic process	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
13070	GO_0005811	lipid droplet	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
7803	GO_0032964	collagen biosynthetic process	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
771	GO_0005819	spindle	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
5490	PR_000004998	calmodulin-regulated spectrin-associated protein 1	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
567	GO_0042613	MHC class II protein complex	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
1869	GO_0009306	protein secretion	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
10423	UBERON_0002509	mesenteric lymph node	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
3653	PR_000011432	neural retina-specific leucine zipper protein	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
7678	GO_0070090	metaphase plate	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
5669	PR_000015906	synaptotagmin-4	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
10025	PR_000003771	alcohol dehydrogenase class-3	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
6698	CHEBI_52498	zineb	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
10424	PR_000013222	cAMP-dependent protein kinase catalytic subunit alpha	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
12001	GO_0045177	apical part of cell	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
3032	PR_000010157	mitogen-activated protein kinase 4	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
1113	GO_0002376	immune system process	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
8601	PR_000029340	coiled-coil domain-containing protein 86	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
8329	PR_000013350	pregnancy-specific beta-1-glycoprotein 2	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
10297	GO_0070062	extracellular exosome	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
4666	PR_000011245	homeobox protein Nkx-2.5	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
8191	PR_000004731	protein BEX5	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
12544	CHEBI_15378	hydron	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
1249	PR_000015170	sodium/myo-inositol cotransporter	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
1329	UBERON_0010746	iliac blade	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
9749	UBERON_0001744	lymphoid tissue	7.4897990326346925e-06	182892	7	33885	7	0.10205600161868032	False	0.00012506862943465724	True
6739	CHEBI_22868	bile salt	7.5866376907618185e-06	182892	77	33885	31	0.10337552517432054	False	0.0001265306305683238	True
11859	PR_000006447	diacylglycerol kinase eta	7.838468004539828e-06	182892	13	33885	10	0.10680696502985969	False	0.0001304114347128934	True
3077	GO_0032608	interferon-beta production	7.838468004539828e-06	182892	13	33885	10	0.10680696502985969	False	0.0001304114347128934	True
4238	CL_0000169	type B pancreatic cell	8.358785143327032e-06	182892	23	33885	14	0.11389680636297414	False	0.00013872936219607083	True
77	CHEBI_36744	guaiane sesquiterpenoid	8.358785143327032e-06	182892	23	33885	14	0.11389680636297414	False	0.00013872936219607083	True
10373	PR_000017269	ventral anterior homeobox 2	8.837725357973127e-06	182892	193	33885	61	0.12042284572774183	False	0.0001464998123208538	True
1306	CHEBI_26519	radical	8.950822588282062e-06	182892	103	33885	38	0.12196390858793138	False	0.00014819429962081577	True
8050	GO_0036268	swimming	9.434963327401564e-06	182892	2169	33885	481	0.1285608102991737	False	0.0001560204008485118	True
1489	PR_000016482	tumor necrosis factor receptor superfamily member 18	9.585665614795075e-06	182892	57	33885	25	0.13061427966719769	False	0.00015832033899054263	True
11184	CHEBI_133341	choline chloride	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
13211	PR_000011533	nuclear transport factor 2	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
34	PR_000003639	putative cytosolic acyl coenzyme A thioester hydrolase-like	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
6637	PR_000007449	farnesyl pyrophosphate synthase	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
11572	PR_000009209	juxtaposed with another zinc finger protein 1	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
11834	PR_000005164	CD2 cytoplasmic tail-binding protein 2	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
675	PR_000010911	lens fiber major intrinsic protein	9.819047704796302e-06	182892	11	33885	9	0.1337943440255544	False	0.00016081050964609906	True
12720	PR_000006877	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	9.882065364224192e-06	182892	18	33885	12	0.13465302265291884	False	0.00016145446361261252	True
4665	PR_000008800	heat shock protein HSP 90-beta	9.882065364224192e-06	182892	18	33885	12	0.13465302265291884	False	0.00016145446361261252	True
7637	PR_000016139	TATA box-binding protein-like 2	1.0430806208741929e-05	182892	9	33885	8	0.14213016540031753	False	0.00016940424958321516	True
4048	PR_000000287	lefty 1	1.0430806208741929e-05	182892	9	33885	8	0.14213016540031753	False	0.00016940424958321516	True
3278	GO_0085026	tubovesicular membrane network	1.0430806208741929e-05	182892	9	33885	8	0.14213016540031753	False	0.00016940424958321516	True
13030	PR_000014290	40S ribosomal protein S7	1.0430806208741929e-05	182892	9	33885	8	0.14213016540031753	False	0.00016940424958321516	True
12818	CL_0000910	cytotoxic T cell	1.0430806208741929e-05	182892	9	33885	8	0.14213016540031753	False	0.00016940424958321516	True
8071	UBERON_0003124	chorion	1.0597969839354061e-05	182892	41	33885	20	0.14440793703103844	False	0.0001719142107512362	True
11919	CHEBI_35341	steroid	1.077789492930067e-05	182892	248	33885	74	0.14685959630665094	False	0.00017462496588186794	True
12240	GO_0009987	cellular process	1.0909242914958739e-05	182892	54	33885	24	0.14864934395922777	False	0.00017654316384706385	True
4379	PR_000007690	ferritin heavy chain	1.095596821293087e-05	182892	29	33885	16	0.14928602286939605	False	0.0001770889951001139	True
3643	PR_000013502	parvalbumin alpha	1.1160250075512876e-05	182892	38	33885	19	0.15206956752893844	False	0.00017996398524134727	True
8072	PR_000011593	ovarian cancer-related protein 1	1.1160250075512876e-05	182892	38	33885	19	0.15206956752893844	False	0.00017996398524134727	True
10871	GO_0001501	skeletal system development	1.1194422947631599e-05	182892	166	33885	54	0.15253520708442816	False	0.00018030166322036427	True
1816	PR_000005005	calnexin	1.1439467791106012e-05	182892	32	33885	17	0.15587418812161052	False	0.00018403091867958738	True
8174	PR_000015399	superoxide dismutase [Cu-Zn]	1.1473732265199528e-05	182892	35	33885	18	0.15634107584560877	False	0.0001843644762330292	True
7032	PR_000008840	huntingtin	1.2019038167506713e-05	182892	61	33885	26	0.16377141407044649	False	0.00019289919207355298	True
12325	UBERON_0001277	intestinal epithelium	1.2322656409433873e-05	182892	51	33885	23	0.16790851623494596	False	0.0001973073046239083	True
6779	CHEBI_62488	signalling molecule	1.2322656409433873e-05	182892	51	33885	23	0.16790851623494596	False	0.0001973073046239083	True
9611	GO_0007595	lactation	1.3531932987449156e-05	182892	1447	33885	332	0.1843861188869822	False	0.00021641563249645795	True
10699	GO_0006415	translational termination	1.3690044725694356e-05	182892	21	33885	13	0.1865405494323113	False	0.0002184315567123083	True
8884	PR_000016329	T-lymphoma invasion and metastasis-inducing protein 2	1.3690044725694356e-05	182892	21	33885	13	0.1865405494323113	False	0.0002184315567123083	True
5651	GO_0051301	cell division	1.388703915764226e-05	182892	58	33885	25	0.18922479556203345	False	0.00022131555036495137	True
12636	PR_000005166	CMRF35-like molecule 7	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
6630	CHEBI_50553	mancude carbobicyclic parent	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
6158	CL_0002063	type II pneumocyte	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
7053	GO_0007585	respiratory gaseous exchange by respiratory system	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
3243	PR_000015699	alpha-2,8-sialyltransferase 8E	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
3372	PR_000006890	enhancer of mRNA-decapping protein 3	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
10026	CHEBI_18021	phosphoenolpyruvate	1.5236677367617039e-05	182892	16	33885	11	0.20761496581114977	False	0.00024085262855121783	True
3906	CHEBI_16027	adenosine 5'-monophosphate	1.528065656951255e-05	182892	45	33885	21	0.208214226416178	False	0.00024126793327482968	True
6337	PR_000002198	catenin beta-1	1.6707702734854765e-05	182892	42	33885	20	0.22765915746513102	False	0.00026349439521427203	True
5401	GO_0034205	amyloid-beta formation	1.7058391772716968e-05	182892	62	33885	26	0.2324376462950414	False	0.00026871404195958547	True
2131	PR_000005450	chromatin accessibility complex protein 1	1.7413282204701052e-05	182892	87	33885	33	0.23727338332125653	False	0.0002739877405557235	True
340	CHEBI_51686	haematoxylin	1.7979722085259016e-05	182892	39	33885	19	0.24499169313373936	False	0.00028257404052334413	True
8973	UBERON_0002316	white matter	1.8226063774340648e-05	182892	52	33885	23	0.24834834498916566	False	0.00028611560482622776	True
12359	CHEBI_8080	phentermine	1.8519759583683942e-05	182892	27	33885	15	0.2523502440872774	False	0.0002903915351982479	True
2885	CHEBI_34698	diethyl phthalate	1.896848533763642e-05	182892	36	33885	18	0.2584645812106338	False	0.0002970857255294642	True
13344	UBERON_0001852	endolymph	1.942887337532013e-05	182892	30	33885	16	0.2647378286121121	False	0.0003035984273074679	True
715	PR_000013773	retinoblastoma-associated protein	1.942887337532013e-05	182892	30	33885	16	0.2647378286121121	False	0.0003035984273074679	True
2846	UBERON_0002108	small intestine	1.9959784893746416e-05	182892	165	33885	53	0.27197202896218864	False	0.00031153726112507287	True
13446	CHEBI_27013	tocopherol	2.0659948737965715e-05	182892	49	33885	22	0.2815124615035208	False	0.00032209663787588196	True
12459	CL_0000226	single nucleate cell	2.2272619579922503e-05	182892	19	33885	12	0.30348671439602404	False	0.00034565685010936676	True
169	CL_0002061	T-helper 9 cell	2.2272619579922503e-05	182892	19	33885	12	0.30348671439602404	False	0.00034565685010936676	True
12829	PR_000009920	low-density lipoprotein receptor-related protein 1B	2.2272619579922503e-05	182892	19	33885	12	0.30348671439602404	False	0.00034565685010936676	True
2240	PR_000006305	dermcidin	2.2272619579922503e-05	182892	19	33885	12	0.30348671439602404	False	0.00034565685010936676	True
6507	UBERON_0000916	abdomen	2.231553571295089e-05	182892	300	33885	85	0.30407148962466884	False	0.00034592888466970285	True
8527	PR_000007774	gamma-aminobutyric acid receptor subunit beta-3	2.283889071849251e-05	182892	14	33885	10	0.311202724930179	False	0.00035243796707834534	True
11421	UBERON_0003123	pharyngeal arch artery 6	2.283889071849251e-05	182892	14	33885	10	0.311202724930179	False	0.00035243796707834534	True
10044	GO_0070483	detection of hypoxia	2.283889071849251e-05	182892	14	33885	10	0.311202724930179	False	0.00035243796707834534	True
7109	CL_0000160	goblet cell	2.283889071849251e-05	182892	14	33885	10	0.311202724930179	False	0.00035243796707834534	True
7935	CHEBI_80445	9,10-EOT	2.29465433114458e-05	182892	126	33885	43	0.31266959916176046	False	0.0003536986415857019	True
852	GO_0044308	axonal spine	2.3032058620459614e-05	182892	56	33885	24	0.3138348307623827	False	0.0003542153846076554	True
477	CHEBI_35195	surfactant	2.3032058620459614e-05	182892	56	33885	24	0.3138348307623827	False	0.0003542153846076554	True
7225	PR_000000123	ribosomal protein S6 kinase beta-1	2.5798275765346257e-05	182892	43	33885	20	0.3515273055786081	False	0.00039631037832988514	True
5526	CHEBI_37983	sulfur-35 atom	2.6564643936539072e-05	182892	96	33885	35	0.3619698382792814	False	0.0004076236917559475	True
5749	PR_000000168	BMP7	2.7762229265707787e-05	182892	22	33885	13	0.3782881359745343	False	0.0004245658091745615	True
13146	PR_000001180	opsin-5	2.7762229265707787e-05	182892	22	33885	13	0.3782881359745343	False	0.0004245658091745615	True
8568	PR_000003664	acyl-coenzyme A synthetase ACSM1, mitochondrial	2.7762229265707787e-05	182892	22	33885	13	0.3782881359745343	False	0.0004245658091745615	True
11921	CHEBI_15343	acetaldehyde	3.0447686316914712e-05	182892	50	33885	22	0.4148801737542799	False	0.000465112302415112	True
6746	SO_0000771	QTL	3.0538961156335225e-05	182892	37	33885	18	0.41612388471622375	False	0.0004659841934112249	True
5157	UBERON_0002094	interventricular septum	3.131988468837982e-05	182892	25	33885	14	0.42676474876386344	False	0.00047629994281681194	True
5598	PR_000004405	activating transcription factor 7-interacting protein 1	3.131988468837982e-05	182892	25	33885	14	0.42676474876386344	False	0.00047629994281681194	True
11607	CHEBI_33567	catecholamine	3.131988468837982e-05	182892	25	33885	14	0.42676474876386344	False	0.00047629994281681194	True
8997	CHEBI_27377	Unsym-bis(4'-chlorophenyl)ethylene	3.217662331051053e-05	182892	93	33885	34	0.4384386692290165	False	0.000488783354770364	True
2728	PR_000006522	protein delta homolog 2	3.2755244163325226e-05	182892	12	33885	9	0.44632295696946955	False	0.0004959143966327439	True
11659	CL_0000918	Tc2 cell	3.2755244163325226e-05	182892	12	33885	9	0.44632295696946955	False	0.0004959143966327439	True
308	PR_000029609	leucine-rich repeat and calponin homology domain-containing protein 4	3.2755244163325226e-05	182892	12	33885	9	0.44632295696946955	False	0.0004959143966327439	True
9557	UBERON_0012652	colorectum	3.281125352495911e-05	182892	57	33885	24	0.44708614053109286	False	0.0004962110327759076	True
6420	PR_000013354	pregnancy-specific beta-1-glycoprotein 6	3.303972863611861e-05	182892	28	33885	15	0.4501993423957522	False	0.0004991123529886388	True
11070	PR_000016211	tectonic-3	3.323345687169025e-05	182892	64	33885	26	0.45283908333365136	False	0.0005009672085394942	True
12727	GO_0031982	vesicle	3.323604553938814e-05	182892	31	33885	16	0.4528743565197028	False	0.0005009672085394942	True
5302	CHEBI_29866	arsenite(3-)	3.589574266897095e-05	182892	17	33885	11	0.4891153896073982	False	0.0005392672432275614	True
5422	PR_000006664	dipeptidyl peptidase 9	3.589574266897095e-05	182892	17	33885	11	0.4891153896073982	False	0.0005392672432275614	True
353	UBERON_0000958	medulla of organ	3.589574266897095e-05	182892	17	33885	11	0.4891153896073982	False	0.0005392672432275614	True
3797	PR_000000034	BMP	3.9069027167993144e-05	182892	44	33885	20	0.5323545641910746	False	0.0005862935728976592	True
7179	CHEBI_4657	disopyramide	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
5434	PR_000001183	alpha-1A adrenergic receptor	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
3492	GO_0007155	cell adhesion	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
1194	PR_000016183	transcription factor 4	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
12018	PR_000010705	metallothionein-3	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
4177	GO_0090461	glutamate homeostasis	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
4663	CL_0002328	bronchial epithelial cell	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
10040	PR_000012193	P2X purinoceptor 6	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
7588	PR_000008011	glycerol kinase 2	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
94	PR_000009685	putative BPIFA4P protein	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
5537	PR_000016129	tubulin-specific chaperone E	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
9913	GO_0010629	negative regulation of gene expression	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
13105	PR_000004186	aquaporin-6	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
1307	PR_000017593	zinc finger and BTB domain-containing protein 7B	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
9261	UBERON_0010232	placodal ectoderm	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
10822	GO_0000386	second spliceosomal transesterification activity	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
4632	UBERON_0001381	semimembranosus muscle	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
3267	GO_0006596	polyamine biosynthetic process	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
1693	CL_0000251	extramedullary cell	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
6668	SO_0000351	synthetic_sequence	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
6655	GO_0009163	nucleoside biosynthetic process	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
10850	GO_0019336	phenol-containing compound catabolic process	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
4591	CHEBI_31186	alfacalcidol	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
1667	GO_0072678	T cell migration	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
12719	GO_0019503	stachydrine biosynthetic process	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
3814	UBERON_0002183	lobar bronchus	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
9007	GO_0015823	phenylalanine transport	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
1959	PR_000001979	ATP-sensitive inward rectifier potassium channel 10	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
12750	GO_0038027	apolipoprotein A-I-mediated signaling pathway	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
5995	CL_0000082	epithelial cell of lung	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
2853	UBERON_0002110	gall bladder	4.043151763366396e-05	182892	6	33885	6	0.5509198592763052	False	0.0005867091153102291	True
11871	PR_000000164	BMP2	4.358594511819923e-05	182892	41	33885	19	0.5939020881805827	False	0.0006251851349706698	True
9653	CHEBI_27081	transition element atom	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
9479	PR_000009881	peroxisomal Lon protease 2	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
4456	PR_000014404	protein S100-A11	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
11165	GO_0045121	membrane raft	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
5913	UBERON_0002028	hindbrain	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
9143	GO_0007536	activation of recombination (HML)	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
3606	CL_0000234	phagocyte	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
2096	PR_000010050	transcription factor MafG	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
579	PR_000006069	C-X-C motif chemokine 2	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
6403	PR_000014869	sialic acid-binding Ig-like lectin 9	4.358769104815326e-05	182892	10	33885	8	0.5939258782221363	False	0.0006251851349706698	True
4642	CHEBI_42098	digoxigenin	4.6249408803996924e-05	182892	20	33885	12	0.6301944443632621	False	0.0006619689541630905	True
6885	GO_0006413	translational initiation	4.6249408803996924e-05	182892	20	33885	12	0.6301944443632621	False	0.0006619689541630905	True
4508	PR_000009751	lymphoid enhancer-binding factor 1	4.797980112062194e-05	182892	38	33885	18	0.6537727700695946	False	0.0006860154984990498	True
4822	CL_0000071	blood vessel endothelial cell	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
9524	GO_0036167	phenotypic switching in response to host	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
3869	GO_1990742	microvesicle	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
2035	CHEBI_28619	acrylamide	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
5170	PR_000014939	urea transporter 2	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
4103	GO_0006816	calcium ion transport	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
7947	UBERON_0001791	inner nuclear layer of retina	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
4700	GO_0061008	hepaticobiliary system development	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
8694	CL_0002617	adipocyte of breast	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
3133	UBERON_0001387	fibularis longus	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
11515	GO_0034390	smooth muscle cell apoptotic process	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
1757	GO_0009952	anterior/posterior pattern specification	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
820	CL_0000635	Deiter's cell	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
1930	GO_0040008	regulation of growth	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
927	PR_000015060	solute carrier family 2, facilitated glucose transporter member 11	5.020640997130563e-05	182892	8	33885	7	0.6841125422690105	False	0.0007067278329225315	True
11089	PR_000015619	sorcin	5.032532635701375e-05	182892	91	33885	33	0.6857328969406694	False	0.0007076706882772646	True
10518	SO_0000409	binding_site	5.0440229858226364e-05	182892	114	33885	39	0.6872985720481924	False	0.0007085552289156623	True
1578	UBERON_0002530	gland	5.298670660056519e-05	182892	23	33885	13	0.7219968641393013	False	0.0007435601072495379	True
8571	PR_000004050	ankyrin repeat domain-containing protein 6	5.626375318487964e-05	182892	26	33885	14	0.76664990089717	False	0.000787923844704183	True
3975	PR_000014660	septin-8	5.626375318487964e-05	182892	26	33885	14	0.76664990089717	False	0.000787923844704183	True
2947	GO_0006956	complement activation	5.6700900491806294e-05	182892	29	33885	15	0.7726064701013525	False	0.0007916049898579432	True
6241	SO_0000205	three_prime_UTR	5.6700900491806294e-05	182892	29	33885	15	0.7726064701013525	False	0.0007916049898579432	True
2541	CL_0000746	cardiac muscle cell	5.6700900491806294e-05	182892	29	33885	15	0.7726064701013525	False	0.0007916049898579432	True
2149	UBERON_0003891	stroma	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
7838	UBERON_0001691	external ear	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
4889	PR_000016670	Cdc42-interacting protein 4	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
6725	GO_0000786	nucleosome	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
3227	UBERON_0000964	cornea	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
4684	GO_0017145	stem cell division	5.7060078406613476e-05	182892	15	33885	10	0.7775006283685152	False	0.00079175216738138	True
6831	PR_000003920	retinal dehydrogenase 1	5.809972366156875e-05	182892	45	33885	20	0.7916668346125358	False	0.0008045394660696502	True
2098	CHEBI_28017	starch	5.809972366156875e-05	182892	45	33885	20	0.7916668346125358	False	0.0008045394660696502	True
2887	CHEBI_36003	decenoic acid	7.289442206977182e-05	182892	104	33885	36	0.9932593951227108	False	0.0010083851727134118	True
1398	UBERON_0013756	venous blood	7.350719952523982e-05	182892	49	33885	21	1.0	False	0.0010158307309644195	True
11776	SO_0000879	dicistronic	7.677437840505957e-05	182892	18	33885	11	1.0	False	0.0010588336843596576	True
4578	PR_000006602	dynamin-1-like protein	7.677437840505957e-05	182892	18	33885	11	1.0	False	0.0010588336843596576	True
