OBO_ID	OBO_LABEL	COVERAGE	IGNORANCE-BASE (Y, N)	IGNORANCE (Y, N)	NOT IGNORANCE(Y, N)	GENERAL INDEX	GENERAL BONFERRONI P-VALUE	GENERAL BENGAMINI-HOCHBERG P-VALUE	IGNORANCE INDEX	IGNORANCE BONFERRONI P-VALUE	IGNORANCE BENGAMINI-HOCHBERG P-VALUE
GO_0043231	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035395	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060700	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071639	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0039530	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000030465	ivermectin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045732	positive regulation of protein catabolic process	1	Y	Y	Y	1372	0.27631780941535045	0.00020037549631279943	8620	1.0	1.0
GO_0009609	positive regulation of protein catabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045959	positive regulation of protein catabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1903027	positive regulation of protein catabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006958	complement activation, classical pathway	2	Y	Y	N	6921	1.0	0.3342218204141381	5348	1.0	1.0
PR_P04003	complement activation, classical pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P54108	complement activation, classical pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042581	complement activation, classical pathway	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_29865	benzo[a]pyrene	4	Y	Y	Y	1582	1.0	0.001074482875515041	8218	1.0	1.0
GO_0031012	extracellular matrix	1	Y	Y	Y	70	2.847922967339504e-126	4.011159108928879e-128	1020	1.0	1.0
UBERON_0001000	vas deferens	1	Y	Y	Y	451	1.7047193073372383e-12	3.771502892339022e-15	8308	1.0	1.0
UBERON_0003889	fallopian tube	1	Y	Y	Y	203	1.641792651825374e-28	8.048003195222422e-31	7035	1.0	1.0
PR_000005880	cysteine-rich secretory protein 3	1	Y	N	Y	7691	1.0	0.3342218204141381	10163	1.0	1.0
CL_1001319	bladder cell	1	Y	Y	N	5749	1.0	0.3342218204141381	5110	1.0	1.0
UBERON_0001255	urinary bladder	2	Y	Y	N	1050	0.006919899045775022	6.552934702438468e-06	338	1.0	1.0
UBERON_0000160	intestine	3	Y	Y	Y	5	0.0	0.0	27	7.115943113048127e-11	2.541408254660045e-12
GO_0007155	cell adhesion	3	Y	Y	Y	1049	0.006919899045775022	6.552934702438468e-06	2642	1.0	1.0
GO_0003824	cell adhesion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010939	cell adhesion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005198	cell adhesion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000312	keratinocyte	1	Y	Y	Y	174	1.0163592980772604e-35	5.807767417584343e-38	2847	1.0	1.0
GO_1900026	keratinocyte	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045171	keratinocyte	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030141	keratinocyte	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045296	keratinocyte	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042981	regulation of apoptotic process	1	Y	Y	N	3823	1.0	0.11214271133478153	1974	1.0	1.0
PR_Q6UX06	regulation of apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000786	plasma cell	2	Y	Y	Y	489	6.809750425770244e-11	1.3869145470000494e-13	6811	1.0	1.0
PR_000011626	plasma cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_2000389	plasma cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000163	endocrine cell	1	Y	Y	N	5859	1.0	0.3342218204141381	5302	1.0	1.0
GO_0050764	endocrine cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042582	endocrine cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0048471	endocrine cell	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_41879	dexamethasone	1	Y	Y	Y	80	4.767839378771441e-115	5.8862214552733844e-117	2723	1.0	1.0
CL_0000351	trophoblast cell	1	Y	Y	Y	122	2.360531987825089e-61	1.903654828891201e-63	992	1.0	1.0
GO_0042060	wound healing	2	Y	Y	N	2558	1.0	0.026406799210654797	1216	1.0	1.0
CHEBI_42758	wound healing	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17688	wound healing	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0007229	integrin-mediated signaling pathway	2	Y	Y	Y	1340	0.27631780941535045	0.00020037549631279943	6300	1.0	1.0
GO_0043277	apoptotic cell clearance	2	Y	Y	Y	75	2.9625449653357524e-118	3.898085480704937e-120	77	0.08597502190848923	0.0011022438706216567
GO_0032147	apoptotic cell clearance	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0031589	apoptotic cell clearance	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042470	melanosome	1	Y	Y	N	3330	1.0	0.11214271133478153	1897	1.0	1.0
GO_0005911	cell-cell junction	1	Y	Y	Y	1605	1.0	0.001074482875515041	8235	1.0	1.0
GO_0014909	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019960	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034446	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035868	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010888	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050731	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071062	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019899	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005161	cell-cell junction	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045124	regulation of bone resorption	1	Y	Y	N	7244	1.0	0.3342218204141381	3426	1.0	1.0
CHEBI_15843	arachidonic acid	3	Y	Y	Y	552	2.720077688706975e-09	4.909887524741831e-12	8165	1.0	1.0
GO_0043235	receptor complex	1	Y	Y	Y	1046	0.006919899045775022	6.552934702438468e-06	8584	1.0	1.0
GO_0050840	receptor complex	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0001938	receptor complex	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0032369	receptor complex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0038027	apolipoprotein A-I-mediated signaling pathway	1	Y	Y	Y	1163	0.04372782157151316	3.7183521744483974e-05	1047	1.0	1.0
GO_0017134	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_39162	apolipoprotein A-I-mediated signaling pathway	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035295	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050748	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_4911	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0001968	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060055	apolipoprotein A-I-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_3752	clomiphene	1	Y	Y	Y	862	0.00017328558757686134	2.0009883092016325e-07	553	1.0	1.0
UBERON_0002046	thyroid gland	1	Y	Y	Y	8	0.0	0.0	33	3.5147288593017285e-08	1.0337437821475671e-09
GO_0030168	platelet activation	1	Y	Y	Y	257	6.62760024778361e-23	2.568837305342485e-25	728	1.0	1.0
CHEBI_17234	glucose	2	Y	Y	Y	7	0.0	0.0	11089	1.0	1.0
GO_0007596	blood coagulation	1	Y	Y	Y	17	0.0	0.0	114	1.0	0.02132949558673344
GO_0008305	integrin complex	2	Y	Y	Y	340	2.67330620117754e-17	7.839607628086628e-20	736	1.0	1.0
GO_0070527	platelet aggregation	3	Y	Y	Y	435	2.697137864396738e-13	6.143822014571158e-16	2828	1.0	1.0
GO_0050839	platelet aggregation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0002020	protease binding	2	Y	Y	Y	256	6.62760024778361e-23	2.568837305342485e-25	105	1.0	0.01457282363761152
CHEBI_52492	mancozeb	1	Y	Y	Y	3848	1.0	0.11214271133478153	7692	1.0	1.0
GO_0030949	mancozeb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010745	mancozeb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0099149	mancozeb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0009986	cell surface	3	Y	Y	Y	82	7.671232460811956e-112	9.132419596204708e-114	8932	1.0	1.0
GO_0051611	regulation of serotonin uptake	1	Y	Y	Y	3390	1.0	0.11214271133478153	7447	1.0	1.0
GO_0005178	regulation of serotonin uptake	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045211	postsynaptic membrane	1	Y	Y	N	5492	1.0	0.3342218204141381	4312	1.0	1.0
GO_0031258	postsynaptic membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0048333	postsynaptic membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0002306	postsynaptic membrane	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_37941	postsynaptic membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17826	methylarsonous acid	1	Y	Y	Y	3562	1.0	0.11214271133478153	7566	1.0	1.0
UBERON_0007795	ascitic fluid	3	Y	Y	N	7666	1.0	0.3342218204141381	5670	1.0	1.0
GO_0098978	ascitic fluid	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1905598	ascitic fluid	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_47381	diclofenac	1	Y	Y	Y	2633	1.0	0.026406799210654797	6785	1.0	1.0
GO_0033627	diclofenac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034683	diclofenac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001225	cortex of kidney	2	Y	Y	Y	415	4.267233038574274e-14	1.0233172754374758e-16	8090	1.0	1.0
GO_0032880	cortex of kidney	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0038132	cortex of kidney	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034113	cortex of kidney	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16480	nitric oxide	1	Y	Y	Y	50	4.737786787171644e-196	9.289778014062051e-198	8560	1.0	1.0
GO_0031528	microvillus membrane	1	Y	Y	Y	1591	1.0	0.001074482875515041	2575	1.0	1.0
GO_0007160	microvillus membrane	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0070051	microvillus membrane	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045202	synapse	2	Y	Y	Y	36	6.27260194355982e-278	1.6952978225837348e-279	39	4.121336242355264e-07	1.030334060588816e-08
CHEBI_7596	nitroprusside	1	Y	Y	Y	2497	1.0	0.026406799210654797	6605	1.0	1.0
GO_0016477	cell migration	1	Y	Y	Y	140	3.8796323244711306e-50	2.751512286858958e-52	599	1.0	1.0
GO_0043184	cell migration	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0032587	cell migration	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0003756	cell migration	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000767	basophil	4	Y	Y	Y	185	2.5696133088593208e-33	1.3815125316447962e-35	730	1.0	1.0
CHEBI_3423	basophil	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005634	nucleus	4	Y	Y	Y	22	0.0	0.0	10769	1.0	1.0
GO_0031092	nucleus	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0031527	filopodium membrane	1	Y	Y	N	6972	1.0	0.3342218204141381	4967	1.0	1.0
CHEBI_18723	filopodium membrane	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_4167	filopodium membrane	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_15368	acrolein	1	Y	Y	Y	677	6.865996855739535e-07	1.01268390202648e-09	1448	1.0	1.0
PR_000002042	acrolein	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0001934	acrolein	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035866	acrolein	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_77954	acrolein	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0031994	acrolein	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035867	acrolein	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_15365	acetylsalicylic acid	2	Y	Y	Y	957	0.0010950517053118175	1.1359457523981514e-06	8821	1.0	1.0
GO_0005925	focal adhesion	2	Y	N	Y	3552	1.0	0.11214271133478153	9253	1.0	1.0
GO_0015026	focal adhesion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010595	focal adhesion	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P05106	focal adhesion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050919	negative chemotaxis	1	Y	Y	Y	2428	1.0	0.026406799210654797	6541	1.0	1.0
GO_0006915	apoptotic process	1	Y	Y	Y	27	0.0	0.0	106	1.0	0.016112047142754632
CHEBI_9516	thapsigargin	1	Y	Y	Y	433	2.697137864396738e-13	6.143822014571158e-16	1660	1.0	1.0
GO_0031346	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1904440	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1990090	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0090650	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0120162	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1904646	thapsigargin	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0070301	thapsigargin	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_46195	paracetamol	1	Y	Y	Y	261	4.189774635444649e-22	1.599150624215515e-24	8581	1.0	1.0
GO_0036094	paracetamol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_31175	paracetamol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1903981	paracetamol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_31823	mercury dichloride	1	Y	N	Y	3910	1.0	0.11214271133478153	10525	1.0	1.0
GO_0009637	mercury dichloride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010040	response to iron(II) ion	1	Y	Y	N	5829	1.0	0.3342218204141381	3247	1.0	1.0
GO_0015891	response to iron(II) ion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0009410	response to iron(II) ion	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_64090	response to iron(II) ion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010046	response to iron(II) ion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0097577	sequestering of iron ion	1	Y	Y	Y	282	1.67431905840883e-20	5.916321761161943e-23	1672	1.0	1.0
GO_0005506	sequestering of iron ion	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071347	sequestering of iron ion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071356	sequestering of iron ion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0043525	positive regulation of neuron apoptotic process	1	Y	Y	N	5891	1.0	0.3342218204141381	3730	1.0	1.0
CHEBI_42588	positive regulation of neuron apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071354	positive regulation of neuron apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P80188	positive regulation of neuron apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0036295	positive regulation of neuron apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_46557	positive regulation of neuron apoptotic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0002110	gall bladder	1	Y	Y	Y	674	6.865996855739535e-07	1.01268390202648e-09	8340	1.0	1.0
PR_000009725	gall bladder	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1905956	gall bladder	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_15367	gall bladder	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_35456	cadmium dichloride	1	Y	Y	Y	2500	1.0	0.026406799210654797	8358	1.0	1.0
CHEBI_29678	sodium arsenite	1	Y	Y	N	5603	1.0	0.3342218204141381	5171	1.0	1.0
GO_0009635	response to herbicide	2	Y	Y	Y	2496	1.0	0.026406799210654797	6608	1.0	1.0
CHEBI_27899	response to herbicide	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0002079	pancreatic ductal cell	2	Y	Y	Y	547	2.720077688706975e-09	4.909887524741831e-12	6397	1.0	1.0
GO_0071222	pancreatic ductal cell	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_Q8TCB0	pancreatic ductal cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000008907	pancreatic ductal cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0009617	pancreatic ductal cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_53490	pancreatic ductal cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001301	epididymis	1	Y	Y	Y	198	2.59673434207786e-29	1.3048916291848537e-31	9156	1.0	1.0
PR_P08514	epididymis	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000009127	integrin alpha-IIb	1	Y	Y	N	7400	1.0	0.3342218204141381	6035	1.0	1.0
GO_0002687	integrin alpha-IIb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_140349	integrin alpha-IIb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17351	integrin alpha-IIb	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050727	regulation of inflammatory response	1	Y	N	Y	6802	1.0	0.3342218204141381	9439	1.0	1.0
GO_0002820	regulation of inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_57466	regulation of inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_9352	sulindac	1	Y	Y	N	6024	1.0	0.3342218204141381	5981	1.0	1.0
CHEBI_132070	sulindac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_84638	sulindac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132074	sulindac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_59002	sulindac	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0043651	linoleic acid metabolic process	1	Y	N	Y	1590	1.0	0.001074482875515041	10336	1.0	1.0
GO_0051122	hepoxilin biosynthetic process	1	Y	Y	N	6399	1.0	0.3342218204141381	5851	1.0	1.0
CHEBI_132075	hepoxilin biosynthetic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P16050	hepoxilin biosynthetic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035358	regulation of peroxisome proliferator activated receptor signaling pathway	1	Y	N	Y	6542	1.0	0.3342218204141381	9709	1.0	1.0
GO_0019395	fatty acid oxidation	1	Y	Y	Y	120	5.897155069846145e-63	4.873681875905905e-65	469	1.0	1.0
CHEBI_28741	sodium fluoride	1	Y	Y	Y	215	6.562642071479295e-27	3.024259019114882e-29	7148	1.0	1.0
GO_0010811	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_2979	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_142430	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_73458	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132077	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132071	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_77224	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0004052	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_78048	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_24875	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_133795	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005546	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_133798	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132072	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_133799	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132060	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_78324	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132061	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_73468	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16433	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035963	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_30245	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0070374	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_133900	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_131964	sodium fluoride	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_15379	dioxygen	1	Y	Y	Y	136	9.696631624481434e-52	7.077833302541193e-54	9172	1.0	1.0
CHEBI_132065	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132063	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132078	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1901074	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132129	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0031234	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_57444	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_131965	dioxygen	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034440	lipid oxidation	1	Y	Y	Y	1374	0.27631780941535045	0.00020037549631279943	8042	1.0	1.0
CHEBI_77016	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034116	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132067	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0016165	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0047977	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0016702	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_32395	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019372	lipid oxidation	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006954	inflammatory response	2	Y	Y	Y	295	1.0584038726485698e-19	3.575688758947872e-22	761	1.0	1.0
CHEBI_77226	inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_57446	inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_45716	inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000003959	inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030282	bone mineralization	1	Y	Y	Y	1348	0.27631780941535045	0.00020037549631279943	1505	1.0	1.0
GO_0034976	response to endoplasmic reticulum stress	1	Y	Y	Y	1346	0.27631780941535045	0.00020037549631279943	6323	1.0	1.0
CHEBI_156049	response to endoplasmic reticulum stress	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_2001303	response to endoplasmic reticulum stress	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006646	response to endoplasmic reticulum stress	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
