DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2012,PMC3427250,The association of vitamin D status with BMI has been attributed to an excessive storage of vitamin D in fat tissue decreasing thereby serum concentrations[47],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('association', 'SUPERFICIAL_RELATIONSHIP'), ('has...been', 'INCOMPLETE_EVIDENCE'), ('attributed', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"Ethnicity was also a major determinant of vitamin D status in the present study, as previously reported in the adult population[32]and in pregnant women[29],[48],[49]","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('determinant', 'SUPERFICIAL_RELATIONSHIP'), ('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('previously', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,In addition education level was associated with vitamin D status in our pregnant women population,{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,Variables influencing the formation of previtamin D3 in the skin include skin pigmentation and intensity of the solar UV light[52]–[55],{'SUPERFICIAL_RELATIONSHIP'},"[('influencing', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,This assumption is based on the fact that the main risk factors associated with vitamin D deficiency (sun exposure and/or ethnicity) are common to many European countries,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('assumption', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"In addition, an increasing number of studies suggest that gestational vitamin D deficiency is associated with multiple adverse health outcomes in mothers and children[16]–[22]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"While several observational studies point to correlations between vitamin D insufficiency and maternal and neonatal ill health, experimental evidence from supplementation clinical trials is needed to inform health policy","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('point', 'INCOMPLETE_EVIDENCE'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('experimental_evidence', 'INCOMPLETE_EVIDENCE'), ('is needed', 'FUTURE_WORK')]"
2/2012,PMC3513049,"Is Pet Ownership Associated with Higher Vitamin D?
","{'EXPLICIT_QUESTION', 'SUPERFICIAL_RELATIONSHIP'}","[('is', 'EXPLICIT_QUESTION'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2012,PMC3513049,"Another factor possibly associated with pet ownership is increased Vitamin D among family members as pet keeping may be correlated with lifestyles involving increased outdoor exposure, such as dog walking","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('possibly', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('correlated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2012,PMC3513049,"To investigate potential relationships between household pet exposure and cord blood vitamin D concentrations, we analyzed information from a large, geographically-based, general risk birth cohort","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('relationships', 'SUPERFICIAL_RELATIONSHIP')]"
2/2012,PMC3513049,"For Whites, but not African Americans, having no pet compared to 1 or >1 pet during pregnancy was associated with lower cord blood vitamin D concentrations (37.7, 45.2, 47.0 nmol/L, respectively, P = 0.001)",{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2012,PMC3513049,"In a large ethnically diverse cohort of newborns, the presence of a pet in the home during the prenatal time period was associated with higher cord blood vitamin D, but only among Whites","{'ANOMALY_CURIOUS_FINDING', 'SUPERFICIAL_RELATIONSHIP'}","[('associated', 'SUPERFICIAL_RELATIONSHIP'), ('but_only', 'ANOMALY_CURIOUS_FINDING')]"
3/2015,PMC4377896,This may be attributable to the synergistic effects of food [34] and associated with fish being a source of other nutrients which are important for infant development such as iodine and vitamin D,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('may_be', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('important', 'IMPORTANT_CONSIDERATION')]"
4/2015,PMC4428817,The biochemistry of our patients with IIH raises variations in Vitamin D metabolism or calcium set-point as potential associated factors,"{'EXPLICIT_QUESTION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('raises', 'EXPLICIT_QUESTION'), ('potential', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Circulating Cathelicidin Concentrations in a Cohort of Healthy Children: Influence of Age, Body Composition, Gender and Vitamin D Status",{'SUPERFICIAL_RELATIONSHIP'},"[('influence', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,Cathelicidin is an antimicrobial peptide whose circulating levels are related to vitamin D status in adults,{'SUPERFICIAL_RELATIONSHIP'},"[('related', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"This study sought to determine if circulating cathelicidin concentrations in healthy children are related to the age of the child, body composition and vitamin D status at birth and at the time of the study visit","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('sought', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('related', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Additionally, while one study examined the levels of maternal and neonatal vitamin D and cathelicidin concentrations in healthy children at delivery, there is a lack of research to determine correlations between vitamin D status and cathelicidin among healthy children over time [20], as well as which factors such as age of the child, gender, and body composition may independently impact cathelicidin concentrations","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'EXPLICIT_QUESTION', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('one_study', 'INCOMPLETE_EVIDENCE'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('which', 'EXPLICIT_QUESTION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('impact', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"To address this gap in the literature, the aim of this follow-up study was to determine if maternal vitamin D status during pregnancy and/or a child’s current vitamin D status affect the circulating concentration of cathelicidin in healthy children years after delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('gap', 'FULL_UNKNOWN'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('affect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,A second aim was to determine if the concentration of cathelicidin and vitamin D correlate with the number of infections a child experiences during childhood and as a function of age,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('correlate', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Four multivariable regressions were performed to assess whether any significant associations existed between the natural logarithm of each subject’s cathelicidin concentration and each of the following vitamin D measurements: (1) child’s current 25(OH)D at time of follow-up, (2) child’s 25(OH)D at birth, (3) maternal 25(OH)D throughout pregnancy (Visits 3 to 7 as area under the curve), and (4) maternal 25(OH)D one month before delivery; all analyses controlled for race/ethnicity, age, gender, and percent fat","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Additionally, the lack of correlation may suggest that circulating cathelicidin concentration is not reflective of what is happening at the cellular level, and in this regard, cathelicidin mRNA expression by immune cells or target tissue may be a better indicator of vitamin D’s long-term effect on the cathelicidin system","{'INCOMPLETE_EVIDENCE', 'EXPLICIT_QUESTION', 'FUTURE_PREDICTION', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('correlation', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('not_reflective', 'FULL_UNKNOWN'), ('what', 'EXPLICIT_QUESTION'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('better', 'FUTURE_PREDICTION'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,Adipose tissue is also believed to be associated with vitamin D [26–29],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('believed', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Lastly, total circulating cathelicidin was measured rather than cell-specific mRNA expression of cathelicidin or 1,25(OH)2D3concentration [17], which may be more closely linked with vitamin D status during fetal and childhood development","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('rather', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
10/2014,PMC4897523,"Vitamin D, which has a unique role in brain homeostasis, embryogenesis and neurodevelopment, neural differentiation, and gene regulation, has recently been proposed as a possible environmental risk factor for autism during early childhood","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('has_recently_been', 'INCOMPLETE_EVIDENCE'), ('proposed', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE')]"
7/2016,PMC4954778,"There were significant effect of both diet and time, but no interaction between them on food intake and weight gain, suggesting that vitamin diets strongly alter the phenotype of mature offspring independent of time","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('effect', 'SUPERFICIAL_RELATIONSHIP'), ('but', 'ANOMALY_CURIOUS_FINDING'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('independent', 'SUPERFICIAL_RELATIONSHIP')]"
7/2016,PMC4954778,"Despite this lack of difference, other neurons downstream regulating food intake such as POMC and BDNF may be affected by the high vitamin diets","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('despite', 'ANOMALY_CURIOUS_FINDING'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('affected', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Researchers have studied the relationship between low serum vitamin D concentration and perinatal depression, although no clinical trial has been conducted on vitamin D’s effects on depression related to childbirth","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('although', 'ANOMALY_CURIOUS_FINDING'), ('no...has_been_conducted', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('related', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,This study evaluated the effect of vitamin D3supplementation on perinatal depression scores,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('evaluated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,The two groups were similar in relation to baseline 25-hydroxyvitamin D concentrations,{'SUPERFICIAL_RELATIONSHIP'},"[('similar', 'SUPERFICIAL_RELATIONSHIP'), ('relation', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Serum levels of 25-hydroxyvitamin D reflects the body’s vitamin D reserves and this is a well-known indicator for examining vitamin D status [15],"{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('reflects', 'SUPERFICIAL_RELATIONSHIP'), ('well-known', 'PROBABLE_UNDERSTANDING'), ('indicator', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Therefore, the brain can regionally activate vitamin D, which implicates vitamin D’s role in brain function more prominent [22–25]","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('implicates', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Studies have shown that low serum 25-hydroxyvitamin D concentration is associated with psychological symptoms like anxiety, depression and reduced cognitive function [26,27]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('have_shown', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Considering the possible connection between low serum vitamin D and depression, researchers studied the relationship between low vitamin D and perinatal depression","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('considering', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('connection', 'SUPERFICIAL_RELATIONSHIP'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Murphy et al. in a study with a small sample size (97 participants), observed an association between maternal low serum concentrations of 25-hydroxyvitamin D and high depression scores within several post-partum visits [32]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('small', 'INCOMPLETE_EVIDENCE'), ('observed', 'INCOMPLETE_EVIDENCE'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Robinson et al. studied the relationship between the maternal serum 25-hydroxyvitamin D concentrations measured in the 18thweek of gestation and postnatal depression in 796 people,{'SUPERFICIAL_RELATIONSHIP'},"[('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Brandenburg et al. studied the association between maternal 25-hydroxyvitamin D concentration and antenatal depression,{'SUPERFICIAL_RELATIONSHIP'},"[('association', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"We examined the correlation between change in vitamin D concentrations and change in depression scores at 38–40 weeks of gestation, 4 and 8 weeks postpartum","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('examined', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlation', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,This clinical trial evaluated the effect of 2000 IU of vitamin D3supplement per day during late pregnancy on perinatal depression,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('this', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('trial', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('evaluated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,They were suffering from vitamin D deficiency based on new perspective towards normal serum vitamin D concentration [46],"{'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('based_on', 'SUPERFICIAL_RELATIONSHIP'), ('new', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"Considering the factors affecting vitamin D production such as clothing type, skin color and the time of day being exposed to the sun [48–50], these results are justifiable","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('Considering', 'IMPORTANT_CONSIDERATION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('affecting', 'SUPERFICIAL_RELATIONSHIP'), ('justifiable', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"While in a study by Cassidy- Bushrow et al., in African-American women, an inverse relationship was observed between maternal 25-hydroxyvitamin D concentration at the early stages of pregnancy and antenatal depression","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('observed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"There was an inverse relationship between the vitamin D logarithm and depression scores, as by adding one unit to the vitamin D concentration logarithm, equal to 2.72 ng/mL, a 46 % reduction in the depression scores occurred [63]","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"In another study in US, in 498 pregnant mothers with the mean gestational age of 15 weeks, generally there was an inverse relationship between 25-hydroxyvitamin D concentration and depression level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('another_study', 'INCOMPLETE_EVIDENCE'), ('generally', 'PROBABLE_UNDERSTANDING'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,The vitamin D and control groups were similar regarding to general characteristics except for two variables: unplanned pregnancy and using other supplements out of the study’s protocol,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('similar', 'SUPERFICIAL_RELATIONSHIP'), ('except for', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('out_of_the_study’s_protocol', 'PROBLEM_COMPLICATION')]"
8/2016,PMC4992225,"However in a cross-sectional study in Japan, higher dietary vitamin D intake was independently associated with a lower prevalence of depressive symptoms during pregnancy [66]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"On the other hand, the effect of vitamin D on depression in non-pregnant people are not entirely clear","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('not...clear', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,Some clinical trials in non-pregnant people showed that vitamin D was effective in decreasing depression level,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('some', 'INCOMPLETE_EVIDENCE'), ('showed', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,High doses of vitamin D were effective in decreasing depression levels after 3 months [30],{'SUPERFICIAL_RELATIONSHIP'},"[('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In contrast, in another study 40,000 IU vitamin D per week was used for 6 months, but vitamin D was not effective in decreasing depression level compared to the control group [68]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('another_study', 'INCOMPLETE_EVIDENCE'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Vitamin D can affect brain function in several ways,{'SUPERFICIAL_RELATIONSHIP'},"[('affect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"The existence of receptors for the active form of vitamin D (1, 25(OH)2D) in the brain induces a direct effect",{'SUPERFICIAL_RELATIONSHIP'},"[('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Its indirect effects are attributed to vitamin D’s effects on improvement of muscle activities,{'SUPERFICIAL_RELATIONSHIP'},"[('effects', 'SUPERFICIAL_RELATIONSHIP'), ('attributed', 'SUPERFICIAL_RELATIONSHIP'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Vitamin D deficiency has been linked to pro-inflammatory disease,{'SUPERFICIAL_RELATIONSHIP'},"[('linked', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"It is also possible that as a result of vascular changes in pregnancy the maternal cerebral environment is more vulnerable to inflammation perhaps, explaining in part the link between vitamin D and depression in pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING'), ('perhaps', 'INCOMPLETE_EVIDENCE'), ('explaining', 'PROBABLE_UNDERSTANDING'), ('in_part', 'INCOMPLETE_EVIDENCE'), ('link', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In light of the inflammatory nature of depression and the strong role of vitamin D as an anti-inflammatory and immunomodulator, inflammation may mediate the relationship between vitamin D deficiency and depression during pregnancy [73,74]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_light_of', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('as', 'PROBABLE_UNDERSTANDING'), ('may', 'INCOMPLETE_EVIDENCE'), ('mediate', 'SUPERFICIAL_RELATIONSHIP'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,It was interesting to investigate trend of vitamin D effectiveness in the two primiparous and multiparous subgroups,"{'ANOMALY_CURIOUS_FINDING', 'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('interesting', 'ANOMALY_CURIOUS_FINDING'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('trend', 'INCOMPLETE_EVIDENCE'), ('effectiveness', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Staying on vitamin D consumption until childbirth resulted in higher serum 25-hydroxyvitamin D concentration that induced the effect on postnatal depression exceeding than prenatal depression,{'SUPERFICIAL_RELATIONSHIP'},"[('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Meaning that over time, depression scores decreased much more in the vitamin D group in comparison to control group and this shows the possible effects of the vitamin D3supplementation","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('shows', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Another finding of this study was that vitamin D3supplementation was effective in decreasing depression level in both nulliparous and multiparous subgroups,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('finding', 'INCOMPLETE_EVIDENCE'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In the present study, it was observed that 2000 IU vitamin D3per day for at least 8 weeks during late pregnancy, can be effective in decreasing perinatal depression levels (at 38–40 weeks of gestation also, at 4 and 8 weeks after birth)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('observed', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,"Vitamin D deficiency is a common issue, which has relation with GDM, during the pregnant period","{'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('issue', 'IMPORTANT_CONSIDERATION'), ('relation', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,Vitamin D deficiency has been linked to rickets in children and osteomalacia in adults [1],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has...been', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,Serum 25-OH Vitamin D level is recognized as the best indicator of Vitamin D status,"{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('recognized', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('best', 'IMPORTANT_CONSIDERATION'), ('indicator', 'SUPERFICIAL_RELATIONSHIP')]"
