DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
1/2017,PMC5273824,"As a result, higher egg consumption among participants in this study may explain the higher detection rate of Vitamin D2","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('as', 'PROBABLE_UNDERSTANDING'), ('may', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"In addition, researchers find dairy products in China are mainly fortified with Vitamin D3, which will not translate into higher Vitamin D2 detection rate among participants","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_PREDICTION'}","[('mainly', 'PROBABLE_UNDERSTANDING'), ('will', 'FUTURE_PREDICTION'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,This group often uses dietary supplements containing Vitamin D,{'PROBABLE_UNDERSTANDING'},"[('often', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,"They also have a Vitamin D2 detection rate of 19.4%, which can be explained by consuming edible fungi or supplements containing Vitamin D2","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('detection', 'INCOMPLETE_EVIDENCE'), ('can', 'INCOMPLETE_EVIDENCE'), ('explained', 'PROBABLE_UNDERSTANDING')]"
10/2014,PMC5685050,Thai women are at risk for vitamin D insufficiency likely due to sunscreen usage and sun avoidant behavior due to the desire to maintain a fair complexion,"{'PROBABLE_UNDERSTANDING', 'PROBLEM_COMPLICATION'}","[('likely', 'PROBABLE_UNDERSTANDING'), ('due_to', 'PROBLEM_COMPLICATION'), ('due_to', 'PROBLEM_COMPLICATION')]"
10/2014,PMC5685050,"Thus, dietary intake of vitamin D in Thai people is generally low",{'PROBABLE_UNDERSTANDING'},"[('thus', 'PROBABLE_UNDERSTANDING')]"
2/2018,PMC5812027,"Thus, both higher vitamin D status in late pregnancy and gestational vitamin D status trajectory can be suspected to play a role in healthy pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('suspected', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"Thus, the association between vitamin D status and neonatal birth size is not clear and warrants further investigation","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('not_clear', 'FULL_UNKNOWN'), ('warrants_further_investigation', 'FUTURE_WORK')]"
2/2018,PMC5812027,"Thus, the association between vitamin D status and risk of miscarriage needs further investigation","{'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('needs', 'FUTURE_WORK'), ('further_investigation', 'FUTURE_WORK')]"
2/2018,PMC5812027,"Season was coded as a binary variable, since this explained 30% of vitamin D status in a previous study in pregnant women at the same latitude [16]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('explained', 'PROBABLE_UNDERSTANDING'), ('previous_study', 'INCOMPLETE_EVIDENCE')]"
2/2018,PMC5812027,Tobacco use and vitamin D supplement use were also investigated as potential confounders but did not show any confounding effect and were thus not included in the final models,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('confounders', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
2/2018,PMC5812027,"Thus, preeclampsia does not seem to mediate the associations between vitamin D status trajectory and neonatal birth size or preterm birth","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('seem', 'ANOMALY_CURIOUS_FINDING'), ('mediate', 'SUPERFICIAL_RELATIONSHIP'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"As the results between change in 25OHD and neonatal birth size and preterm delivery remained after adjustment for season of conception, origin and vitamin D supplementation, vitamin D status trajectory can be suspected to play a role in healthy pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('as', 'PROBABLE_UNDERSTANDING'), ('remained', 'INCOMPLETE_EVIDENCE'), ('can', 'INCOMPLETE_EVIDENCE'), ('suspected', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,This could be interpreted as support of our finding that late rather than early pregnancy vitamin D status is the stronger predictor of fetal growth restriction,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('could_be', 'INCOMPLETE_EVIDENCE'), ('interpreted_as', 'PROBABLE_UNDERSTANDING'), ('support', 'INCOMPLETE_EVIDENCE'), ('rather', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('predictor', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"Supplementation can therefore only partly explain the large proportion with high vitamin D status, and other likely contributors are pregnancy associated endocrine changes and possibly lifestyle factors","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('can', 'INCOMPLETE_EVIDENCE'), ('therefore', 'PROBABLE_UNDERSTANDING'), ('only', 'INCOMPLETE_EVIDENCE'), ('partly', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('likely', 'PROBABLE_UNDERSTANDING'), ('contributors', 'SUPERFICIAL_RELATIONSHIP'), ('possibly', 'INCOMPLETE_EVIDENCE'), ('factors', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"To our knowledge, ours is one of the first studies to find associations between vitamin D status and pregnancy loss","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('first', 'INCOMPLETE_EVIDENCE'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"As most women with high vitamin D status were born in Sweden and thus more likely to be familiar with the Swedish health-care system, it is possible that they registered earlier for antenatal care and were more likely to report pregnancy loss","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('as', 'PROBABLE_UNDERSTANDING'), ('thus', 'PROBABLE_UNDERSTANDING'), ('likely', 'PROBABLE_UNDERSTANDING'), ('it_is_possible', 'INCOMPLETE_EVIDENCE'), ('likely', 'PROBABLE_UNDERSTANDING')]"
2/2018,PMC5812027,Both higher late pregnancy vitamin D status and gestational vitamin D status trajectory can be suspected to play a role in healthy pregnancy,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('can', 'INCOMPLETE_EVIDENCE'), ('suspected', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"As expected, there was a seasonal influence on serum 25(OH)D and thus, “standardised” vitamin D concentrations were calculated to account for the month of serum collection","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('as_expected', 'INCOMPLETE_EVIDENCE'), ('influence', 'SUPERFICIAL_RELATIONSHIP'), ('thus', 'PROBABLE_UNDERSTANDING')]"
6/2018,PMC6011374,"As there is evidence to suggest that vitamin D metabolism within the placenta may differ with respect to fetal sex [35] thus, we assessed the effect of “standardised” vitamin D status on pregnancy outcome stratified by fetal sex (Table 3)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('there_is_evidence', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('differ', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('assessed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Therefore, the protective role of high 25(OH)D 15 ± 1 weeks’ gestation against GDM, as seen with a decreased risk of GDM in women within the ‘high’ quartile of standardised vitamin D compared to moderate-high, is consistent with knowledge about vitamin D and diabetes","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('consistent', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,Vitamin D metabolism in the placenta has been shown to be influenced by testosterone production and thus varies by fetal sex [35],"{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('influenced', 'SUPERFICIAL_RELATIONSHIP'), ('thus', 'PROBABLE_UNDERSTANDING')]"
6/2018,PMC6011374,Lack of statistically significant associations with other pregnancy complications may reflect the fact that this was a largely vitamin D-replete population (> 72% with serum 25(OH)D > 50 nmol/L) likely due to their residence latitude as low serum 25(OH)D was found in the SCOPE Ireland cohort [52],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('may', 'INCOMPLETE_EVIDENCE'), ('likely', 'PROBABLE_UNDERSTANDING'), ('due_to', 'PROBLEM_COMPLICATION')]"
6/2018,PMC6011374,"Furthermore, multivitamin supplements available during the study period contained very little (maximum 50 IU), if any, vitamin D and thus are an unlikely source of variation within the population",{'PROBABLE_UNDERSTANDING'},"[('thus', 'PROBABLE_UNDERSTANDING'), ('unlikely', 'PROBABLE_UNDERSTANDING')]"
6/2018,PMC6011374,"Therefore, vitamin D status may be important in populations where dietary calcium intake is low which is unlikely in the population of women studied here","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('unlikely', 'PROBABLE_UNDERSTANDING'), ('here', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
7/2018,PMC6039335,"The increase in blood 1,25-dihydroxyvitamin D3levels in response to decreased calcium intake may downregulate preadipocyte differentiation, thus decreasing beef marbling","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('may', 'INCOMPLETE_EVIDENCE'), ('thus', 'PROBABLE_UNDERSTANDING')]"
