DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
4/2012,PMC3348565,"Our findings are at odds with smaller case-control hospital studies that show an enhanced rate of vitamin D deficiency or rickets in children with pneumonia and the increasing evidence suggesting that calcitriol, the biologically active metabolite of vitamin D, has an important role in the human immune system","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('at odds', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('smaller...studies', 'INCOMPLETE_EVIDENCE'), ('increasing...evidence', 'INCOMPLETE_EVIDENCE'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,No studies report the effect of vitamin D on radiologically confirmed pneumonias,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('no_studies', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"Vitamin D is linked with other non-bone health outcomes, but the few completed and adequately powered trials assessing the effect of supplementation have mixed findings in improving outcomes—ie, cancers, vascular disease, and diabetes","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('linked', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('few', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,"As in our studies, these inconsistent findings point to the existence of complicated pathways for the function of vitamin D in disease processes, or simply that the correct effective dose of vitamin D supplementation needs to be better defined","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('as_in', 'INCOMPLETE_EVIDENCE'), ('inconsistent', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('point', 'INCOMPLETE_EVIDENCE'), ('complicated', 'DIFFICULT_TASK'), ('needs', 'FUTURE_WORK'), ('better', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"An associated issue is that, after the start of our trial, speculations arose that high fluctuations of natural or supplemented vitamin D intake might be linked to negative outcomes","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('associated', 'SUPERFICIAL_RELATIONSHIP'), ('issue', 'PROBLEM_COMPLICATION'), ('speculations', 'INCOMPLETE_EVIDENCE'), ('might', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"These speculations relate two studies in which supplementation of a single large dose (300 00033or 500 00023IU) of vitamin D for reducing fractures in elderly women led to an increase in fractures, plus similar discrepancies in prostate cancer research with vitamin D","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('speculations', 'INCOMPLETE_EVIDENCE'), ('relate', 'SUPERFICIAL_RELATIONSHIP'), ('discrepancies', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,Our findings and particularly the slightly higher repeat episodes of pneumonia in the vitamin D group could be due to such fluctuations if the hypothesis is true,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('could_be', 'INCOMPLETE_EVIDENCE'), ('due...to', 'PROBLEM_COMPLICATION'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('hypothesis', 'INCOMPLETE_EVIDENCE'), ('true', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,"The inconsistent results could be related to the evidence that stimulation of Toll-like receptors on macrophages and monocytes by bacterial antigens is important in up-regulation of CYP27B1 and the vitamin D receptor,5which are crucial in production of cathelicidins in vitamin-D-depleted individuals","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('inconsistent', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('could_be', 'INCOMPLETE_EVIDENCE'), ('related', 'SUPERFICIAL_RELATIONSHIP'), ('important', 'IMPORTANT_CONSIDERATION'), ('crucial', 'IMPORTANT_CONSIDERATION')]"
4/2012,PMC3348565,"In other words, this system might not be effective unless there is existing infection with pathogens when vitamin D supplementation is given",{'INCOMPLETE_EVIDENCE'},"[('might', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"As with the trials in the older children, giving higher doses of vitamin D,25,34we too did not record any adverse effects associated with vitamin D supplementation",{'INCOMPLETE_EVIDENCE'},"[('as_with', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"Although vitamin D overload is a theoretical possibility, 100 000 IU of vitamin D3has been shown to provide the best protection against vitamin D deficiency without overload or side-effects in high-risk infants aged 0–9 months with normal baseline ranges of vitamin D","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('Although', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('possibility', 'INCOMPLETE_EVIDENCE'), ('has_been', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"Higher than recommended doses of daily supplementation of vitamin D (500–1000 IU per day, adding up to 120 000 IU over 3 months) plus additional milk fortified with vitamin D, has been shown not to induce an overload,13including in infants starting with normal ranges of vitamin D, even when supplementation continued during the summer (in France) and when mothers had antenatal vitamin D supplementation","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('recommended', 'FUTURE_WORK'), ('has_been', 'INCOMPLETE_EVIDENCE'), ('even', 'ANOMALY_CURIOUS_FINDING')]"
4/2012,PMC3348565,"It is important to note that in our study, where community supplementation was in a population with known high rates of vitamin D deficiency, 1% of children tested had a calcifediol concentration greater than 375 nmol/L—thought undesirably high","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('important', 'IMPORTANT_CONSIDERATION'), ('thought', 'INCOMPLETE_EVIDENCE'), ('undesirably', 'PROBLEM_COMPLICATION')]"
4/2012,PMC3348565,The speculative negative role of fluctuations is vitamin D needs to be considered with caution until further evidence is available,"{'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('speculative', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('needs', 'FUTURE_WORK'), ('considered', 'FUTURE_WORK'), ('caution', 'INCOMPLETE_EVIDENCE'), ('until', 'FUTURE_WORK'), ('further_evidence', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,We have shown that a quarterly 100 000 IU supplementation of vitamin D3did not reduce the incidence of pneumonias in children living in regions with high vitamin D deficiency,{'INCOMPLETE_EVIDENCE'},"[('have_shown', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,"An increasing number of studies suggest that vitamin D deficiency during pregnancy is associated with multiple adverse health outcomes in mothers, neonates and children","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"The ubiquitous presence of vitamin D receptors in most tissues, including the placenta, suggests that vitamin D may have other roles as well","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('suggests', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('roles', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"In addition, an increasing number of studies suggest that vitamin D deficiency during pregnancy is associated with multiple adverse health outcomes in mothers (gestational diabetes and pre-eclampsia), in neonates (wheezing) and children (low bone mineral density, type-1 diabetes, eczema)[16]–[22]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"However there is so far no conclusive evidence about the causality of these relationships, as no randomised controlled trials of vitamin D supplementation with an appropriate assessment of a variety of health outcomes have been carried out to date[21]","{'ANOMALY_CURIOUS_FINDING', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ANOMALY_CURIOUS_FINDING'), ('no_conclusive_evidence', 'INCOMPLETE_EVIDENCE'), ('relationships', 'SUPERFICIAL_RELATIONSHIP'), ('no...trials', 'FULL_UNKNOWN'), ('variety', 'DIFFICULT_TASK')]"
8/2012,PMC3427250,"Due to its longer half-life, 25-(OH)D is considered the best bio-marker of vitamin D status",{'INCOMPLETE_EVIDENCE'},"[('is_considered', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,The cut-off points used to define vitamin D insufficiency and deficiency are not well established and remain controversial,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('not_well_established', 'INCOMPLETE_EVIDENCE'), ('remain', 'INCOMPLETE_EVIDENCE'), ('controversial', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2012,PMC3427250,"There is a growing concern about the health consequences of the high prevalence of vitamin D deficiency worldwide among the general population, including pregnant women","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('growing', 'INCOMPLETE_EVIDENCE'), ('concern', 'IMPORTANT_CONSIDERATION'), ('consequences', 'PROBLEM_COMPLICATION')]"
8/2012,PMC3427250,"Although previous small surveys suggest that vitamin D deficiency among pregnant women is common in Europe[29],[30], there are no reliable country-wide estimates of vitamin D status of pregnant women in European countries","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE'}","[('although', 'ANOMALY_CURIOUS_FINDING'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('no_reliable', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,Therefore the aim of this study was to carry out the first national representative random sample survey on vitamin D status in pregnant women in a European country and to assess the determinants of vitamin D status in the first and third trimester of pregnancy,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first', 'INCOMPLETE_EVIDENCE'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2012,PMC3427250,A previous small study in Brussels suggested that the prevalence of vitamin D deficiency was high among the adult population and that immigrants were at greater risk of vitamin D deficiency[32],{'INCOMPLETE_EVIDENCE'},"[('suggested', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,Other small-scale studies in Belgium showed a high prevalence of vitamin D deficiency among Belgian postmenopausal osteoporotic women[33]and elderly[34],{'INCOMPLETE_EVIDENCE'},"[('small-scale_studies', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,"However, the present study is the first national survey on vitamin D status among pregnant women in Belgium","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,The high prevalence of vitamin D deficiency in Belgium stems from the fact that the contribution of dietary sources to the vitamin D status is negligible as was shown by the Flemish food consumption survey among preschoolers which estimated the mean vitamin D intake at only 2 µg/day[35],"{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE'}","[('estimated', 'INCOMPLETE_EVIDENCE'), ('only', 'ANOMALY_CURIOUS_FINDING')]"
8/2012,PMC3427250,"The prevalence of vitamin deficiency (25-(OH)D <20 ng/ml) is high in many European countries[36]–[43]and some studies suggest that pregnant women in Europe are also at high risk of vitamin D deficiency[29],[30]",{'INCOMPLETE_EVIDENCE'},"[('some_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,The association of vitamin D status with BMI has been attributed to an excessive storage of vitamin D in fat tissue decreasing thereby serum concentrations[47],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('association', 'SUPERFICIAL_RELATIONSHIP'), ('has...been', 'INCOMPLETE_EVIDENCE'), ('attributed', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"Ethnicity was also a major determinant of vitamin D status in the present study, as previously reported in the adult population[32]and in pregnant women[29],[48],[49]","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('determinant', 'SUPERFICIAL_RELATIONSHIP'), ('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('previously', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,Sunscreen lotions prevent UV radiation from reaching the skin and might therefore reduce the skin’s vitamin D production[56],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('might', 'INCOMPLETE_EVIDENCE'), ('therefore', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,Some studies suggest that the dietary requirement during pregnancy and lactation may be as high as 6000 IU/d[59]and recognize that at least 1500–2000 IU/d of vitamin D may be needed in order to maintain a blood level of 25(OH)D above 30 ng/ml[24],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('some', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('needed', 'FUTURE_WORK')]"
8/2012,PMC3427250,"As those authors recognize that the evidence to propose such intakes is scarce and as long as the health benefits of having serum 25(OH)D levels higher than 30 ng/ml are not clearly established particularly in pregnant women, the Belgian Superior Health council still recommends a vitamin D supplement of 20 µg/day or 800 IU during pregnancy[58]","{'IMPORTANT_CONSIDERATION', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('evidence...is_scarce', 'INCOMPLETE_EVIDENCE'), ('not...established', 'FULL_UNKNOWN'), ('still', 'IMPORTANT_CONSIDERATION'), ('recommends', 'FUTURE_WORK')]"
8/2012,PMC3427250,"However, the vitamin D content of multivitamins for pregnant women in Belgium is only 400 IU indicating even this recommendation is not followed as pregnant women only take one multivitamin pill a day","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('only', 'ANOMALY_CURIOUS_FINDING'), ('indicating', 'INCOMPLETE_EVIDENCE'), ('even', 'ANOMALY_CURIOUS_FINDING'), ('recommendation', 'FUTURE_WORK')]"
8/2012,PMC3427250,"In addition to the uncertainty concerning the optimal vitamin D intakes preventing vitamin D deficiency, there exists also a lack of recommendations to treat vitamin D deficient pregnant women","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncertainty', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('recommendations', 'FUTURE_WORK')]"
8/2012,PMC3427250,Even in the last published guidelines the treatment of vitamin D deficient women is not specifically discussed[24],"{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE'}","[('even', 'ANOMALY_CURIOUS_FINDING'), ('not_specifically', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,The uncovering of the magnitude of vitamin D deficiency in pregnant women in Belgium (and Western Europe) should be translated into new research in order to fill the huge knowledge gap concerning the adequate amount of vitamin D to prevent and treat vitamin D deficient pregnant women,"{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncovering', 'INCOMPLETE_EVIDENCE'), ('should_be', 'FUTURE_WORK'), ('new_research', 'INCOMPLETE_EVIDENCE'), ('knowledge_gap', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION')]"
8/2012,PMC3427250,"In addition, an increasing number of studies suggest that gestational vitamin D deficiency is associated with multiple adverse health outcomes in mothers and children[16]–[22]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"Until the adequate treatment of vitamin D deficient pregnant women is established, a safe approach may be to correct vitamin D deficiency by targeting pregnant women at high risk of severe vitamin D deficiency","{'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('until', 'FUTURE_WORK'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('targeting', 'FUTURE_WORK')]"
8/2012,PMC3427250,"While several observational studies point to correlations between vitamin D insufficiency and maternal and neonatal ill health, experimental evidence from supplementation clinical trials is needed to inform health policy","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('point', 'INCOMPLETE_EVIDENCE'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('experimental_evidence', 'INCOMPLETE_EVIDENCE'), ('is needed', 'FUTURE_WORK')]"
2/2012,PMC3513049,"Another factor possibly associated with pet ownership is increased Vitamin D among family members as pet keeping may be correlated with lifestyles involving increased outdoor exposure, such as dog walking","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('possibly', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('correlated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2012,PMC3513049,Prenatal vitamin D inadequacy has been hypothesized as a risk factor for pediatric atopy and asthma,{'INCOMPLETE_EVIDENCE'},"[('has...been', 'INCOMPLETE_EVIDENCE'), ('hypothesized', 'INCOMPLETE_EVIDENCE')]"
2/2012,PMC3513049,"To investigate potential relationships between household pet exposure and cord blood vitamin D concentrations, we analyzed information from a large, geographically-based, general risk birth cohort","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('relationships', 'SUPERFICIAL_RELATIONSHIP')]"
3/2015,PMC4377896,This may be attributable to the synergistic effects of food [34] and associated with fish being a source of other nutrients which are important for infant development such as iodine and vitamin D,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('may_be', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('important', 'IMPORTANT_CONSIDERATION')]"
4/2015,PMC4428817,Concurrent changes in rates of hyper and hypo-calcaemia suggest antenatal vitamin D3supplementation as an aetiological factor,{'INCOMPLETE_EVIDENCE'},"[('suggest', 'INCOMPLETE_EVIDENCE')]"
4/2015,PMC4428817,The biochemistry of our patients with IIH raises variations in Vitamin D metabolism or calcium set-point as potential associated factors,"{'EXPLICIT_QUESTION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('raises', 'EXPLICIT_QUESTION'), ('potential', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,The lack of association between vitamin D status and cathelicidin in this study may be due to the narrow range in observed 25(OH)D values and warrants additional studies for further observation,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBLEM_COMPLICATION'), ('narrow_range', 'PROBLEM_COMPLICATION'), ('observed', 'INCOMPLETE_EVIDENCE'), ('warrants', 'FUTURE_WORK'), ('additional_studies', 'FUTURE_WORK')]"
5/2016,PMC4859539,"Previous studies have focused on cathelicidin and vitamin D concentrations in patient populations affected by various illnesses or diseases [6], such as tuberculosis [7], pneumonia [8], sepsis [9], HIV [10–12], and end-stage renal disease hemodialysis [13], as well as healthy adult populations [14–19]",{'INCOMPLETE_EVIDENCE'},"[('previous...studies', 'INCOMPLETE_EVIDENCE')]"
5/2016,PMC4859539,"Additionally, while one study examined the levels of maternal and neonatal vitamin D and cathelicidin concentrations in healthy children at delivery, there is a lack of research to determine correlations between vitamin D status and cathelicidin among healthy children over time [20], as well as which factors such as age of the child, gender, and body composition may independently impact cathelicidin concentrations","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'EXPLICIT_QUESTION', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('one_study', 'INCOMPLETE_EVIDENCE'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('which', 'EXPLICIT_QUESTION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('impact', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Regardless of vitamin D status, there was no statistically significant difference in cathelicidin concentrations between subjects, consistent with the findings of other recent studies [6,7,12,14,17,20]",{'INCOMPLETE_EVIDENCE'},"[('regardless_of', 'INCOMPLETE_EVIDENCE'), ('consistent', 'INCOMPLETE_EVIDENCE'), ('findings', 'INCOMPLETE_EVIDENCE'), ('recent_studies', 'INCOMPLETE_EVIDENCE')]"
5/2016,PMC4859539,"Differences in age, health and initial vitamin D status between cohorts, as well as study design, may explain the conflicting data","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('conflicting', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
5/2016,PMC4859539,"Additionally, the lack of correlation may suggest that circulating cathelicidin concentration is not reflective of what is happening at the cellular level, and in this regard, cathelicidin mRNA expression by immune cells or target tissue may be a better indicator of vitamin D’s long-term effect on the cathelicidin system","{'INCOMPLETE_EVIDENCE', 'EXPLICIT_QUESTION', 'FUTURE_PREDICTION', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('correlation', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('not_reflective', 'FULL_UNKNOWN'), ('what', 'EXPLICIT_QUESTION'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('better', 'FUTURE_PREDICTION'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,Adipose tissue is also believed to be associated with vitamin D [26–29],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('believed', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Lastly, total circulating cathelicidin was measured rather than cell-specific mRNA expression of cathelicidin or 1,25(OH)2D3concentration [17], which may be more closely linked with vitamin D status during fetal and childhood development","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('rather', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
10/2014,PMC4897523,"Vitamin D, which has a unique role in brain homeostasis, embryogenesis and neurodevelopment, neural differentiation, and gene regulation, has recently been proposed as a possible environmental risk factor for autism during early childhood","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('has_recently_been', 'INCOMPLETE_EVIDENCE'), ('proposed', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE')]"
7/2016,PMC4954778,"There were significant effect of both diet and time, but no interaction between them on food intake and weight gain, suggesting that vitamin diets strongly alter the phenotype of mature offspring independent of time","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('effect', 'SUPERFICIAL_RELATIONSHIP'), ('but', 'ANOMALY_CURIOUS_FINDING'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('independent', 'SUPERFICIAL_RELATIONSHIP')]"
7/2016,PMC4954778,"Despite this lack of difference, other neurons downstream regulating food intake such as POMC and BDNF may be affected by the high vitamin diets","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('despite', 'ANOMALY_CURIOUS_FINDING'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('affected', 'SUPERFICIAL_RELATIONSHIP')]"
7/2016,PMC4954778,The fact that we did not observe differences in other subtypes of SeroR may indicate that SeroR2A is more sensitive to BDNF-induced changes by the vitamin diets,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('did_not', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('indicate', 'INCOMPLETE_EVIDENCE')]"
