DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2016,PMC4992225,The vitamin D and control groups were similar regarding to general characteristics except for two variables: unplanned pregnancy and using other supplements out of the study’s protocol,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('similar', 'SUPERFICIAL_RELATIONSHIP'), ('except for', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('out_of_the_study’s_protocol', 'PROBLEM_COMPLICATION')]"
8/2016,PMC4992225,"Nonetheless, in our study, the vitamin D group had significantly lower depression scores after intervention","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'QUESTION_ANSWERED_BY_THIS_WORK'}","[('nonetheless', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"The control group consumed extra supplements such as calcium more frequently, nonetheless this group had significantly higher depression scores compared to vitamin D group",{'ALTERNATIVE_OPTIONS_CONTROVERSY'},"[('nonetheless', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2016,PMC4992225,"However in a cross-sectional study in Japan, higher dietary vitamin D intake was independently associated with a lower prevalence of depressive symptoms during pregnancy [66]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"On the other hand, the effect of vitamin D on depression in non-pregnant people are not entirely clear","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('not...clear', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"In contrast, in another study 40,000 IU vitamin D per week was used for 6 months, but vitamin D was not effective in decreasing depression level compared to the control group [68]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('another_study', 'INCOMPLETE_EVIDENCE'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Also, since more than 95 % of the mothers had lower than 30 ng/mL serum 25-hydroxyvitamin D concentration, it is not clear if the same results would be observed in mothers with higher levels of 25-hydroxyvitamin D","{'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION', 'FULL_UNKNOWN'}","[('since', 'PROBLEM_COMPLICATION'), ('not...clear', 'FULL_UNKNOWN'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('would_be', 'FUTURE_PREDICTION'), ('observed', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,To study the Vitamin D nutritional status of pregnant women with gestational diabetes mellitus (GDM) in the middle and late pregnancy and analyze the different sources of Vitamin D intake,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('to_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('analyze', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('different', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,"The serum level of 25-OH Vitamin D2 in the intervention group was 11.61 ± 6.71 (6.06–24.71) nmol/L, however, the serum 25-OH Vitamin D2 level in the fourteen cases in the control group was too low to be detected with the current technology (Table 2)","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'DIFFICULT_TASK'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('too...to_be', 'DIFFICULT_TASK')]"
1/2017,PMC5273824,"Most women (66–96%) in their middle and late pregnancy in Beijing are Vitamin D deficient if diagnosed with the criteria of serum 25-OH Vitamin D level <50 nmol/L (ELISA method), as indicated in two studies from Department of Endocrinology and Department of Laboratory Medicine in Peking Union Medical College Hospital [6]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('as', 'PROBABLE_UNDERSTANDING'), ('indicated', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"This is comparable with the prevalence of Vitamin D deficiency among the general population in Beijing area (LC-MS method, 11% if diagnosed with serum 25-OH Vitamin D level <25 nmol/L, or 55% if diagnosed with serum 25-OH Vitamin D level between 25 and 50 nmol/L method) [5]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('comparable', 'INCOMPLETE_EVIDENCE'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,"It is noted that the detection rate of serum 25-OH Vitamin D2 in the study is 19.4%, higher than the usual 5% in the general population [3]","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('noted', 'ANOMALY_CURIOUS_FINDING'), ('detection', 'INCOMPLETE_EVIDENCE'), ('than the usual', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,"However, only four out of nineteen participants with supplement use who was also positive for Vitamin D2 received Vitamin D2-containing supplements","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('only', 'INCOMPLETE_EVIDENCE')]"
10/2014,PMC5685050,"However, according to the recent studies, vitamin D deficiency is also common in these countries10,11","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('recent_studies', 'INCOMPLETE_EVIDENCE')]"
2/2018,PMC5812027,"These groups were chosen to study whether vitamin D insufficiency (30–50 nmol/L), sufficiency (≥ 50 nmol/L) or high status (≥ 75 or ≥ 100 nmol/L) was associated with the outcomes studied, compared to vitamin D deficiency (< 30 nmol/L)","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('whether...compared', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,Tobacco use and vitamin D supplement use were also investigated as potential confounders but did not show any confounding effect and were thus not included in the final models,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('confounders', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
2/2018,PMC5812027,"We found that higher vitamin D status among women in late, but not early, pregnancy was associated with lower probability of SGA and LBW","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('found', 'INCOMPLETE_EVIDENCE'), ('but not', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,Whether vitamin D metabolism is altered in placental dysfunction in unclear and warrants further investigation,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'FUTURE_WORK'}","[('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('unclear', 'FULL_UNKNOWN'), ('warrants_further_investigation', 'FUTURE_WORK')]"
2/2018,PMC5812027,This could be interpreted as support of our finding that late rather than early pregnancy vitamin D status is the stronger predictor of fetal growth restriction,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('could_be', 'INCOMPLETE_EVIDENCE'), ('interpreted_as', 'PROBABLE_UNDERSTANDING'), ('support', 'INCOMPLETE_EVIDENCE'), ('rather', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('predictor', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"We did not see a U-shaped association between early pregnancy vitamin D status and SGA, as previously indicated [9]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('did not see', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('previously', 'INCOMPLETE_EVIDENCE'), ('indicated', 'INCOMPLETE_EVIDENCE')]"
2/2018,PMC5812027,"Supplementation can therefore only partly explain the large proportion with high vitamin D status, and other likely contributors are pregnancy associated endocrine changes and possibly lifestyle factors","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('can', 'INCOMPLETE_EVIDENCE'), ('therefore', 'PROBABLE_UNDERSTANDING'), ('only', 'INCOMPLETE_EVIDENCE'), ('partly', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('likely', 'PROBABLE_UNDERSTANDING'), ('contributors', 'SUPERFICIAL_RELATIONSHIP'), ('possibly', 'INCOMPLETE_EVIDENCE'), ('factors', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"High vitamin D status in late, but not early, pregnancy was associated with lower odds of SGA and LBW","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('but not', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"However, inconsistencies between studies reflect uncertainty about the true effect of vitamin D deficiency on pregnancy outcome [5,6]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('inconsistencies', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('uncertainty', 'FULL_UNKNOWN'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Previous studies on pregnant Australian and New Zealand women have reported that while circulating 25(OH)D was significantly lower in women with PE, sPTB, GDM and those who delivered a small-for gestational age (SGA) infant, no association between vitamin D deficiency and these pregnancy complications was found after adjusting for covariates [18–20]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('previous...studies', 'INCOMPLETE_EVIDENCE'), ('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"Using a robust, validated chemiluminescent-based assay to measure serum 25(OH)D [27], we aimed to investigate the differences between vitamin D status in early pregnancy in two distinct populations of nulliparous women from Australia and New Zealand","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"Unlike the previously published data on vitamin D in the Auckland cohort [20], serum 25(OH)D was measured using the IDS-iSYS chemiluminescent-based assay (Abacus, ALS) as per the manufacturer’s instructions","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('Unlike', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('previously', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,"However, after adjusting for maternal age, BMI, SEI, smoking status and alcohol consumption at 15 ± 1 weeks’ gestation, ethnicity, recreational walking and season, the women recruited in Adelaide still had significantly lower serum 25(OH)D when compared with those in Auckland (Adelaide: 58.4 ± 50.3 vs. Auckland: 70.2 ± 54.5 nmol/L, P < 0.001) indicating the influence of other confounders not measured as part of the study on vitamin D status","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('still', 'ANOMALY_CURIOUS_FINDING'), ('indicating', 'INCOMPLETE_EVIDENCE'), ('influence', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('confounders', 'PROBLEM_COMPLICATION')]"
6/2018,PMC6011374,"As there is evidence to suggest that vitamin D metabolism within the placenta may differ with respect to fetal sex [35] thus, we assessed the effect of “standardised” vitamin D status on pregnancy outcome stratified by fetal sex (Table 3)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('there_is_evidence', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('differ', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('assessed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"However, there was a protective association of having high vitamin D at 15 ± 1 weeks’ gestation and GDM once standardised based on month serum was sampled","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Furthermore, there may be possible fetal sex specific differences in vitamin D status worth considering in future studies","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('may_be', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('worth considering', 'IMPORTANT_CONSIDERATION'), ('future_studies', 'FUTURE_WORK')]"
6/2018,PMC6011374,"However, after adjusting for factors shown to be associated with vitamin D status including BMI and recreational walking, serum 25(OH)D remained significantly lower in the women recruited in Adelaide suggesting the influence of other factors not measured as part of SCOPE for example, hours spent outside in the sun","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('influence', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"As indicated by the seasonal variation in serum 25(OH)D, amongst women recruited in Adelaide, vitamin D status declined significantly from February to April whilst in the women recruited in Auckland, serum 25(OH)D in March and April remained elevated before declining","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('indicated', 'INCOMPLETE_EVIDENCE'), ('whilst', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"In this study, we observed marginal sex-specific differences between early pregnancy vitamin D status and pregnancy outcome where by high vitamin D status and carrying a male fetus was moderately associated with decreasing the risk of having any pregnancy complication","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Conversely, high vitamin D status and carrying a female fetus was not associated with changing the risk of having any pregnancy complication",{'ALTERNATIVE_OPTIONS_CONTROVERSY'},"[('conversely', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"Indeed, for the risk of GDM an opposite effect of vitamin D status in early pregnancy was observed depending on fetal sex","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('opposite', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('depending_on', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,Inconsistencies in the literature may also reflect other causative factors in which vitamin D is a mediator,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('inconsistencies', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,"However, differences in vitamin D status between the women recruited in Adelaide and those recruited in Auckland reflect obvious difficulties in studying how vitamin D may support healthy pregnancies","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'EXPLICIT_QUESTION', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('difficulties', 'DIFFICULT_TASK'), ('how', 'EXPLICIT_QUESTION'), ('may', 'INCOMPLETE_EVIDENCE')]"
