Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006909~phagocytosis	4	9.523809523809524	0.023223549951949706	IGKC, ITGB3, ALOX15, C4BPA	37	327	19157	6.333415984792132	0.9999999999999154	0.5038329481100953	0.49005626593520996
GOTERM_BP_ALL	GO:0035745~T-helper 2 cell cytokine production	2	4.761904761904762	0.024163634186612142	RSAD2, ARG1	37	13	19157	79.65488565488566	0.9999999999999754	0.5040566019589504	0.49027380424913536
GOTERM_BP_ALL	GO:2000551~regulation of T-helper 2 cell cytokine production	2	4.761904761904762	0.024163634186612142	RSAD2, ARG1	37	13	19157	79.65488565488566	0.9999999999999754	0.5040566019589504	0.49027380424913536
GOTERM_CC_ALL	GO:0031090~organelle membrane	12	28.57142857142857	0.024236038725197015	CLEC4C, MS4A3, SIGLEC14, VNN1, RSAD2, CLEC12A, ARG1, ITGB3, ITGA2B, CEACAM8, LILRA3, HLA-DQB1	39	3098	20163	2.002582311168496	0.9963696104892534	0.1612997130048803	0.14228184291260185
GOTERM_BP_ALL	GO:0030168~platelet activation	3	7.142857142857142	0.02441524165738666	ITGB3, ITGA2B, MYL9	37	129	19157	12.04085480829667	0.9999999999999822	0.5040566019589504	0.49027380424913536
GOTERM_CC_ALL	GO:1903561~extracellular vesicle	10	23.809523809523807	0.025229807790731213	TUBB2A, IGKC, ITGB3, ITGA2B, HP, LCN2, CEACAM8, OLFM4, KRT73, JCHAIN	39	2313	20163	2.235192390834414	0.9971251643129366	0.1612997130048803	0.14228184291260185
GOTERM_CC_ALL	GO:0043230~extracellular organelle	10	23.809523809523807	0.025357160123037955	TUBB2A, IGKC, ITGB3, ITGA2B, HP, LCN2, CEACAM8, OLFM4, KRT73, JCHAIN	39	2315	20163	2.233261339092872	0.9972099066807347	0.1612997130048803	0.14228184291260185
GOTERM_BP_ALL	GO:0002698~negative regulation of immune effector process	3	7.142857142857142	0.028782613293655397	ARG1, CLEC12B, C4BPA	37	141	19157	11.01610120759057	0.9999999999999999	0.5847896034266493	0.5687992627079519
GOTERM_BP_ALL	GO:0045088~regulation of innate immune response	4	9.523809523809524	0.030804796145961384	RSAD2, ARG1, OAS3, CLEC12B	37	365	19157	5.6740466493891155	1.0	0.6160959229192277	0.599249550026905
GOTERM_CC_ALL	GO:0044437~vacuolar part	5	11.904761904761903	0.03132566039629316	VNN1, ARG1, CEACAM8, RNASE3, HLA-DQB1	39	638	20163	4.051724137931035	0.9993165368069328	0.1902670103350788	0.1678337820422966
GOTERM_CC_ALL	GO:0031092~platelet alpha granule membrane	2	4.761904761904762	0.03157269167132312	ITGB3, ITGA2B	39	17	20163	60.8235294117647	0.9993553124445563	0.1902670103350788	0.1678337820422966
GOTERM_BP_ALL	GO:0009611~response to wounding	5	11.904761904761903	0.0316741143839262	ARG1, ITGB3, ALOX15, ITGA2B, MYL9	37	643	19157	4.026102307595309	1.0	0.6178025965211332	0.6009095567725085
GOTERM_BP_ALL	GO:0042542~response to hydrogen peroxide	3	7.142857142857142	0.03185544638312093	ARG1, HP, LCN2	37	149	19157	10.424632686377654	1.0	0.6178025965211332	0.6009095567725085
GOTERM_BP_ALL	GO:0031589~cell-substrate adhesion	4	9.523809523809524	0.03344014583938497	ITGB3, ALOX15, ITGA2B, OLFM4	37	377	19157	5.493440389992115	1.0	0.6320117385771844	0.6147301676004645
GOTERM_BP_ALL	GO:0002694~regulation of leukocyte activation	5	11.904761904761903	0.03357562361191292	VNN1, IGKC, ARG1, MMP8, HLA-DQB1	37	655	19157	3.9523416546317307	1.0	0.6320117385771844	0.6147301676004645
GOTERM_CC_ALL	GO:0005886~plasma membrane	18	42.857142857142854	0.03390659377678061	GYPA, MS4A3, SIGLEC14, CLEC12A, ITGB3, ALOX15, CLEC12B, ITGA2B, C4BPA, OLFM4, LILRA3, RHD, CLEC4C, VNN1, IGKC, OAS3, CEACAM8, HLA-DQB1	39	5964	20163	1.5603621730382293	0.9996289964918863	0.1990925634585323	0.17561876776691496
GOTERM_BP_ALL	GO:0035743~CD4-positive, alpha-beta T cell cytokine production	2	4.761904761904762	0.03512369919851334	RSAD2, ARG1	37	19	19157	54.50071123755335	1.0	0.6515700720883634	0.6337537029296972
GOTERM_CC_ALL	GO:0005737~cytoplasm	30	71.42857142857143	0.03517354674785324	GYPA, MS4A3, CLEC12A, CRISP3, ITGB3, ITGA2B, ALOX15, HP, TMTC1, LILRA3, IFI44L, SVBP, SIGLEC14, RSAD2, ARG1, IFI44, RNASE3, OLFM4, MMP8, KRT73, CLEC4C, VNN1, TUBB2A, OAS3, IFIT1B, LCN2, RNF182, CEACAM8, MYL9, HLA-DQB1	39	12298	20163	1.261180679785331	0.9997252945200955	0.20136855513145976	0.17762641107665883
GOTERM_BP_ALL	GO:0045321~leukocyte activation	6	14.285714285714285	0.03708723494698898	VNN1, RSAD2, IGKC, ARG1, MMP8, HLA-DQB1	37	995	19157	3.122151297025669	1.0	0.6781665818877984	0.6596229644143039
GOTERM_BP_ALL	GO:0019058~viral life cycle	4	9.523809523809524	0.0417811075244101	GYPA, RSAD2, ITGB3, OAS3	37	412	19157	5.026764628706377	1.0	0.7532368680457032	0.7326405474350783
GOTERM_BP_ALL	GO:0050865~regulation of cell activation	5	11.904761904761903	0.04277124651112397	VNN1, IGKC, ARG1, MMP8, HLA-DQB1	37	708	19157	3.6564742708810507	1.0	0.760377715753315	0.7395861375881854
GOTERM_CC_ALL	GO:0044425~membrane part	21	50.0	0.044135990442874744	GYPA, MS4A3, SIGLEC14, CLEC12A, RSAD2, ITGB3, CRISP3, TMEM176A, ALOX15, CLEC12B, ITGA2B, TMTC1, TARP, RHD, CLEC4C, VNN1, IGKC, OAS3, RNF182, CEACAM8, HLA-DQB1	39	7617	20163	1.4253643166601022	0.9999675877536172	0.2465156539370321	0.21745048949904142
GOTERM_CC_ALL	GO:0031224~intrinsic component of membrane	18	42.857142857142854	0.049041156238695593	GYPA, MS4A3, SIGLEC14, CLEC12A, ITGB3, CRISP3, TMEM176A, CLEC12B, ITGA2B, TMTC1, TARP, RHD, CLEC4C, VNN1, OAS3, RNF182, CEACAM8, HLA-DQB1	39	6212	20163	1.4980682549903412	0.9999900222123056	0.2673910661586022	0.23586460857658356
GOTERM_BP_ALL	GO:0002696~positive regulation of leukocyte activation	4	9.523809523809524	0.05024610453821601	VNN1, IGKC, MMP8, HLA-DQB1	37	444	19157	4.664475286096907	1.0	0.8810275864235136	0.8569369883572456
GOTERM_BP_ALL	GO:0043900~regulation of multi-organism process	4	9.523809523809524	0.05192076957101374	RSAD2, ARG1, OAS3, IFIT1B	37	450	19157	4.602282282282283	1.0	0.8980889871742918	0.8735318664312446
GOTERM_BP_ALL	GO:0050778~positive regulation of immune response	5	11.904761904761903	0.052855464693885024	RSAD2, IGKC, OAS3, C4BPA, HLA-DQB1	37	759	19157	3.4107823238258024	1.0	0.9020665974423044	0.8774007139184915
GOTERM_CC_ALL	GO:0005764~lysosome	5	11.904761904761903	0.054367525119250755	VNN1, ARG1, CEACAM8, RNASE3, HLA-DQB1	39	763	20163	3.3879423328964613	0.9999972430770071	0.2829582557342823	0.24959636532019663
GOTERM_CC_ALL	GO:0000323~lytic vacuole	5	11.904761904761903	0.054367525119250755	VNN1, ARG1, CEACAM8, RNASE3, HLA-DQB1	39	763	20163	3.3879423328964613	0.9999972430770071	0.2829582557342823	0.24959636532019663
GOTERM_BP_ALL	GO:0045785~positive regulation of cell adhesion	4	9.523809523809524	0.05506160285312571	VNN1, ALOX15, OLFM4, HLA-DQB1	37	461	19157	4.4924664360673034	1.0	0.9273533112105382	0.9019959941071252
GOTERM_BP_ALL	GO:0050867~positive regulation of cell activation	4	9.523809523809524	0.05710748574858522	VNN1, IGKC, MMP8, HLA-DQB1	37	468	19157	4.425271425271426	1.0	0.9374575809650335	0.9118239752355208
GOTERM_BP_ALL	GO:0006954~inflammatory response	5	11.904761904761903	0.0580200517739526	VNN1, ALOX15, HP, LCN2, C4BPA	37	783	19157	3.306237271754513	1.0	0.9374575809650335	0.9118239752355208
GOTERM_BP_ALL	GO:0002828~regulation of type 2 immune response	2	4.761904761904762	0.0584615104800597	RSAD2, ARG1	37	32	19157	32.3597972972973	1.0	0.9374575809650335	0.9118239752355208
GOTERM_BP_ALL	GO:0002757~immune response-activating signal transduction	4	9.523809523809524	0.058591098810314594	RSAD2, IGKC, OAS3, HLA-DQB1	37	473	19157	4.3784926575624254	1.0	0.9374575809650335	0.9118239752355208
GOTERM_CC_ALL	GO:0008305~integrin complex	2	4.761904761904762	0.05862328474813368	ITGB3, ITGA2B	39	32	20163	32.3125	0.999999018635168	0.29832738238494694	0.26315341153606675
GOTERM_MF_ALL	GO:0003823~antigen binding	3	7.142857142857142	0.06023976538216845	IGKC, JCHAIN, HLA-DQB1	36	214	18765	7.307242990654205	0.999989810406206	1.0	1.0
GOTERM_BP_ALL	GO:0006979~response to oxidative stress	4	9.523809523809524	0.06039575598137392	VNN1, ARG1, HP, LCN2	37	479	19157	4.323647238052249	1.0	0.9544020698291187	0.9283051382322288
GOTERM_BP_ALL	GO:0002369~T cell cytokine production	2	4.761904761904762	0.06200288235814964	RSAD2, ARG1	37	34	19157	30.456279809220987	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:2000377~regulation of reactive oxygen species metabolic process	3	7.142857142857142	0.0635899974798978	HP, LCN2, MMP8	37	219	19157	7.092558311736394	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0030155~regulation of cell adhesion	5	11.904761904761903	0.06461585130872016	VNN1, ARG1, ALOX15, OLFM4, HLA-DQB1	37	812	19157	3.1881573691918526	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0022407~regulation of cell-cell adhesion	4	9.523809523809524	0.06533644616289139	VNN1, ARG1, ALOX15, HLA-DQB1	37	495	19157	4.183892983892984	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0042092~type 2 immune response	2	4.761904761904762	0.06553130286448743	RSAD2, ARG1	37	36	19157	28.764264264264266	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0007596~blood coagulation	3	7.142857142857142	0.0666671136941078	ITGB3, ITGA2B, MYL9	37	225	19157	6.9034234234234235	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0002724~regulation of T cell cytokine production	2	4.761904761904762	0.06904681801036879	RSAD2, ARG1	37	38	19157	27.250355618776673	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0046649~lymphocyte activation	5	11.904761904761903	0.06914624424097217	VNN1, RSAD2, IGKC, ARG1, HLA-DQB1	37	831	19157	3.1152632777181517	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0042060~wound healing	4	9.523809523809524	0.06916259614544754	ITGB3, ALOX15, ITGA2B, MYL9	37	507	19157	4.0848659310197775	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0016064~immunoglobulin mediated immune response	3	7.142857142857142	0.07031948417372863	IGKC, C4BPA, HLA-DQB1	37	232	19157	6.695130475302889	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0007599~hemostasis	3	7.142857142857142	0.07084661374725575	ITGB3, ITGA2B, MYL9	37	233	19157	6.666396009743649	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0050817~coagulation	3	7.142857142857142	0.07137506427932452	ITGB3, ITGA2B, MYL9	37	234	19157	6.637907137907138	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0019724~B cell mediated immunity	3	7.142857142857142	0.0719048292647888	IGKC, C4BPA, HLA-DQB1	37	235	19157	6.609660724554343	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0010594~regulation of endothelial cell migration	3	7.142857142857142	0.0719048292647888	ITGB3, SVBP, LCN2	37	235	19157	6.609660724554343	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0042110~T cell activation	4	9.523809523809524	0.07209891113644215	VNN1, RSAD2, ARG1, HLA-DQB1	37	516	19157	4.013618269432223	1.0	0.961318815152562	0.9350327538007341
GOTERM_BP_ALL	GO:0009636~response to toxic substance	3	7.142857142857142	0.07403690444885262	ARG1, HP, LCN2	37	239	19157	6.499038787741717	1.0	0.9769818319023851	0.9502674849363043
GOTERM_BP_ALL	GO:0000302~response to reactive oxygen species	3	7.142857142857142	0.07564944694960066	ARG1, HP, LCN2	37	242	19157	6.418472191199465	1.0	0.9880744091376412	0.9610567495127839
GOTERM_CC_ALL	GO:0016021~integral component of membrane	17	40.476190476190474	0.07749684758668704	GYPA, MS4A3, SIGLEC14, CLEC12A, ITGB3, CRISP3, TMEM176A, CLEC12B, ITGA2B, TMTC1, TARP, RHD, CLEC4C, VNN1, OAS3, RNF182, HLA-DQB1	39	6064	20163	1.449373350923483	0.9999999905018354	0.38039149902642755	0.33554184630278766
GOTERM_CC_ALL	GO:0005773~vacuole	5	11.904761904761903	0.07829381948620794	VNN1, ARG1, CEACAM8, RNASE3, HLA-DQB1	39	864	20163	2.991898148148148	0.9999999922073993	0.38039149902642755	0.33554184630278766
GOTERM_CC_ALL	GO:0098636~protein complex involved in cell adhesion	2	4.761904761904762	0.07973271595313766	ITGB3, ITGA2B	39	44	20163	23.5	0.9999999945511847	0.38039149902642755	0.33554184630278766
GOTERM_BP_ALL	GO:0048584~positive regulation of response to stimulus	9	21.428571428571427	0.08141437669664336	RSAD2, IGKC, ARG1, ITGB3, OAS3, ALOX15, C4BPA, MMP8, HLA-DQB1	37	2454	19157	1.89886341108835	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0043277~apoptotic cell clearance	2	4.761904761904762	0.08643241285437533	ITGB3, ALOX15	37	48	19157	21.573198198198202	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0051249~regulation of lymphocyte activation	4	9.523809523809524	0.08653395435968901	VNN1, IGKC, ARG1, HLA-DQB1	37	558	19157	3.711517969582486	1.0	1.0	0.9734167318217357
GOTERM_CC_ALL	GO:0016020~membrane	25	59.523809523809526	0.09038585926714657	GYPA, MS4A3, CLEC12A, CRISP3, ITGB3, ITGA2B, ALOX15, CLEC12B, TMTC1, C4BPA, TARP, LILRA3, RHD, IGKC, SIGLEC14, RSAD2, ARG1, TMEM176A, OLFM4, CLEC4C, VNN1, OAS3, RNF182, CEACAM8, HLA-DQB1	39	10288	20163	1.256318040435459	0.9999999996212963	0.41488254983246153	0.36596626666444204
GOTERM_CC_ALL	GO:0044444~cytoplasmic part	25	59.523809523809526	0.09058570957040644	GYPA, MS4A3, CLEC12A, CRISP3, ITGB3, ITGA2B, ALOX15, HP, TMTC1, LILRA3, SIGLEC14, RSAD2, ARG1, RNASE3, OLFM4, MMP8, KRT73, CLEC4C, VNN1, OAS3, IFIT1B, LCN2, CEACAM8, MYL9, HLA-DQB1	39	10290	20163	1.2560738581146746	0.9999999996398807	0.41488254983246153	0.36596626666444204
GOTERM_BP_ALL	GO:0002521~leukocyte differentiation	4	9.523809523809524	0.09123790072520507	VNN1, RSAD2, TMEM176A, HLA-DQB1	37	571	19157	3.6270175604676482	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0006953~acute-phase response	2	4.761904761904762	0.09158625042111639	HP, LCN2	37	51	19157	20.304186539480657	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0043542~endothelial cell migration	3	7.142857142857142	0.09642039132550093	ITGB3, SVBP, LCN2	37	279	19157	5.567276954373729	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0071357~cellular response to type I interferon	2	4.761904761904762	0.09671181612010273	OAS3, IFIT1B	37	54	19157	19.176176176176178	1.0	1.0	0.9734167318217357
GOTERM_BP_ALL	GO:0002823~negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2	4.761904761904762	0.09841408145487654	ARG1, C4BPA	37	55	19157	18.82751842751843	1.0	1.0	0.9734167318217357
